,annual_stock_code,div_year,annual_revenue('000),annual_net_income('000),annual_eps,annual_dp(%)
2538,5160,2020,155366,23575,0.079,0.19
2539,5160,2021,164903,22329,0.061,0.1
2540,5160,2022,243294,40988,0.096,0.21
2541,5160,2023,38940,6308,0.014,0.0
2542,5161,2018,1390916,-120747,-0.059,-0.09
2543,5161,2019,1037110,-53283,-0.026,-0.19
2544,5161,2020,1075845,25604,0.012,0.0
2545,5161,2021,1056773,-35371,-0.017,0.0
2546,5161,2022,835577,-91349,-0.043,0.0
2547,5162,2018,1632323,24628,0.137,0.36
2548,5162,2019,1802283,29593,0.165,0.33
2549,5162,2020,2017489,36781,0.206,0.34
2550,5162,2021,2625818,54992,0.217,0.26
2551,5162,2022,2087376,41428,0.115,0.22
2552,5163,2018,70728,-4934,-0.062,0.0
2553,5163,2019,60482,-4700,-0.059,0.0
2554,5163,2020,72600,3261,0.041,0.0
2555,5163,2021,93804,2814,0.035,0.0
2556,5163,2022,194276,5151,0.065,0.0
2557,5163,2023,63577,1227,0.015,0.0
2558,5165,2018,30950,136,0.002,0.0
2559,5165,2019,24112,-5787,-0.067,0.0
2560,5165,2020,15941,-1067,-0.012,0.0
2561,5165,2021,16972,-921,-0.01,0.0
2562,5165,2022,14084,1172,0.011,0.0
2563,5166,2018,93892,-17168,-0.014,0.0
2564,5166,2019,97249,-36934,-0.03,0.0
2565,5166,2020,89678,-9392,-0.008,0.0
2566,5166,2021,108292,3753,0.003,0.0
2567,5166,2022,86572,3498,0.003,0.0
2568,5167,2018,40935,6546,0.061,0.33
2569,5167,2019,48698,3039,0.028,0.35
2570,5167,2020,49413,5384,0.05,0.4
2571,5167,2021,42728,5044,0.047,0.43
2572,5167,2022,34517,1473,0.014,0.0
2573,5168,2018,2405638,439395,0.231,0.52
2574,5168,2019,2827879,456204,0.137,0.62
2575,5168,2020,2923973,434782,0.129,0.58
2576,5168,2021,6695862,2885410,0.845,0.39
2577,5168,2022,7888286,3234701,0.946,0.77
2578,5168,2023,1430235,116624,0.034,1.03
2579,5169,2018,259955,27394,0.073,0.0
2580,5169,2019,366265,52401,0.134,0.0
2581,5169,2020,292180,50864,0.123,0.0
2582,5169,2021,194969,-21874,-0.045,0.0
2583,5169,2022,151262,-28891,-0.058,0.0
2584,5170,2018,790168,-39146,-0.124,0.0
2585,5170,2019,792681,-85822,-0.271,0.0
2586,5170,2020,608519,-23058,-0.044,0.0
2587,5170,2021,399922,-23281,-0.073,0.0
2588,5170,2022,591017,-112734,-0.316,0.0
2589,5170,2023,325396,-12284,-0.031,0.0
2590,5171,2018,1011979,61139,0.187,0.2
2591,5171,2019,1302819,58407,0.174,0.19
2592,5171,2020,794709,7986,0.023,0.43
2593,5171,2021,691087,-589,-0.002,-5.88
2594,5171,2022,592160,18996,0.054,0.0
2595,5172,2018,154604,-40487,-0.106,0.0
2596,5172,2019,120789,-6429,-0.015,0.0
2597,5172,2020,81405,-3595,-0.008,0.0
2598,5172,2021,101953,-5650,-0.009,0.0
2599,5172,2022,40363,-3889,-0.004,0.0
2600,5173,2018,621104,24342,0.02,0.0
2601,5173,2019,636984,-87375,-0.074,0.0
2602,5173,2020,599164,-160514,-0.137,0.0
2603,5173,2021,610942,16615,0.014,0.0
2604,5173,2022,897680,141801,0.123,0.0
2605,5173,2023,247301,50259,0.044,0.0
2606,5175,2018,237810,10505,0.022,0.0
2607,5175,2019,160558,468,0.001,27.78
2608,5175,2020,62522,-19365,-0.04,0.0
2609,5175,2021,-2883,-70506,-0.144,0.0
2610,5175,2022,25721,-75967,-0.155,0.0
2611,5175,2023,9043,-49578,-0.101,0.0
2612,5176,2018,560406,427691,0.145,0.66
2613,5176,2019,580299,386373,0.13,0.74
2614,5176,2020,556875,208207,0.064,1.15
2615,5176,2021,675558,195484,0.05,1.22
2616,5176,2022,651446,323558,0.089,1.04
2617,5178,2018,67294,-6192,-0.026,0.0
2618,5178,2019,108858,-14587,-0.052000000000000005,0.0
2619,5178,2020,59251,-18222,-0.032,0.0
2620,5178,2021,16416,12782,0.019,0.0
2621,5178,2022,12974,19270,0.021,0.0
2622,5180,2018,350146,135628,0.066,1.19
2623,5180,2019,342276,72600,0.036,1.76
2624,5180,2020,261399,-84504,-0.041,-0.73
2625,5180,2021,224107,-30393,-0.014,-1.3
2626,5180,2022,275817,50424,0.024,1.71
2627,5182,2018,777179,135211,0.094,0.0
2628,5182,2019,468657,42541,0.029,0.0
2629,5182,2020,462438,-1306,-0.001,0.0
2630,5182,2021,326942,-8489,-0.006,0.0
2631,5182,2022,148375,-7629,-0.005,0.0
2632,5183,2018,19576000,4979000,0.62,0.52
2633,5183,2019,16370000,2815000,0.35,0.51
2634,5183,2020,14362000,1629000,0.2,0.6
2635,5183,2021,23025000,7345000,0.92,0.5
2636,5183,2022,20249000,5840000,0.73,0.34
2637,5184,2018,337886,70404,0.265,0.0
2638,5184,2019,376739,91283,0.206,0.0
2639,5184,2020,304000,70505,0.151,0.0
2640,5184,2021,315323,75415,0.13,0.0
2641,5184,2022,246889,47510,0.057,0.0
2642,5185,2018,1920602,503086,0.259,0.19
2643,5185,2019,1931750,487766,0.246,0.28
2644,5185,2020,2458328,230322,0.115,0.3
2645,5185,2021,2241156,526934,0.25,0.5
2646,5185,2022,2730599,1161959,0.542,0.0
2647,5186,2018,974354,-122691,-0.077,0.0
2648,5186,2019,1009541,-34224,-0.021,0.0
2649,5186,2020,1566750,-396805,-0.247,0.0
2650,5186,2021,1467316,-270406,-0.168,0.0
2651,5186,2022,1227641,40634,0.026,0.0
2652,5187,2018,99438,11087,0.024,0.0
2653,5187,2019,93815,8766,0.019,0.0
2654,5187,2020,59409,-27521,-0.059,0.0
2655,5187,2021,84861,-24545,-0.037,0.0
2656,5187,2022,36755,-14370,-0.019,0.0
2657,5188,2018,8792,-10857,-0.016,0.0
2658,5188,2019,13171,164,0.0,0.0
2659,5188,2020,12255,-9758,-0.015,0.0
2660,5188,2021,9905,-2583,-0.004,0.0
2661,5188,2022,7055,-1603,-0.002,0.0
2662,5190,2018,116315,-177,-0.001,0.0
2663,5190,2019,135916,-51471,-0.061,0.0
2664,5190,2020,161058,-67767,-0.08,0.0
2665,5190,2021,69900,-32200,-0.039,0.0
2666,5190,2022,59346,-15435,-0.015,0.0
2667,5191,2018,179331,55359,0.128,0.16
2668,5191,2019,148563,48641,0.112,0.09
2669,5191,2020,131870,25278,0.058,0.0
2670,5191,2021,255879,61602,0.142,0.0
2671,5191,2022,173561,49012,0.112,0.0
2672,5192,2018,106589,899,0.009,0.0
2673,5192,2019,107471,-2033,-0.021,0.0
2674,5192,2020,106094,-982,-0.01,0.0
2675,5192,2021,151932,10754,0.094,0.0
2676,5192,2022,153501,3295,0.028,0.0
2677,5195,2018,94952,-8518,-0.017,0.0
2678,5195,2019,63264,681,0.001,0.0
2679,5195,2020,76776,-70746,-0.141,0.0
2680,5195,2021,87685,26795,0.053,0.14
2681,5195,2022,110069,18446,0.033,0.22
2682,5195,2023,41477,1437,0.003,0.0
2683,5196,2018,639603,1141,0.003,12.5
2684,5196,2019,789190,26509,0.072,1.35
2685,5196,2020,634719,-18925,-0.054,-0.37
2686,5196,2021,717266,47364,0.134,0.22
2687,5196,2022,997744,122742,0.34,0.16
2688,5196,2023,283050,34698,0.02,0.26
2689,5197,2018,203427,28416,0.275,0.58
2690,5197,2019,142381,-6983,-0.068,-0.73
2691,5197,2020,87779,-9039,-0.09,-0.33
2692,5197,2021,133975,15871,0.16,0.5
2693,5197,2022,126472,29281,0.233,0.46
2694,5198,2018,112027,4308,0.024,0.0
2695,5198,2019,110725,1854,0.01,0.0
2696,5198,2020,87252,2319,0.013,0.0
2697,5198,2021,90430,1458,0.027,0.0
2698,5198,2022,74382,15,0.0,0.0
2699,5199,2018,394344,203712,0.129,0.0
2700,5199,2019,988303,230010,0.145,0.0
2701,5199,2020,646504,-49254,-0.031,0.0
2702,5199,2021,804781,103676,0.056,0.09
2703,5199,2022,1696521,613058,0.305,0.07
2704,5199,2023,604768,135262,0.067,0.0
2705,5200,2018,1263677,378916,0.211,0.66
2706,5200,2019,1104457,399474,0.21,0.67
2707,5200,2020,844597,391288,0.194,0.77
2708,5200,2021,547484,222447,0.1,1.0
2709,5200,2022,339131,166882,0.071,0.0
2710,5202,2018,2215465,35624,0.051,0.0
2711,5202,2019,2007093,-299767,-0.426,0.0
2712,5202,2020,2184463,-71227,-0.101,0.0
2713,5202,2021,2259698,125352,0.178,0.0
2714,5202,2022,1888250,-134552,-0.191,0.0
2715,5204,2018,181392,217,0.0,14.0
2716,5204,2019,185925,-21488,-0.044,0.0
2717,5204,2020,158391,-16409,-0.035,0.0
2718,5204,2021,104909,10073,0.016,0.0
2719,5204,2022,90416,4127,0.005,0.0
2720,5204,2023,18105,-1399,-0.002,0.0
2721,5205,2018,1705750,70089,0.09,0.0
2722,5205,2019,1555492,13701,0.018,0.0
2723,5205,2020,1111006,-126042,-0.195,0.0
2724,5205,2021,1209721,-151482,-0.194,0.0
2725,5205,2022,604321,-195142,-0.25,0.0
2726,5207,2018,47962,2229,0.01,0.0
2727,5207,2019,143638,13085,0.054,0.0
2728,5207,2020,170214,9727,0.038,0.0
2729,5207,2021,65605,2887,0.011,0.0
2730,5207,2022,116074,14136,0.055,0.0
2731,5207,2023,16990,322,0.001,0.0
2732,5208,2018,263376,20085,0.154,0.45
2733,5208,2019,305386,20828,0.16,0.37
2734,5208,2020,284220,17294,0.133,0.45
2735,5208,2021,302305,19887,0.1,0.3
2736,5208,2022,363583,18702,0.072,0.45
2737,5209,2018,6233243,180392,0.14,0.64
2738,5209,2019,6886452,194590,0.148,0.65
2739,5209,2020,6686868,212622,0.166,0.58
2740,5209,2021,5851600,249622,0.194,0.56
2741,5209,2022,5426095,294320,0.229,0.26
2742,5210,2018,2418739,-2302769,-0.392,0.0
2743,5210,2019,2070705,58618,0.01,0.0
2744,5210,2020,2339889,125569,0.021,0.0
2745,5210,2021,2237016,574066,0.098,0.0
2746,5210,2022,1800511,521730,0.088,0.0
2747,5211,2018,5410283,658991,0.135,0.53
2748,5211,2019,4780447,766633,0.146,0.62
2749,5211,2020,3833310,397484,0.073,0.21
2750,5211,2021,4293510,2665443,0.454,0.06
2751,5211,2022,3663358,473711,0.081,0.25
2752,5212,2018,554977,288684,0.095,0.92
2753,5212,2019,585353,262630,0.086,0.98
2754,5212,2020,450168,46345,0.015,2.72
2755,5212,2021,488591,125240,0.041,1.07
2756,5212,2022,569691,397799,0.13,0.64
2757,5213,2018,293005,28066,0.05,0.0
2758,5213,2019,217505,-41734,-0.075,0.0
2759,5213,2020,7968,-41562,-0.075,0.0
2760,5213,2021,35150,-161637,-0.29,0.0
2761,5213,2022,55001,-104055,-0.187,0.0
2762,5213,2023,4505,-32024,-0.057,0.0
2763,5216,2018,258601,67244,0.05,0.8
2764,5216,2019,219559,36533,0.027,0.92
2765,5216,2020,247540,60322,0.045,0.67
2766,5216,2021,138414,7302,0.008,1.07
2767,5216,2022,136428,10244,0.004,1.64
2768,5216,2023,157712,36938,0.013,0.58
2769,5218,2018,5894997,-2503477,-0.421,0.0
2770,5218,2019,5301948,207547,-0.404,-0.01
2771,5218,2020,6449155,-4560807,-0.286,0.0
2772,5218,2021,5347822,-160870,-0.01,0.0
2773,5218,2022,4116771,-8895893,-0.557,0.0
2774,5218,2023,3334068,99525,0.006,0.0
2775,5219,2018,843057,60570,0.079,0.0
2776,5219,2019,810038,80225,0.105,0.0
2777,5219,2020,797296,55108,0.072,0.0
2778,5219,2021,889363,66378,0.087,0.0
2779,5219,2022,715090,13724,0.018,0.0
2780,5219,2023,130163,-60658,-0.062,0.0
2781,5220,2018,200230,-20356,-0.004,0.0
2782,5220,2019,217298,-19322,-0.075,0.0
2783,5220,2020,164447,2348,0.009,0.0
2784,5220,2021,161116,20400,0.076,0.4
2785,5220,2022,184275,16570,0.062,0.29
2786,5220,2023,52388,3029,0.011,0.0
2787,5222,2018,13467261,-1079952,-0.296,0.0
2788,5222,2019,13259012,-242191,-0.066,-0.3
2789,5222,2020,14075712,150020,0.042,0.01
2790,5222,2021,19575323,1167874,0.32,0.0
2791,5222,2022,19463076,984931,0.27,0.15
2792,5223,2018,15889,2395,0.034,0.0
2793,5223,2019,15018,3042,0.044,0.0
2794,5223,2020,14929,833,0.012,0.0
2795,5223,2021,11184,-18378,-0.256,0.0
2796,5223,2022,11509,-3485,-0.049,0.0
2797,5225,2018,11520932,627687,0.064,0.47
2798,5225,2019,14912485,551476,0.053,0.76
2799,5225,2020,13404604,288882,0.023,1.77
2800,5225,2021,17131763,1862525,0.202,0.3
2801,5225,2022,13131872,1357125,0.148,0.0
2802,5226,2018,582471,63569,0.137,0.22
2803,5226,2019,412979,38521,0.079,0.19
2804,5226,2020,192142,-56478,-0.114,-0.09
2805,5226,2021,330773,16280,0.031,0.0
2806,5226,2022,232476,15173,0.028,0.0
2807,5227,2018,535689,333753,0.095,0.97
2808,5227,2019,552132,315860,0.089,1.03
2809,5227,2020,465239,236793,0.067,1.01
2810,5227,2021,399527,200148,0.056,1.07
2811,5227,2022,556409,396164,0.111,0.89
2812,5228,2018,104127,25923,0.098,0.69
2813,5228,2019,123395,32916,0.112,0.62
2814,5228,2020,147970,34889,0.118,0.62
2815,5228,2021,143752,36341,0.122,0.59
2816,5228,2022,128894,25774,0.087,0.61
2817,5228,2023,74993,29121,0.096,0.47
2818,5229,2018,0,-231,0.0,0.0
2819,5229,2019,0,-226,0.0,0.0
2820,5229,2020,0,-1007,0.0,0.0
2821,5229,2021,0,-286,0.0,0.0
2822,5229,2022,0,-3424,0.0,0.0
2823,5229,2023,0,786,0.0,0.0
2824,5230,2018,566123,49314,0.066,0.91
2825,5230,2019,500801,50677,0.067,0.89
2826,5230,2020,450533,18392,0.024,0.0
2827,5230,2021,434716,-14990,-0.02,0.0
2828,5230,2022,390551,-34950,-0.047,0.0
2829,5231,2018,1123994,6861,0.013,0.0
2830,5231,2019,1060698,7694,0.016,0.0
2831,5231,2020,974441,10964,0.018,0.0
2832,5231,2021,1000468,85123,0.141,1.42
2833,5231,2022,822626,49419,0.082,0.0
2834,5232,2018,597925,26100,0.084,0.0
2835,5232,2019,607122,5598,0.018,0.0
2836,5232,2020,589577,28559,0.092,0.0
2837,5232,2021,886582,136010,0.413,0.0
2838,5232,2022,786966,34706,0.102,0.0
2839,5235SS,2018,1405941,724914,0.401,0.92
2840,5235SS,2019,1423021,790151,0.438,0.87
2841,5235SS,2020,2478300,864332,0.479,1.25
2842,5235SS,2021,2342112,991704,0.549,1.22
2843,5235SS,2022,2918502,1565328,0.867,0.88
2844,5236,2018,812286,211832,0.319,0.42
2845,5236,2019,1047949,217564,0.289,0.44
2846,5236,2020,1282336,234199,0.292,0.39
2847,5236,2021,1127693,259930,0.312,0.39
2848,5236,2022,886817,205021,0.246,0.51
2849,5236,2023,451606,97605,0.114,0.44
2850,5237,2018,462854,12441,0.017,0.0
2851,5237,2019,423221,33915,0.048,0.0
2852,5237,2020,443252,12607,0.017,0.0
2853,5237,2021,364878,20230,0.029,0.0
2854,5237,2022,52384,192369,0.269,0.0
2855,5238,2018,4544450,-312697,-0.076,0.0
2856,5238,2019,4392607,-489480,-0.118,0.0
2857,5238,2020,1075443,-1163396,-0.281,0.0
2858,5238,2021,165402,-30470698,-7.346,0.0
2859,5238,2022,538877,32829148,79.491,0.0
2860,5239,2018,399030,72900,0.092,0.57
2861,5239,2019,311803,34924,0.026,0.06
2862,5239,2020,165311,-2132,-0.002,0.0
2863,5239,2021,253425,-13866,-0.011,0.0
2864,5239,2022,274966,485,0.0,0.0
2865,5239,2023,78113,1635,0.001,0.0
2866,5242,2018,129415,2661,0.011,0.18
2867,5242,2019,166819,1553,0.004,0.0
2868,5242,2020,244678,-7079,-0.018,0.0
2869,5242,2021,304213,15461,0.036,0.0
2870,5242,2022,298361,6721,0.013,0.0
2871,5242,2023,180915,5661,0.011,0.28
2872,5243,2018,573190,-17886,-0.002,0.0
2873,5243,2019,670755,33216,0.004,0.0
2874,5243,2020,546935,-491732,-0.06,0.0
2875,5243,2021,377509,-90824,-0.011,0.0
2876,5243,2022,337782,-74401,-0.009,0.0
2877,5246,2018,1614694,533474,0.156,0.75
2878,5246,2019,1782890,590896,0.173,0.75
2879,5246,2020,1974968,654486,0.192,0.6
2880,5246,2021,2022024,808222,0.237,0.75
2881,5246,2022,2069012,699578,0.205,0.7
2882,5247,2018,408014,10103,0.01,0.0
2883,5247,2019,379924,2533,0.003,1.92
2884,5247,2020,395067,227,0.0,25.0
2885,5247,2021,419816,-1020,-0.001,0.0
2886,5247,2022,421642,-6191,-0.006,0.0
2887,5247,2023,145027,2293,0.002,0.0
2888,5248,2018,1992926,140067,0.121,0.86
2889,5248,2019,2492121,265265,0.229,0.93
2890,5248,2020,1759036,100512,0.087,0.86
2891,5248,2021,2287915,133944,0.115,0.56
2892,5248,2022,2325121,155721,0.134,0.65
2893,5248,2023,1499838,115832,0.1,0.65
2894,5249,2018,2792610,783631,0.142,0.35
2895,5249,2019,2211742,661290,0.12,0.25
2896,5249,2020,2116346,455693,0.083,0.18
2897,5249,2021,2488611,660209,0.12,0.17
2898,5249,2022,2590332,686735,0.125,0.0
2899,5249,2023,691519,640287,0.116,0.0
2900,5250,2018,2216099,51307,0.046,0.0
2901,5250,2019,2359399,54059,0.047,0.0
2902,5250,2020,2537563,29767,0.026,0.0
2903,5250,2021,2809085,43483,0.039,0.0
2904,5250,2022,2771856,63803,0.057,0.0
2905,5252,2018,87841,2003,0.005,0.0
2906,5252,2019,87801,3306,0.008,0.0
2907,5252,2020,62440,-8952,-0.021,0.0
2908,5252,2021,63127,-9350,-0.022,0.0
2909,5252,2022,69134,840,0.002,0.0
2910,5252,2023,18490,1302,0.003,0.0
2911,5253,2018,728399,87102,0.089,0.28
2912,5253,2019,663339,25506,0.019,0.26
2913,5253,2020,403019,2332,0.002,0.0
2914,5253,2021,420385,11042,0.008,0.0
2915,5253,2022,373396,-40745,-0.029,0.0
2916,5253,2023,81859,-4825,-0.003,0.0
2917,5254,2018,584009,-51781,-0.023,-3.02
2918,5254,2019,577203,-144008,-0.064,-0.16
2919,5254,2020,763048,42952,0.019,0.52
2920,5254,2021,1049984,241293,0.108,0.77
2921,5254,2022,913365,508023,0.227,0.49
2922,5255,2018,199747,-439967,-0.374,0.0
2923,5255,2019,201056,-10416,-0.061,0.0
2924,5255,2020,212071,25686,0.016,0.0
2925,5255,2021,300884,25579,0.009,0.0
2926,5255,2022,225066,17925,0.007,0.0
2927,5256,2018,220284,-44433,-0.01,0.0
2928,5256,2019,170812,-141571,-0.001,0.0
2929,5256,2020,79542,-117714,-0.001,0.0
2930,5256,2021,150690,-53107,0.0,0.0
2931,5256,2022,114149,11276,0.0,0.0
2932,5257,2018,136790,-25087,-0.107,0.0
2933,5257,2019,443005,28817,0.123,0.13
2934,5257,2020,373776,12177,0.052,0.23
2935,5257,2021,165208,13189,0.056,0.18
2936,5257,2022,227749,6783,0.029,0.0
2937,5257,2023,79042,7053,0.03,0.0
2938,5258,2018,4202477,682055,0.404,0.38
2939,5258,2019,4885314,786920,0.448,0.36
2940,5258,2020,4980109,720247,0.402,0.31
2941,5258,2021,4006070,568341,0.28,0.39
2942,5258,2022,2530676,365934,0.17,0.0
2943,5259,2018,419000,74232,0.147,0.0
2944,5259,2019,271872,36395,0.072,0.0
2945,5259,2020,303193,-115980,-0.219,0.0
2946,5259,2021,160556,60967,-0.286,0.0
2947,5259,2022,111914,-2937,-0.006,0.0
2948,5260,2018,131585,6356,0.025,0.0
2949,5260,2019,123847,-2633,-0.01,0.0
2950,5260,2020,91476,-34902,-0.122,0.0
2951,5260,2021,25957,-38596,-0.123,0.0
2952,5260,2022,63423,-16121,-0.043,0.0
2953,5260,2023,30532,777,0.002,0.0
2954,5263,2018,2256835,144693,0.112,0.63
2955,5263,2019,1768727,129324,0.1,0.7
2956,5263,2020,1552652,72786,0.056,0.71
2957,5263,2021,1729155,112588,0.087,0.6
2958,5263,2022,1651802,89536,0.07,0.43
2959,5264,2018,7348230,274433,0.056,1.01
2960,5264,2019,7422272,320153,0.066,1.0
2961,5264,2020,6276763,286581,0.059,0.48
2962,5264,2021,6463084,254547,0.052,0.6
2963,5264,2022,7382428,236567,0.048,0.58
2964,5265,2018,13353,-3909,-0.016,0.0
2965,5265,2019,8387,-210,-0.001,0.0
2966,5265,2020,7817,-33,0.0,0.0
2967,5265,2021,8947,-40206,-0.065,0.0
2968,5265,2022,10431,-15380,-0.015,0.0
2969,5265,2023,4275,-971,-0.001,0.0
2970,5267,2018,109068,10382,0.048,0.42
2971,5267,2019,118450,1662,0.008,0.0
2972,5267,2020,117701,-772,0.005,1.0
2973,5267,2021,97756,2984,0.014,0.0
2974,5267,2022,105407,4606,0.019,0.0
2975,5267,2023,58089,-5512,-0.022,0.0
2976,5268,2018,287213,-26931,-0.05,0.0
2977,5268,2019,208816,-144351,-0.261,0.0
2978,5268,2020,43266,-22495,-0.038,0.0
2979,5268,2021,-3505,-216614,-0.368,0.0
2980,5268,2022,19627,150384,0.212,0.0
2981,5269,2018,82151,40302,0.069,0.89
2982,5269,2019,94912,36153,0.062,0.91
2983,5269,2020,74793,-13530,-0.023,-0.97
2984,5269,2021,71543,3204,0.005,3.19
2985,5269,2022,52238,13847,0.024,1.17
2986,5270,2018,0,-8146,-0.008,0.0
2987,5271,2018,112668,10216,0.055,0.91
2988,5271,2019,131375,16616,0.091,0.0
2989,5271,2020,104640,8388,0.054,0.86
2990,5271,2021,144750,19232,0.109,0.0
2991,5271,2022,164394,22852,0.09,0.0
2992,5271,2023,54864,8350,0.011,0.0
2993,5272,2018,1559856,45548,0.051,0.78
2994,5272,2019,1629943,81505,0.08,0.37
2995,5272,2020,1478409,36492,0.034,1.44
2996,5272,2021,1531087,30580,0.027,0.84
2997,5272,2022,1285784,23705,0.018,0.16
2998,5273,2018,1105352,24153,0.044,0.01
2999,5273,2019,1056145,19074,0.035,0.01
3000,5273,2020,968785,20402,0.037,0.01
3001,5273,2021,1150059,30194,0.047,0.0
3002,5273,2022,1120394,81157,0.089,0.0
3003,5274,2018,305735,71322,0.296,0.64
3004,5274,2019,320202,67712,0.281,0.78
3005,5274,2020,337082,94187,0.39,0.59
3006,5274,2021,406474,203287,0.856,0.3
3007,5274,2022,306445,72463,0.307,0.62
3008,5274,2023,72698,16036,0.068,0.0
3009,5275,2018,391528,26504,0.039,0.26
3010,5275,2019,527971,26819,0.039,0.25
3011,5275,2020,489992,-9214,-0.013,0.0
3012,5275,2021,400566,-43066,-0.063,0.0
3013,5275,2022,631333,-18168,-0.027,0.0
3014,5276,2018,79923,15025,0.05,0.35
3015,5276,2019,81597,14255,0.047,0.37
3016,5276,2020,118772,16341,0.053,0.38
3017,5276,2021,205391,16590,0.051,0.39
3018,5276,2022,150978,11657,0.029,0.26
3019,5277,2018,35534,7527,0.016,0.61
3020,5277,2019,44946,11807,0.023,0.44
3021,5277,2020,51052,16062,0.03,0.4
3022,5277,2021,48990,11650,0.022,0.7
3023,5277,2022,71026,12322,0.023,0.66
3024,5277,2023,20794,3670,0.007,0.0
3025,5278,2018,135239,10066,0.061,0.0
3026,5278,2019,119060,8636,0.048,0.0
3027,5278,2020,146683,7372,0.038,0.0
3028,5278,2021,169505,11268,0.056,0.18
3029,5278,2022,144433,9679,0.045,0.0
3030,5279,2018,3283174,387903,0.266,0.3
3031,5279,2019,4528620,496641,0.314,0.24
3032,5279,2020,6014075,631745,0.186,0.29
3033,5279,2021,2592094,128236,0.034,0.0
3034,5279,2022,1352222,-1094396,-0.295,0.0
3035,5279,2023,213581,-104600,-0.028,0.0
3036,5280,2018,62773,37610,0.074,0.0
3037,5280,2019,63064,34047,0.067,0.0
3038,5280,2020,74540,31883,0.063,0.48
3039,5280,2021,74249,35221,0.07,0.98
3040,5280,2022,73700,75509,0.15,0.45
3041,5280,2023,39539,16924,0.03,0.96
3042,5281,2018,272860,10617,0.026,0.38
3043,5281,2019,301657,10826,0.027,0.0
3044,5281,2020,250335,2102,0.005,0.02
3045,5281,2021,270803,2050,0.005,0.0
3046,5281,2022,326567,-867,-0.002,0.0
3047,5283,2018,4904,35238,0.015,0.0
3048,5283,2019,478,187004,0.078,0.0
3049,5283,2020,672985,80326,0.034,0.0
3050,5283,2021,572712,13570,0.006,10.71
3051,5283,2022,159964,-234418,-0.098,0.0
3052,5284,2018,9244709,786234,0.346,0.49
3053,5284,2019,8438031,439732,0.194,0.0
3054,5284,2020,6901349,148591,0.065,0.0
3055,5284,2021,9830885,1057974,0.465,0.39
3056,5284,2022,10019083,-714643,-0.314,-0.45
3057,5285,2018,20912000,1971000,1.838,0.57
3058,5285,2019,12078000,88000,-0.029,0.0
3059,5285,2020,13081000,1111000,0.172,0.55
3060,5285,2021,18695000,2257000,0.328,0.68
3061,5285,2022,15360000,1926000,0.278,0.36
3062,5286,2018,160389,44294,0.105,0.0
3063,5286,2019,191135,59166,0.107,0.28
3064,5286,2020,229004,54017,0.072,0.0
3065,5286,2021,375479,61814,0.075,0.27
3066,5286,2022,272327,51751,0.058,0.35
3067,5288,2018,3577955,321308,0.41200000000000003,-0.09999999999999999
3068,5288,2019,3179994,598531,0.088,0.34
3069,5288,2020,2062781,-478802,-0.07,-0.14
3070,5288,2021,2219924,136904,0.021,0.48
3071,5288,2022,1785240,212966,0.031,0.32
3072,5289,2019,81379,7073,0.037,0.0
3073,5289,2020,71281,10723,0.047,0.0
3074,5289,2021,89839,11511,0.034,0.44
3075,5289,2022,85125,11198,0.021,0.0
3076,5289,2023,23393,4501,0.008,0.0
3077,5291,2019,78682,7858,0.026,0.47
3078,5291,2020,71896,8322,0.025,0.55
3079,5291,2021,90560,13836,0.042,0.42
3080,5291,2022,67852,7007,0.021,0.23
3081,5292,2019,85216,18896,0.057,0.0
3082,5292,2020,219050,57766,0.127,0.16
3083,5292,2021,285024,91537,0.128,0.13
3084,5292,2022,345631,106944,0.097,0.3
3085,5292,2023,92122,29253,0.027,0.0
3086,5293,2020,380346,63747,0.17,0.18
3087,5293,2021,460606,54617,0.128,0.31
3088,5293,2022,398387,48560,0.081,0.31
3089,5293,2023,284362,51896,0.081,0.12
3090,5295,2019,53489,7910,0.012,0.8
3091,5295,2020,155448,20183,0.029,0.35
3092,5295,2021,131903,15021,0.021,0.94
3093,5295,2022,108579,14711,0.021,0.48
3094,5296,2020,1508566,221718,0.036,0.2
3095,5296,2021,3373408,431828,0.069,0.43
3096,5296,2022,2920062,336872,0.041,0.44
3097,5297,2021,245773,8375,0.026,0.38
3098,5297,2022,256848,-29808,-0.094,0.0
3099,5299,2021,53367,22011,0.01,1.01
3100,5299,2022,190433,63069,0.027,1.26
3101,5300,2021,263409,20830,0.08,0.95
3102,5300,2022,276534,16518,0.055,0.27
3103,5301,2021,115211,35292,0.016,1.01
3104,5301,2022,194781,71445,0.031,0.6
3105,5302,2022,191829,10755,0.186,0.0
3106,5302,2023,345211,24372,0.068,0.29
3107,5303,2021,301147,27298,0.119,0.15
3108,5303,2022,479672,39217,0.044,0.23
3109,5305,2021,770204,41906,0.034,0.39
3110,5305,2022,1119126,39540,0.026,0.19
3111,5306,2022,244735,29144,0.016,0.0
3112,5306,2023,306162,26422,0.014,0.75
3113,5347,2018,50392500,3723700,0.657,0.81
3114,5347,2019,50939700,4529200,0.797,1.26
3115,5347,2020,43976000,3592700,0.631,1.27
3116,5347,2021,52629500,3661800,0.641,0.62
3117,5347,2022,53870200,2654200,0.463,0.43
3118,5371,2018,402781,-59158,-0.422,0.0
3119,5371,2019,378588,-33930,-0.242,0.0
3120,5371,2020,336656,-14343,-0.102,0.0
3121,5371,2021,344088,-34327,-0.245,0.0
