,annual_stock_code,div_year,annual_revenue('000),annual_net_income('000),annual_eps,annual_dp(%)
3122,5371,2022,255555,-27681,-0.197,0.0
3123,5398,2018,4227060,513883,0.209,0.57
3124,5398,2019,4565062,706113,0.286,0.42
3125,5398,2020,3662964,371680,0.15,0.4
3126,5398,2021,3517218,588316,0.234,0.0
3127,5398,2022,5089494,806225,0.318,0.38
3128,5398,2023,1306620,1168668,0.453,0.97
3129,5401,2018,1635471,170028,0.117,0.14
3130,5401,2019,1120354,335784,0.233,0.12
3131,5401,2020,1059055,92034,0.064,0.0
3132,5401,2021,869720,-52171,-0.036,0.0
3133,5401,2022,756364,-121214,-0.072,0.0
3134,5436,2018,938866,22628,0.228,1.32
3135,5436,2019,978191,41022,0.413,0.24
3136,5436,2020,859373,30902,0.311,0.32
3137,5436,2021,831964,53330,0.505,0.0
3138,5436,2022,1342914,46639,0.374,0.0
3139,5436,2023,904025,30149,0.234,0.43
3140,5517,2018,550848,70554,0.16,0.94
3141,5517,2019,524019,63325,0.144,1.04
3142,5517,2020,172092,-96808,-0.22,0.0
3143,5517,2021,128730,-91752,-0.209,0.0
3144,5517,2022,243721,-8896,-0.02,0.0
3145,5533,2018,246814,-4986,-0.048,0.0
3146,5533,2019,245437,-26484,-0.257,0.0
3147,5533,2020,273909,2507,0.026,0.59
3148,5533,2021,238940,-14043,-0.136,0.0
3149,5533,2022,181076,-2846,-0.028,0.0
3150,5568,2018,70837,-12066,-0.109,-0.28
3151,5568,2019,39891,-3513,-0.032,0.0
3152,5568,2020,89367,3816,0.034,0.0
3153,5568,2021,56871,-5318,-0.048,0.0
3154,5568,2022,78018,8598,0.078,2.58
3155,5576,2018,268959,11845,0.05,0.0
3156,5576,2019,258153,2568,0.007,0.0
3157,5576,2020,201833,3109,0.009,0.0
3158,5576,2021,222052,8108,0.023,0.0
3159,5576,2022,182668,8418,0.024,0.0
3160,5592,2018,23175,-5366,-0.027,-0.73
3161,5592,2019,23549,-6700,-0.034,0.0
3162,5592,2020,12042,-9573,-0.048,0.0
3163,5592,2021,18008,-2344,-0.012,0.0
3164,5592,2022,17028,-3109,-0.016,0.0
3165,5606,2018,1302011,235643,0.358,0.06
3166,5606,2019,1442672,208665,0.306,0.1
3167,5606,2020,1016417,9250,0.013,1.54
3168,5606,2021,930053,161845,0.182,0.94
3169,5606,2022,908079,140347,0.155,0.32
3170,5614,2018,24527,-98285,0.225,0.0
3171,5614,2019,25791,15267,0.082,0.0
3172,5614,2020,12693,34453,0.182,0.0
3173,5614,2021,14761,8321,0.044,0.0
3174,5614,2022,14262,-11123,-0.059,0.0
3175,5622,2018,109835,156575,2.27,0.98
3176,5622,2019,0,-978,-0.014,0.0
3177,5622,2020,0,-1275,-0.019,0.0
3178,5622,2021,0,-2358,-0.034,0.0
3179,5622,2022,0,113,0.002,0.0
3180,5649,2018,74117,515,0.004,0.0
3181,5649,2019,58223,-8623,-0.064,0.0
3182,5649,2020,47199,-6786,-0.05,0.0
3183,5649,2021,56891,622,0.004,0.0
3184,5649,2022,33275,-2756,-0.02,0.0
3185,5657,2018,3982025,-103993,-0.098,0.0
3186,5657,2019,4031891,-132608,-0.124,0.0
3187,5657,2020,3251773,-427280,-0.4,0.0
3188,5657,2021,4841753,-104840,-0.098,0.0
3189,5657,2022,2240145,-73887,-0.064,0.0
3190,5665,2018,3698191,210847,0.488,0.07
3191,5665,2019,3135484,-119048,-0.275,0.0
3192,5665,2020,1912736,-467058,-1.038,0.0
3193,5665,2021,1740711,47927,0.08,0.0
3194,5665,2022,2308915,-94897,-0.159,0.0
3195,5665,2023,574034,-64439,-0.108,0.0
3196,5673,2018,169040,-29472,-0.407,0.0
3197,5673,2019,113127,-36959,-0.067,0.0
3198,5673,2020,81410,-38248,-0.528,0.0
3199,5673,2021,30193,-8608,-0.108,0.0
3200,5673,2022,83907,29028,0.467,0.01
3201,5673,2023,6100,11122,0.034,0.0
3202,5681,2018,30068753,849851,0.855,0.82
3203,5681,2019,30293571,829536,0.835,1.02
3204,5681,2020,18710946,275962,0.278,1.37
3205,5681,2021,22505326,529755,0.533,1.31
3206,5681,2022,27250118,632138,0.636,0.57
3207,5703,2018,1569903,144800,0.301,0.25
3208,5703,2019,1608939,37802,0.079,0.32
3209,5703,2020,1189605,-123258,-0.255,0.0
3210,5703,2021,1004856,-3347,-0.007,0.0
3211,5703,2022,624665,531,0.001,0.0
3212,5738,2018,90659,85233,0.312,0.0
3213,5738,2019,93080,-34791,-0.127,0.0
3214,5738,2020,36514,-35106,-0.128,0.0
3215,5738,2021,99980,3832,0.014,0.0
3216,5738,2022,31761,-13546,-0.045,0.0
3217,5789,2018,1121958,85110,0.064,0.0
3218,5789,2019,1325205,70672,0.041,0.0
3219,5789,2020,1077282,50615,0.026,0.0
3220,5789,2021,1364272,95066,0.051,0.0
3221,5789,2022,1348282,100638,0.055,0.0
3222,5797,2018,500258,32363,0.279,0.21
3223,5797,2019,443139,-1117,-0.009,-5.81
3224,5797,2020,344820,19483,0.149,0.0
3225,5797,2021,507874,103217,0.79,0.0
3226,5797,2022,394951,15583,0.154,0.0
3227,5819,2018,4839565,2638078,1.29,0.37
3228,5819,2019,4725835,2664507,1.302,0.38
3229,5819,2020,4778356,2494597,1.219,0.3
3230,5819,2021,5466873,2860642,1.397,0.36
3231,5819,2022,5597408,3289283,1.606,0.34
3232,5819,2023,1499916,981409,0.479,0.0
3233,5827,2018,269036,37921,0.253,0.28
3234,5827,2019,296544,56849,0.367,0.22
3235,5827,2020,267071,42420,0.274,0.4
3236,5827,2021,346795,54115,0.278,0.13
3237,5827,2022,475699,78267,0.168,0.3
3238,5827,2023,89578,11175,0.024,0.0
3239,5835,2018,72031,-98108,-0.344,0.0
3240,5835,2019,12254,-43705,-0.153,0.0
3241,5835,2020,32726,34628,0.109,0.0
3242,5835,2021,2379,-31712,-0.06,0.0
3243,5835,2022,515,-25722,-0.044,0.0
3244,5843,2018,582113,-205623,-0.382,-0.11
3245,5843,2019,867486,28282,0.052,7.09
3246,5843,2020,1076794,34831,0.065,0.0
3247,5843,2021,1328149,56194,0.104,0.43
3248,5843,2022,1037457,26988,0.05,0.5
3249,5878,2018,3308117,179444,0.042,0.48
3250,5878,2019,3565879,211368,0.05,0.4
3251,5878,2020,2948325,110443,0.026,0.47
3252,5878,2021,2626849,51033,0.012,0.46
3253,5878,2022,2167748,103568,0.024,0.42
3254,5908,2018,6011839,44615,0.283,0.35
3255,5908,2019,6455088,39085,0.248,0.4
3256,5908,2020,6355699,47698,0.303,0.0
3257,5908,2021,6738388,91275,0.579,0.0
3258,5908,2022,5393150,78460,0.498,0.0
3259,5916,2018,1280906,34297,0.139,0.14
3260,5916,2019,983567,33477,0.084,0.24
3261,5916,2020,813359,16101,0.04,0.25
3262,5916,2021,1076560,118058,0.285,0.25
3263,5916,2022,1112441,72468,0.172,0.0
3264,5932,2018,709860,520,0.003,0.0
3265,5932,2019,270337,-20,0.0,0.0
3266,5932,2020,402191,-19214,-0.024,0.0
3267,5932,2021,222564,-63715,-0.07,0.0
3268,5932,2022,240944,-66401,-0.042,0.0
3269,5932,2023,37752,-17921,-0.011,0.0
3270,5983,2018,1928228,165548,0.424,0.14
3271,5983,2019,2101879,220494,0.564,0.23
3272,5983,2020,1796499,157923,0.404,0.27
3273,5983,2021,1531928,167925,0.43,0.47
3274,5983,2022,1656695,224142,0.573,0.28
3275,6009,2018,317145,-12267,-0.053,-1.17
3276,6009,2019,323480,-8435,-0.031,-2.02
3277,6009,2020,309168,-9841,-0.037,-1.8
3278,6009,2021,274630,881,0.003,18.18
3279,6009,2022,311375,54482,0.204,0.48
3280,6012,2018,9192000,1780000,0.228,0.88
3281,6012,2019,9313000,1519000,0.194,1.03
3282,6012,2020,8966000,1385000,0.178,0.96
3283,6012,2021,9203000,1308000,0.168,1.01
3284,6012,2022,7235000,942000,0.12,1.25
3285,6017,2018,180540,69722,0.288,0.28
3286,6017,2019,171210,63247,0.261,0.31
3287,6017,2020,138119,41789,0.173,0.41
3288,6017,2021,96355,23467,0.097,0.0
3289,6017,2022,197834,48573,0.2,0.0
3290,6017,2023,76516,20889,0.086,0.0
3291,6033,2018,5498074,1810261,0.915,0.79
3292,6033,2019,5458250,1935220,0.978,0.84
3293,6033,2020,5592117,2009585,1.016,1.25
3294,6033,2021,5648602,1988940,1.005,0.82
3295,6033,2022,4527305,1232900,0.623,0.8
3296,6041,2018,10133,-686,-0.004,0.0
3297,6041,2019,10838,-6647,-0.04,0.0
3298,6041,2020,28240,-5031,-0.033,0.0
3299,6041,2021,24908,-19408,-0.127,0.0
3300,6041,2022,12041,6714,0.044,0.0
3301,6068,2018,528909,4935,0.088,0.0
3302,6068,2019,436322,21267,0.101,0.2
3303,6068,2020,427558,15219,0.072,0.14
3304,6068,2021,376617,3104,0.015,0.0
3305,6068,2022,446043,8005,0.038,0.27
3306,6068,2023,273363,22844,0.106,0.56
3307,6076,2018,256554,-2097,-0.007,0.0
3308,6076,2019,165619,-46397,-0.158,0.0
3309,6076,2020,134117,-3643,-0.018,0.0
3310,6076,2021,146704,-10892,-0.035,0.0
3311,6076,2022,100743,-8187,-0.026,0.0
3312,6084,2018,392680,5263,0.007,4.29
3313,6084,2019,315934,5677,0.008,2.6
3314,6084,2020,196416,-19719,-0.027,0.0
3315,6084,2021,187111,-132080,-0.182,0.0
3316,6084,2022,158946,6533,0.009,0.0
3317,6114,2018,1081701,69027,0.119,0.42
3318,6114,2019,1121657,82712,0.141,0.25
3319,6114,2020,911926,42715,0.074,0.54
3320,6114,2021,913572,76329,0.132,0.23
3321,6114,2022,968126,108323,0.188,0.19
3322,6139,2018,2639065,294924,0.358,0.0
3323,6139,2019,3124564,364837,0.442,0.0
3324,6139,2020,2957180,362420,0.438,0.0
3325,6139,2021,3179010,411423,0.494,0.0
3326,6139,2022,2753735,243661,0.291,0.0
3327,6149,2018,2867495,9100,0.076,0.0
3328,6149,2019,2912339,5520,0.046,0.0
3329,6149,2020,1897892,-3201,-0.027,0.0
3330,6149,2021,3509264,8639,0.072,0.0
3331,6149,2022,3243621,7470,0.062,0.0
3332,6173,2018,203389,-42164,-0.139,0.0
3333,6173,2019,257540,5067,0.017,0.0
3334,6173,2020,219476,5276,0.017,0.0
3335,6173,2021,210623,5286,0.026,0.0
3336,6173,2022,138926,-3748,-0.012,0.0
3337,6181,2018,818773,56482,0.107,0.0
3338,6181,2019,997636,27106,0.063,0.0
3339,6181,2020,1812847,18067,0.034,0.0
3340,6181,2021,1006214,2657,0.005,0.0
3341,6181,2022,615098,74315,0.141,0.0
3342,6181,2023,128679,-9663,-0.018,0.0
3343,6203,2018,256508,6070,0.057999999999999996,0.36
3344,6203,2019,120282,-44004,-0.423,0.0
3345,6203,2020,25643,-93317,-0.818,0.0
3346,6203,2021,59550,-59046,-0.516,0.0
3347,6203,2022,32953,-13990,-0.105,0.0
3348,6203,2023,14261,-2004,-0.015,0.0
3349,6211,2018,39750,-6121,-0.099,0.0
3350,6211,2019,37986,-2462,-0.04,0.0
3351,6211,2020,25540,-5222,-0.084,0.0
3352,6211,2021,22329,-4830,-0.078,0.0
3353,6211,2022,21159,-821,-0.013,0.0
3354,6254,2018,5000,-12037,-0.018,0.0
3355,6254,2019,5757,-10054,-0.015,0.0
3356,6254,2020,5028,-15347,-0.021,0.0
3357,6254,2021,5922,-5416,-0.006,0.0
3358,6254,2022,5977,-1845,-0.003,0.0
3359,6262,2018,114223,10183,0.021,1.42
3360,6262,2019,118601,13639,0.028,0.35
3361,6262,2020,153794,36898,0.077,1.1
3362,6262,2021,229999,87085,0.182,1.21
3363,6262,2022,213801,75446,0.158,1.02
3364,6297,2018,627363,-14882,-0.124,0.0
3365,6297,2019,647469,-10507,-0.088,0.0
3366,6297,2020,650860,11948,0.099,0.0
3367,6297,2021,678221,-126063,-1.05,0.0
3368,6297,2022,576070,-4285,-0.036,0.0
3369,6351,2018,972272,54510,0.332,0.83
3370,6351,2019,966327,51158,0.311,0.88
3371,6351,2020,1153478,46896,0.285,0.96
3372,6351,2021,1485912,36781,0.224,1.07
3373,6351,2022,1117638,53904,0.328,0.46
3374,6378,2018,25198,-22613,-0.047,0.0
3375,6378,2019,58080,-16567,-0.032,0.0
3376,6378,2020,56534,-6490,-0.02,0.0
3377,6378,2021,60918,-8226,-0.022,0.0
3378,6378,2022,43226,-4124,-0.014,0.0
3379,6399,2018,5530753,770636,0.148,0.85
3380,6399,2019,5479048,462921,0.089,1.01
3381,6399,2020,4911803,655298,0.126,0.6
3382,6399,2021,4359668,539847,0.104,0.77
3383,6399,2022,4175480,460878,0.088,0.76
3384,6399,2023,2809393,204285,0.039,0.77
3385,6432,2018,190818,11071,0.138,1.45
3386,6432,2019,188836,17602,0.22,0.91
3387,6432,2020,174934,14244,0.178,1.12
3388,6432,2021,190387,17340,0.217,1.15
3389,6432,2022,188266,9971,0.122,1.22
3390,6432,2023,125763,14025,0.175,0.0
3391,6459,2018,2473838,136788,0.428,0.0
3392,6459,2019,2256803,96274,0.243,0.0
3393,6459,2020,2558910,132662,0.17,0.0
3394,6459,2021,2853945,189529,0.23,0.0
3395,6459,2022,3244964,114418,0.146,0.55
3396,6459,2023,1718509,735,0.001,50.0
3397,6483,2018,698120,11911,0.016,1.83
3398,6483,2019,650823,26386,0.038,0.29
3399,6483,2020,971139,102082,0.145,0.22
3400,6483,2021,891491,118390,0.163,0.54
3401,6483,2022,543631,40656,0.056,1.88
3402,6491,2018,482460,31537,0.112,0.81
3403,6491,2019,469473,59840,0.212,0.42
3404,6491,2020,500901,28527,0.101,0.89
3405,6491,2021,478269,50104,0.179,0.67
3406,6491,2022,672106,102573,0.37,0.41
3407,6491,2023,343407,41216,0.149,0.0
3408,6521,2018,400543,52960,0.179,0.39
3409,6521,2019,275223,52235,0.151,0.17
3410,6521,2020,225431,32722,0.095,0.11
3411,6521,2021,244780,38838,0.112,0.13
3412,6521,2022,202021,39852,0.115,0.0
3413,6556,2018,2322108,149544,0.283,0.51
3414,6556,2019,2221435,-89859,-0.167,-0.15
3415,6556,2020,1891199,-99987,-0.185,-0.13
3416,6556,2021,2395704,242929,0.449,0.32
3417,6556,2022,2239936,-66467,-0.118,-0.21
3418,6599,2018,4353640,105123,0.075,0.53
3419,6599,2019,4538885,109294,0.078,0.51
3420,6599,2020,4051302,41423,0.03,0.51
3421,6599,2021,3630364,85287,0.061,0.49
3422,6599,2022,3079297,86317,0.062,0.0
3423,6602,2018,317010,31368,0.078,0.0
3424,6602,2019,432023,39013,0.098,0.0
3425,6602,2020,253915,16180,0.04,0.0
3426,6602,2021,198829,15847,0.04,0.0
3427,6602,2022,218936,20031,0.05,0.0
3428,6602,2023,64734,9353,0.023,0.0
3429,6633,2019,6054757,150580,0.043,0.37
3430,6633,2020,6040664,113146,0.031,0.18
3431,6633,2021,7153520,85403,0.024,0.28
3432,6633,2022,6720790,128185,0.035,0.0
3433,6637,2018,44601,352,0.003,0.0
3434,6637,2019,88480,-5418,-0.041,0.0
3435,6637,2020,65117,-8133,-0.062,0.0
3436,6637,2021,79981,-4834,-0.02,0.0
3437,6637,2022,85461,-20686,-0.038,0.0
3438,6637,2023,50481,-5184,-0.009,0.0
3439,6645,2018,523897,228554,0.434,0.58
3440,6645,2019,516034,236110,0.447,0.56
3441,6645,2020,503844,261916,0.494,0.51
3442,6645,2021,392827,205776,0.386,0.52
3443,6645,2022,400932,162848,0.306,0.82
3444,6645,2023,252740,138116,0.256,17.84
3445,6718,2018,277218,34947,0.125,0.48
3446,6718,2019,295600,37387,0.134,0.45
3447,6718,2020,258240,27941,0.1,0.3
3448,6718,2021,224168,26802,0.096,0.63
3449,6718,2022,217155,21257,0.076,0.53
3450,6718,2023,176444,28162,0.101,0.3
3451,6742,2018,10589669,620658,0.079,0.63
3452,6742,2019,11677077,459479,0.06,0.83
3453,6742,2020,10670263,64573,0.008,0.0
3454,6742,2021,10782762,-143065,-0.017,-2.68
3455,6742,2022,17843861,1257591,0.155,0.29
3456,6742,2023,4744466,173282,0.021,0.0
3457,6769,2018,78727,14800,0.012,0.08
3458,6769,2019,76600,2082,0.001,1.11
3459,6769,2020,190177,17085,0.008,0.0
3460,6769,2021,187182,22066,0.01,0.0
3461,6769,2022,184814,24831,0.011,0.0
3462,6769,2023,80908,10462,0.005,0.0
3463,6807,2018,230466,-169662,-0.379,-0.01
3464,6807,2019,474720,-57216,-0.128,0.0
3465,6807,2020,384344,6853,0.015,0.0
3466,6807,2021,355003,-9049,-0.02,0.0
3467,6807,2022,162461,-8828,-0.02,0.0
3468,6815,2018,314083,9590,0.075,0.0
3469,6815,2019,359939,30300,0.237,0.0
3470,6815,2020,298320,33861,0.264,0.06
3471,6815,2021,304025,42189,0.33,0.0
3472,6815,2022,223168,23446,0.183,0.08
3473,6815,2023,123193,14847,0.116,0.16
3474,6874,2018,529806,1176,0.002,0.0
3475,6874,2019,397457,17308,0.031,0.0
3476,6874,2020,171688,33379,0.06,0.0
3477,6874,2021,412349,122165,0.22,0.07
3478,6874,2022,547963,18284,0.033,0.46
3479,6874,2023,128409,3744,0.007,0.0
3480,6888,2018,23885781,-5034573,-0.555,-0.17
3481,6888,2019,24583312,1365407,0.149,0.64
3482,6888,2020,24203171,365156,0.04,1.75
3483,6888,2021,25900660,818901,0.089,1.07
3484,6888,2022,20434526,-201754,-0.023,-2.17
3485,6904,2018,322187,-19580,-0.104,0.0
3486,6904,2019,312915,-35110,-0.187,0.0
3487,6904,2020,329349,-24656,-0.131,0.0
3488,6904,2021,606208,78987,0.42000000000000004,0.0
3489,6904,2022,457049,44507,0.236,0.0
3490,6912,2018,150190,-18785,-0.052,0.0
3491,6912,2019,116546,-16362,-0.041,0.0
3492,6912,2020,44975,50673,0.126,0.0
3493,6912,2021,39595,-2768,-0.007,0.0
3494,6912,2022,18294,327,0.001,0.0
3495,6939,2018,339099,32903,0.064,0.35
3496,6939,2019,337412,27718,0.056,0.36
3497,6939,2020,378591,35196,0.072,0.25
3498,6939,2021,338022,34501,0.07,0.31
3499,6939,2022,369979,36842,0.073,0.0
3500,6947,2018,6527111,1540788,0.198,0.99
3501,6947,2019,6297357,1432950,0.184,0.99
3502,6947,2020,6152747,1220971,0.157,0.99
3503,6947,2021,6335674,1162104,0.15,1.0
3504,6947,2022,4592469,720674,0.093,0.98
3505,6963,2018,4089191,150766,0.109,0.38
3506,6963,2019,3978350,157544,0.088,0.5
3507,6963,2020,3243192,115864,0.063,0.41
3508,6963,2021,4002302,245338,0.119,0.35
3509,6963,2022,3914059,169743,0.044,0.45
3510,6963,2023,1294327,60707,0.016,0.32
3511,6971,2018,156612,13184,0.129,0.0
3512,6971,2019,169127,18657,0.183,0.0
3513,6971,2020,197524,23931,0.234,0.0
3514,6971,2021,156964,26778,0.207,0.0
3515,6971,2022,354268,51290,0.168,0.18
3516,6971,2023,89441,10515,0.033,0.0
3517,6998,2018,219051,4916,0.017,0.0
3518,6998,2019,147139,335,0.001,0.0
3519,6998,2020,89868,-359,-0.001,0.0
3520,6998,2021,58262,-9209,-0.029,0.0
3521,6998,2022,96278,4600,0.011,0.0
3522,6998,2023,71440,1163,0.002,0.0
3523,7003,2018,65141,11048,0.056,0.0
3524,7003,2019,59935,4027,0.02,0.0
3525,7003,2020,39289,772,0.004,0.0
3526,7003,2021,75418,8164,0.037,0.0
3527,7003,2022,59586,9865,0.045,0.0
3528,7004,2018,62540,-1907,-0.043,0.0
3529,7004,2019,69231,-6811,-0.154,0.0
3530,7004,2020,74812,-5788,-0.13,0.0
3531,7004,2021,84825,-835,-0.017,0.0
3532,7004,2022,105823,8042,0.141,0.0
3533,7004,2023,38556,3499,0.062,0.0
3534,7005,2018,39909,-4518,-0.094,0.0
3535,7005,2019,45990,955,0.02,0.0
3536,7005,2020,31851,-1850,-0.034,0.0
3537,7005,2021,31835,-197,-0.004,0.0
3538,7005,2022,39716,4033,0.073,0.0
3539,7005,2023,9420,735,0.012,0.0
3540,7006,2018,752829,12141,0.128,0.47
3541,7006,2019,729568,19268,0.199,0.3
3542,7006,2020,684740,16708,0.174,0.35
3543,7006,2021,911943,53791,0.551,0.25
3544,7006,2022,756324,35524,0.183,0.33
3545,7006,2023,234244,10393,0.054,0.0
3546,7007,2018,3632,-2659,-0.055,0.0
3547,7007,2019,1292,-1127,-0.023,0.0
3548,7007,2020,1796,-1062,-0.021,0.0
3549,7007,2021,1057,-1581,-0.025,0.0
3550,7007,2022,1045,-2067,-0.03,0.0
3551,7007,2023,3211,-366,-0.005,0.0
3552,7010,2018,52161,-1788,-0.045,0.0
3553,7010,2019,62676,-2826,-0.071,0.0
3554,7010,2020,48171,-3330,-0.083,0.0
3555,7010,2021,62239,-1094,-0.027,0.0
3556,7010,2022,125555,8415,0.121,0.0
3557,7010,2023,30974,738,0.008,0.0
3558,7013,2018,102548,-4200,-0.002,0.0
3559,7013,2019,122778,-603,0.0,0.0
3560,7013,2020,136878,-62740,-0.016,0.0
3561,7013,2021,157146,16079,0.004,0.0
3562,7013,2022,229167,11930,0.003,0.0
3563,7014,2018,108736,-8660,-0.084,0.0
3564,7014,2019,113567,-18028,-0.175,0.0
3565,7014,2020,97120,-7837,-0.076,0.0
3566,7014,2021,103202,-238,-0.002,0.0
3567,7014,2022,83832,-5122,-0.05,0.0
3568,7014,2023,41040,-2991,-0.029,0.0
3569,7016,2018,710867,7947,0.047,0.0
3570,7016,2019,576336,-3379,-0.02,-0.01
3571,7016,2020,393727,-11583,-0.056,0.0
3572,7016,2021,634071,14894,0.089,0.2
3573,7016,2022,608993,7283,0.043,0.42
3574,7016,2023,169060,-67,0.0,0.0
3575,7017,2018,56949,-21513,-0.141,0.0
3576,7017,2019,47743,-9153,-0.059,0.0
3577,7017,2020,39553,-10801,-0.061,0.0
3578,7017,2021,37641,-15046,-0.047,0.0
3579,7017,2022,62765,-10623,-0.022,0.0
3580,7017,2023,21665,-4555,-0.008,0.0
3581,7018,2018,32189,-11067,-0.02,0.0
3582,7018,2019,37757,-23691,-0.041,0.0
3583,7018,2020,29173,177,0.0,0.0
3584,7018,2021,4436,2505,0.003,0.0
3585,7018,2022,15954,-5090,-0.005,0.0
3586,7018,2023,1186,-633,-0.001,0.0
3587,7020,2018,337434,-133615,-0.381,0.0
3588,7020,2019,201093,-8060,-0.023,0.0
3589,7020,2020,184076,-5707,-0.015,0.0
3590,7020,2021,243686,6440,0.015,0.0
3591,7020,2022,202409,-3675,-0.008,0.0
3592,7022,2018,327956,70117,0.136,0.44
3593,7022,2019,216316,44714,0.067,0.75
3594,7022,2020,227523,50804,0.076,0.99
3595,7022,2021,206043,52949,0.079,0.95
3596,7022,2022,136300,33416,0.05,1.0
3597,7025,2018,24720,1882,0.047,0.0
3598,7025,2019,8752,-2538,-0.063,0.0
3599,7025,2020,4788,-3945,-0.099,-0.3
3600,7025,2021,9629,-4785,-0.12,0.0
3601,7025,2022,7337,1818,0.046,0.0
3602,7025,2023,2918,-245,-0.006,0.0
3603,7028,2018,485296,12721,0.097,0.0
3604,7028,2019,372042,-19735,-0.151,0.0
3605,7028,2020,507081,39744,0.276,0.0
3606,7028,2021,633091,-19302,-0.134,0.0
3607,7028,2022,71313,-922,-0.006,0.0
3608,7029,2018,145586,5755,0.105,0.14
3609,7029,2019,204599,15695,0.287,0.07
3610,7029,2020,141866,11275,0.206,0.29
3611,7029,2021,153977,14456,0.265,0.15
3612,7029,2022,119178,15038,0.275,0.36
3613,7031,2018,50926,1071,0.022,0.0
3614,7031,2019,63170,5003,0.092,0.0
3615,7031,2020,56013,4313,0.079,0.0
3616,7031,2021,54728,3550,0.036,0.0
3617,7031,2022,60501,2029,0.021,0.0
3618,7033,2018,24578,3565,0.098,0.15
3619,7033,2019,22619,3507,0.096,0.36
3620,7033,2020,18507,2428,0.066,0.45
3621,7033,2021,21900,18749,0.39,0.09
3622,7033,2022,26687,8775,0.073,0.41
3623,7034,2018,861615,45369,0.333,0.24
3624,7034,2019,935072,61783,0.407,0.22
3625,7034,2020,960581,74780,0.354,0.18
3626,7034,2021,1214983,92968,0.243,0.23
3627,7034,2022,1068798,81184,0.211,0.18
3628,7035,2018,623165,27897,0.064,0.0
3629,7035,2019,659739,33621,0.053,0.0
3630,7035,2020,657422,35964,0.057,0.0
3631,7035,2021,691471,24787,0.04,0.0
3632,7035,2022,643053,49137,0.078,0.0
3633,7036,2018,108990,9243,0.003,0.0
3634,7036,2019,117513,-10730,-0.002,0.0
3635,7036,2020,88289,1742,0.0,0.0
3636,7036,2021,51408,28510,0.004,0.0
3637,7036,2022,87655,53284,0.007,0.0
3638,7036,2023,21411,5581,0.001,0.0
3639,7043,2018,22110,-3113,-0.024,0.0
3640,7043,2019,15972,-1080,-0.008,0.0
3641,7043,2020,13352,-6804,-0.054,0.0
3642,7043,2021,22923,4256,0.034,0.0
3643,7043,2022,30222,7157,0.026,0.0
3644,7043,2023,18843,-4247,-0.013,0.0
3645,7045,2018,693763,-207935,-0.089,0.0
3646,7045,2019,645321,-93901,-0.04,0.0
3647,7045,2020,416901,-184286,-0.366,0.0
3648,7045,2021,308499,-211574,-0.452,0.0
3649,7045,2022,123406,-27590,-0.059,0.0
3650,7045,2023,0,28930,0.062,0.0
3651,7047,2018,395630,19475,0.053,0.0
3652,7047,2019,333299,14416,0.039,0.39
3653,7047,2020,234607,32442,0.087,0.17
3654,7047,2021,153113,23965,0.065,0.27
3655,7047,2022,190164,8984,0.011,0.93
3656,7047,2023,36687,4800,0.007,1.54
3657,7048,2018,826334,49033,0.193,1.09
3658,7048,2019,774917,39896,0.157,1.27
3659,7048,2020,835265,6007,0.024,4.22
3660,7048,2021,388300,-28183,-0.111,-0.45
3661,7048,2022,257242,-793,-0.003,-15.63
3662,7048,2023,263505,13144,0.052,0.77
3663,7050,2018,60442,8678,0.095,0.21
3664,7050,2019,60906,5787,0.054,0.28
3665,7050,2020,70847,3158,0.028,0.44
3666,7050,2021,83855,10213,0.092,0.11
3667,7050,2022,74705,3342,0.014,0.26
3668,7052,2018,1678789,178256,0.271,0.42
3669,7052,2019,1783022,160257,0.244,0.47
3670,7052,2020,1354679,75171,0.114,0.44
3671,7052,2021,1029387,54050,0.082,0.3
3672,7052,2022,1319097,154103,0.234,0.43
3673,7052,2023,379090,48862,0.074,0.34
3674,7053,2018,93833,902,0.019,2.86
3675,7053,2019,96758,-3561,-0.044,-0.41
3676,7053,2020,95564,-6618,-0.082,0.0
3677,7053,2021,79664,-3295,-0.041,-0.28
3678,7053,2022,112460,24691,0.308,0.12
3679,7053,2023,68354,251,0.003,8.44
3680,7054,2018,25728,-5351,-0.008,0.0
3681,7054,2019,19482,-9537,-0.014,0.0
3682,7054,2020,17931,-1713,-0.003,0.0
3683,7054,2021,18950,-6072,-0.009,0.0
3684,7054,2022,16678,-1853,-0.003,0.0
3685,7055,2018,102339,-2499,-0.019,0.0
3686,7055,2019,243414,7567,0.074,0.0
3687,7055,2020,199340,-6137,-0.055,0.0
3688,7055,2021,190727,1859,0.017,0.0
3689,7055,2022,189258,-12099,-0.097,0.0
3690,7055,2023,9683,-5598,-0.05,0.0
3691,7060,2018,257018,14008,0.172,0.58
3692,7060,2019,276126,14871,0.18,0.56
3693,7060,2020,241591,11567,0.14,0.57
3694,7060,2021,250900,19743,0.239,0.38
