"div_stock_code","div_year","div_status","dividend_y_%","div_dividend(RM)","annual_eps","annual_dp(%)"
"5081","2019","Y",5.754,0.03,0.042,0.3
"5081","2020","Y",3.593,0.0175,0.022,0
"5081","2021","Y",2.513,0.01,0.009,0.57
"5081","2022","Y",2.931,0.01,-0.026,-0.19
"5082","2018","N",0,0,-0.058,0
"5082","2019","N",0,0,-0.063,0
"5082","2020","N",0,0,0.054,0
"5082","2021","N",0,0,0.761,0
"5082","2022","N",0,0,0.262,0
"5084","2018","Y",2.385,0.015,0.061,0.12
"5084","2019","Y",1.876,0.01,0.069,0.36
"5084","2020","Y",3.509,0.02,0.07,0
"5084","2021","Y",3.478,0.02,0.045,0.89
"5085","2018","N",0,0,-0.67,0
"5085","2019","N",0,0,-0.144,0
"5085","2020","N",0,0,-0.078,0
"5085","2021","N",0,0,0.004,0
"5085","2022","N",0,0,0.003,0
"5087","2022","Y",6.593,0.03,0.162,0.19
"5088","2019","Y",2.245,0.02,0.03,0.67
"5088","2021","Y",13.753,0.13,0.106,1.23
"5090","2018","Y",7.427,0.0180999999999999,-0.025,-0.73
"5090","2019","Y",7.256,0.0113,-0.027,-0.41
"5090","2020","Y",6.680999999999999,0.0108,0.017,0.64
"5090","2021","Y",2.234,0.0042,-0.004,-1.05
"5090","2022","Y",3.6,0.0063,0.001,7.88
"5094","2018","Y",4.779,0.04,0.059,0.67
"5094","2019","Y",8.98,0.066,0.094,0.7
"5094","2020","Y",5.418,0.07,0.1,0.7
"5094","2021","Y",11.57,0.14,0.233,0.6
"5095","2018","Y",8.619,0.05,0.03,1.21
"5095","2019","Y",10.329,0.04,0.025,1.2
"5095","2020","Y",4.365,0.0225,0.028,0.54
"5095","2021","Y",2.326,0.01,-0.002,0
"5098","2018","N",0,0,0.016,0
"5098","2019","N",0,0,-0.02,0
"5098","2020","N",0,0,-0.034,0
"5098","2021","N",0,0,0.063,0
"5098","2022","N",0,0,0.026,0
"5099","2018","Y",66.819,0.64,0.606,0.86
"5099","2019","Y",79.646,0.9,-0.096,-9.38
"5100","2018","Y",10.168,0.06,0.112,0.53
"5100","2019","Y",10.33,0.06,0.113,0.53
"5100","2020","Y",9.324,0.08,0.158,0.51
"5100","2021","Y",8.263,0.11,0.226,0.49
"5100","2022","Y",2.988,0.04,0.089,0.45
"5101","2018","Y",1.649,0.0048,0.019,0.73
"5101","2021","Y",3.191,0.015,0.042,0
"5102","2018","Y",3.085,0.04,0.396,0.1
"5102","2019","Y",2.415,0.05,0.446,0.11
"5102","2020","Y",1.323,0.035,0.22,0.16
"5102","2021","Y",1.63,0.04,0.15,0.27
"5102","2022","Y",1.47,0.035,0.122,0.29
"5104","2018","Y",4.286,0.003,0.001,3.33
"5105","2018","Y",1.271,0.04,0.242,0.17
"5105","2019","Y",2.295,0.06,3.747,0.02
"5105","2020","Y",1.31,0.04,0.398,0.1
"5105","2021","Y",1.127,0.04,-0.268,-0.15
"5106","2018","Y",7.068,0.0874,0.126,0.7
"5106","2019","Y",6.101,0.0926,0.166,0.56
"5106","2020","Y",4.854,0.0875,0.099,0.89
"5106","2021","Y",5.346,0.0949,0.138,0.69
"5106","2022","Y",5.192,0.0975,0.116,0.84
"5107","2018","Y",6.555,0.1,-0.004,-0.28
"5108","2022","Y",0,0.2,-0.015,0
"5109","2018","Y",8.609,0.0786999999999999,0.139,0.57
"5109","2019","Y",7.289,0.0786999999999999,0.062,1.28
"5109","2020","Y",7.365,0.0672,0.006,12
"5109","2021","Y",4.968999999999999,0.0416,0.049,0.86
"5109","2022","Y",4.363,0.0395,0.049,0.8
"5110","2018","Y",8.611,0.0912999999999999,0.136,0.67
"5110","2019","Y",8.827,0.0911,0.047,1.94
"5110","2020","Y",7.922,0.0844,0.082,1.03
"5110","2021","Y",8.169,0.0864,0.062,1.39
"5110","2022","Y",3.772,0.0862,0.09,0.96
"5111","2018","Y",2.549,0.021,0.024,0.89
"5111","2019","Y",7.401,0.0593,0.026,0.78
"5111","2020","Y",3.798,0.0243,0.027,0.47
"5111","2021","Y",3.966,0.0221,-0.018,-1.26
"5111","2022","Y",3.607,0.0185,0.021,0.89
"5112","2022","Y",2.97,0.015,0.047,0.32
"5113","2018","N",0,0,-0.07,0
"5113","2019","N",0,0,-0.026,0
"5113","2020","N",0,0,-0.023,0
"5113","2021","N",0,0,-0.003,0
"5113","2022","N",0,0,0.001,0
"5115","2018","N",0,0,-0.188,0
"5115","2019","N",0,0,-0.073,0
"5115","2020","N",0,0,-0.088,0
"5115","2021","N",0,0,-0.062,0
"5115","2022","N",0,0,0.003,0
"5116","2018","Y",7.548999999999999,0.077,0.125,0.76
"5116","2019","Y",6.496,0.0775,0.104,0.75
"5116","2020","Y",5.822,0.0681,0.017,3.15
"5116","2021","Y",7.075,0.078,0.1,0.93
"5116","2022","Y",5.085,0.06,0.075,0.8
"5120","2018","Y",9.65,0.0419999999999999,0.017,2.53
"5120","2019","Y",9.933,0.04,0.032,1.23
"5120","2020","Y",8.776,0.0335,0.034,0.98
"5120","2021","Y",7.75,0.0282,0.004,7.42
"5120","2022","Y",8.315,0.0302,0.008,3.87
"5121","2018","Y",10.217,0.0901,0.072,1.26
"5121","2019","Y",9.759,0.0777,0.025,3.13
"5121","2020","Y",1.837,0.009,-0.052,-0.47
"5121","2021","Y",6.038,0.0253,-0.062,-0.41
"5121","2022","Y",11.885,0.08,0.072,0.38
"5123","2018","Y",9.598,0.0808,0.079,1.02
"5123","2019","Y",8.565999999999999,0.068,0.067,1.01
"5123","2020","Y",9.913,0.0708,0.056,1.28
"5123","2021","Y",8.825,0.0741,0.079,0.94
"5123","2022","Y",3.598,0.0682,0.069,0.99
"5125","2018","Y",5.285,0.025,0.064,0.39
"5125","2019","Y",3.874,0.015,0.064,0.31
"5125","2020","Y",4.3420000000000005,0.015,0.048,0.39
"5125","2021","Y",5.397,0.023,0.036,0.64
"5125","2022","Y",7.198,0.04,0.094,0.42
"5126","2018","Y",3.351,0.05,0.108,0
"5126","2019","Y",2.41,0.05,0.157,0.32
"5126","2020","Y",2.742,0.06,0.354,0
"5126","2021","Y",3.973,0.1,0.894,0.04
"5126","2022","Y",1.575,0.04,0.608,0.07
"5127","2018","Y",9.535,0.0608,0.259,0.24
"5127","2019","Y",9.731,0.062,0.062,1
"5127","2020","Y",8.823,0.0509,0.045,0.98
"5127","2021","Y",7.856,0.0502,0.053,0
"5127","2022","Y",2.645,0.0164,0.027,0
"5129","2018","Y",2.227,0.01,0.02,0.5
"5129","2019","Y",2.299,0.01,0.021,0.48
"5129","2020","Y",1.832,0.01,0.019,0.53
"5129","2021","Y",1.681,0.01,0.02,0.73
"5129","2022","Y",0,0.01,0.164,0.06
"5130","2018","Y",9.679,0.081,0.081,1
"5130","2019","Y",7.402,0.0663,0.071,0.94
"5130","2020","Y",9.086,0.09,0.093,0.97
"5130","2021","Y",7.141,0.0975,0.089,1.1
"5130","2022","Y",4.507,0.0819999999999999,0.103,0.79
"5131","2018","Y",9.79,0.1,0.114,0.88
"5131","2019","Y",10.182,0.12,0.108,1.11
"5131","2020","Y",12.956,0.1699999999999999,0.102,1.67
"5131","2021","Y",9.591,0.1699999999999999,0.099,1.72
"5131","2022","Y",4.799,0.1699999999999999,0.083,2.04
"5132","2018","Y",3.902,0.035,0.068,0.52
"5132","2019","Y",7.579,0.044,0.083,0.53
"5132","2020","Y",1.961,0.01,0.019,0.54
"5132","2021","Y",4.192,0.022,0.042,0.52
"5132","2022","Y",2.597,0.02,0.071,0.28
"5133","2019","Y",6.793,0.06,0.195,0.31
"5133","2020","Y",4.319000000000001,0.04,0.049,0.82
"5133","2021","Y",4.737,0.04,0.05,0.8
"5133","2022","Y",2.299,0.02,0.016,1.24
"5134","2018","Y",1.32,0.05,0.239,0.21
"5134","2019","Y",1.438,0.05,0.152,0.33
"5134","2020","Y",1.407,0.05,0.231,0.22
"5134","2021","Y",1.381,0.05,0.273,0.18
"5134","2022","Y",1.385,0.05,0.69,0.07
"5135","2018","Y",3.805,0.05,0.04,0.01
"5135","2019","Y",3.584,0.05,0.075,0.01
"5135","2020","Y",6.413,0.1,0.219,0.23
"5135","2021","Y",8.736,0.2,0.458,0.22
"5135","2022","Y",6.678,0.15,0.328,0.46
"5136","2020","Y",27.923,0.16,0.367,0
"5136","2021","Y",29.52,0.16,0.03,5.33
"5138","2018","Y",1.407,0.025,0.036,0.69
"5138","2019","Y",2.002,0.025,0.039,0.64
"5138","2020","Y",4.141,0.07,0.113,0.62
"5138","2021","Y",6.439,0.1699999999999999,0.28,0.61
"5138","2022","Y",2.174,0.05,0.239,0.21
"5139","2018","Y",3.558,0.4113,1.464,0.28
"5139","2019","Y",3.114,0.446,1.358,0.33
"5139","2020","Y",3.169,0.3625,1.075,0.34
"5139","2021","Y",2.773,0.292,0.877,0.33
"5139","2022","Y",3.653,0.485,1.392,0.35
"5140","2018","Y",2.714,0.045,0.147,0.31
"5140","2019","Y",1.964,0.025,0.065,0
"5140","2020","Y",9.174,0.02,0.044,0.45
"5140","2021","Y",4.679,0.0325,0.145,0.14
"5140","2022","Y",2.332,0.025,0.082,0.12
"5141","2021","Y",1.657,0.015,-0.277,-0.05
"5141","2022","Y",1.087,0.015,0.094,0.16
"5142","2020","Y",0.552,0.004,-0.382,-0.03
"5143","2018","Y",4.629,0.0225,0.045,0.5
"5143","2019","Y",5.162,0.0225,0.043,0.52
"5143","2020","Y",3.949,0.03,0.054,0.56
"5143","2021","Y",3.623,0.027,0.068,0.4
"5143","2022","Y",1.802,0.01,0.04,0.25
"5145","2018","N",0,0,-0.039,0
"5145","2019","N",0,0,-0.075,0
"5145","2020","N",0,0,-0.09,0
"5145","2021","N",0,0,-0.132,0
"5145","2022","N",0,0,-0.025,0
"5147","2018","Y",9.478000000000002,0.03,0.078,0.38
"5147","2019","Y",13.327,0.04,0.088,0.46
"5147","2020","Y",6.955,0.042,0.149,0.28
"5147","2021","Y",5.472,0.045,0.172,0.26
"5147","2022","Y",3.459,0.026,0.081,0.32
"5148","2018","N",0,0,0.06,0
"5148","2019","N",0,0,0.049,0
"5148","2020","N",0,0,-0.058,0
"5148","2021","N",0,0,-0.042,0
"5148","2022","N",0,0,0.012,0
"5149","2018","N",0,0,0.005,0
"5149","2019","N",0,0,0.023,0
"5149","2020","N",0,0,-0.429,0
"5149","2021","N",0,0,0.011,0
"5149","2022","N",0,0,-0.009,0
"5151","2019","Y","11.778","0.0438","-0.009","-4.66"
"5151","2020","Y","8.556","0.04","0.055","0.73"
"5151","2021","Y","1.673","0.022","0.035","0.63"
"5151","2022","Y","0.599","0.01","0.035","0.29"
"5152","2018","Y","5.862","0.03","0.13","0.23"
"5152","2019","Y","3.876","0.025","0.192","0.26"
"5156","2018","N","0","0","0.013","0"
"5156","2019","N","0","0","0.012","0"
"5156","2020","N","0","0","0.007","0"
"5156","2021","N","0","0","-0.016","0"
"5156","2022","N","0","0","-0.066","0"
"5157","2018","N","0","0","-0.022","0"
"5157","2019","N","0","0","0.003","0"
"5157","2020","N","0","0","-0.222","0"
"5157","2021","N","0","0","-0.006","0"
"5157","2022","N","0","0","-0.003","0"
"5159","2018","Y","4.508","0.04","0.156","0.45"
"5159","2019","Y","5.728","0.05","0.143","0.49"
"5159","2020","Y","4.468","0.03","0.091","0.33"
"5159","2021","Y","4.218","0.04","0.146","0.27"
"5159","2022","Y","5.145","0.06","0.214","0.28"
"5160","2018","Y","5.376","0.025","0.07","0.36"
"5160","2019","Y","6.406","0.03","0.074","0.41"
"5160","2020","Y","2.496","0.015","0.079","0.19"
"5160","2021","Y","2.854","0.016","0.061","0.1"
"5160","2022","Y","1.942","0.02","0.096","0.21"
"5161","2018","Y","1.309","0.005","-0.059","-0.09"
"5161","2019","Y","2.128","0.005","-0.026","-0.19"
"5162","2018","Y","11.825","0.05","0.137","0.36"
"5162","2019","Y","8.791","0.055","0.165","0.33"
"5162","2020","Y","5.987","0.07","0.206","0.34"
"5162","2021","Y","4.6850000000000005","0.0569999999999999","0.217","0.26"
"5162","2022","Y","2.119","0.025","0.115","0.22"
"5163","2018","N","0","0","-0.062","0"
"5163","2019","N","0","0","-0.059","0"
"5163","2020","N","0","0","0.041","0"
"5163","2021","N","0","0","0.035","0"
"5163","2022","N","0","0","0.065","0"
"5165","2018","N","0","0","0.002","0"
"5165","2019","N","0","0","-0.067","0"
"5165","2020","N","0","0","-0.012","0"
"5165","2021","N","0","0","-0.01","0"
"5165","2022","N","0","0","0.011","0"
"5166","2018","N","0","0","-0.014","0"
"5166","2019","N","0","0","-0.03","0"
"5166","2020","N","0","0","-0.008","0"
"5166","2021","N","0","0","0.003","0"
"5166","2022","N","0","0","0.003","0"
"5167","2018","Y","3.289","0.02","0.061","0.33"
"5167","2019","Y","1.658","0.01","0.028","0.35"
"5167","2020","Y","2.736","0.02","0.05","0.4"
"5167","2021","Y","2.564","0.02","0.047","0.43"
"5168","2018","Y","2.672","0.117","0.231","0.52"
"5168","2019","Y","1.846","0.0819999999999999","0.137","0.62"
"5168","2020","Y","1.123","0.0775","0.129","0.58"
"5168","2021","Y","7.308999999999999","0.5095000000000001","0.845","0.39"
"5168","2022","Y","13.079","0.57","0.946","0.77"
"5169","2018","N","0","0","0.073","0"
"5169","2019","N","0","0","0.134","0"
"5169","2020","N","0","0","0.123","0"
"5169","2021","N","0","0","-0.045","0"
"5169","2022","N","0","0","-0.058","0"
"5170","2018","N","0","0","-0.124","0"
"5170","2019","N","0","0","-0.271","0"
"5170","2020","N","0","0","-0.044","0"
"5170","2021","N","0","0","-0.073","0"
"5170","2022","N","0","0","-0.316","0"
"5171","2018","Y","2.818","0.037","0.187","0.2"
"5171","2019","Y","4.735","0.033","0.174","0.19"
"5171","2020","Y","1.229","0.01","0.023","0.43"
"5171","2021","Y","1.399","0.01","-0.002","-5.88"
"5172","2018","N","0","0","-0.106","0"
"5172","2019","N","0","0","-0.015","0"
"5172","2020","N","0","0","-0.008","0"
"5172","2021","N","0","0","-0.009","0"
"5172","2022","N","0","0","-0.004","0"
"5173","2022","Y","1.678","0.0125","0.123","0"
"5175","2019","Y","8.772","0.025","0.001","27.78"
"5176","2018","Y","6.764","0.0957","0.145","0.66"
"5176","2019","Y","6.11","0.0959","0.13","0.74"
"5176","2020","Y","4.484","0.0733","0.064","1.15"
"5176","2021","Y","4.4830000000000005","0.061","0.05","1.22"
"5176","2022","Y","2.871","0.0922","0.089","1.04"
"5178","2018","N","0","0","-0.026","0"
"5178","2019","N","0","0","-0.052","0"
"5178","2020","N","0","0","-0.032","0"
"5178","2021","N","0","0","0.019","0"
"5178","2022","N","0","0","0.021","0"
"5180","2018","Y","8.454","0.079","0.066","1.19"
"5180","2019","Y","7.065","0.0625","0.036","1.76"
"5180","2020","Y","5.194","0.03","-0.041","-0.73"
"5180","2021","Y","3.284","0.0184","-0.014","-1.3"
"5180","2022","Y","3.514","0.0401","0.024","1.71"
"5182","2018","N","0","0","0.094","0"
"5182","2019","N","0","0","0.029","0"
"5182","2020","N","0","0","-0.001","0"
"5182","2021","N","0","0","-0.006","0"
"5182","2022","N","0","0","-0.005","0"
"5183","2018","Y","3.959","0.32","0.62","0.52"
"5183","2019","Y","3.4930000000000003","0.18","0.35","0.51"
"5183","2020","Y","1.931","0.12","0.2","0.6"
"5183","2021","Y","6.771","0.56","0.92","0.5"
"5183","2022","Y","2.778","0.25","0.73","0.34"
"5184","2018","Y","5","0.078","0.265","0"
"5185","2018","Y","2.687","0.05","0.259","0.19"
"5185","2019","Y","5.271","0.07","0.246","0.28"
"5185","2020","Y","2.301","0.035","0.115","0.3"
"5185","2021","Y","6.674","0.125","0.25","0.5"
"5185","2022","Y","10.521","0.2262","0.542","0"
"5186","2018","N","0","0","-0.077","0"
"5186","2019","N","0","0","-0.021","0"
"5186","2020","N","0","0","-0.247","0"
"5186","2021","N","0","0","-0.168","0"
"5186","2022","N","0","0","0.026","0"
"5187","2018","N","0","0","0.024","0"
"5187","2019","N","0","0","0.019","0"
"5187","2020","N","0","0","-0.059","0"
"5187","2021","N","0","0","-0.037","0"
"5187","2022","N","0","0","-0.019","0"
"5188","2018","N","0","0","-0.016","0"
"5188","2019","N","0","0","0","0"
"5188","2020","N","0","0","-0.015","0"
"5188","2021","N","0","0","-0.004","0"
"5188","2022","N","0","0","-0.002","0"
"5190","2018","N","0","0","-0.001","0"
"5190","2019","N","0","0","-0.061","0"
"5190","2020","N","0","0","-0.08","0"
"5190","2021","N","0","0","-0.039","0"
"5190","2022","N","0","0","-0.015","0"
"5191","2018","Y","7.875999999999999","0.049","0.128","0.16"
"5191","2019","Y","7.676","0.039","0.112","0.09"
"5191","2020","Y","3.561","0.024","0.058","0"
"5191","2021","Y","6.821","0.059","0.142","0"
"5192","2018","Y","1.515","0.005","0.009","0"
"5192","2021","Y","1.294","0.01","0.094","0"
"5195","2021","Y","1.904","0.0075","0.053","0.14"
"5195","2022","Y","2.885","0.0075","0.033","0.22"
"5196","2018","Y","13.392","0.04","0.003","12.5"
"5196","2019","Y","13.969","0.04","0.072","1.35"
"5196","2020","Y","7.696","0.02","-0.054","-0.37"
"5196","2021","Y","8.387","0.03","0.134","0.22"
"5196","2022","Y","8.044","0.055","0.34","0.16"
"5197","2018","Y","35.721000000000004","0.16","0.275","0.58"
"5197","2019","Y","9.394","0.05","-0.068","-0.73"
"5197","2020","Y","9.288","0.03","-0.09","-0.33"
"5197","2021","Y","15.803","0.08","0.16","0.5"
"5197","2022","Y","9.392","0.06","0.233","0.46"
"5198","2018","N","0","0","0.024","0"
"5198","2019","N","0","0","0.01","0"
"5198","2020","N","0","0","0.013","0"
"5198","2021","N","0","0","0.027","0"
"5198","2022","N","0","0","0","0"
"5199","2021","Y","1.989","0.015","0.056","0.09"
"5199","2022","Y","1.928","0.02","0.305","0.07"
"5200","2018","Y","7.216","0.14","0.211","0.66"
"5200","2019","Y","8.706","0.14","0.21","0.67"
"5200","2020","Y","9.174","0.15","0.194","0.77"
"5200","2021","Y","6.061","0.1","0.1","1"
"5202","2021","Y","3.409","0.03","0.178","0"
"5204","2018","Y","0.637","0.007","0","14"
"5205","2018","N","0","0","0.09","0"
"5205","2019","N","0","0","0.018","0"
"5205","2020","N","0","0","-0.195","0"
"5205","2021","N","0","0","-0.194","0"
"5205","2022","N","0","0","-0.25","0"
"5207","2019","Y","2.439","0.01","0.054","0"
"5208","2018","Y","12.833","0.07","0.154","0.45"
"5208","2019","Y","9.814","0.06","0.16","0.37"
"5208","2020","Y","8.503","0.06","0.133","0.45"
"5208","2021","Y","3.617","0.03","0.1","0.3"
"5208","2022","Y","4.199","0.0325","0.072","0.45"
"5209","2018","Y","5.805","0.135","0.14","0.64"
"5209","2019","Y","5.909","0.141","0.148","0.65"
"5209","2020","Y","6.173","0.1505","0.166","0.58"
"5209","2021","Y","6.577","0.1767","0.194","0.56"
"5209","2022","Y","1.793","0.059","0.229","0.26"
"5210","2018","N","0","0","-0.392","0"
"5210","2019","N","0","0","0.01","0"
"5210","2020","N","0","0","0.021","0"
"5210","2021","N","0","0","0.098","0"
"5210","2022","N","0","0","0.088","0"
"5211","2018","Y","3.909","0.055","0.135","0.53"
"5211","2019","Y","4.974","0.075","0.146","0.62"
"5211","2020","Y","0.901","0.015","0.073","0.21"
"5211","2021","Y","1.492","0.025","0.454","0.06"
"5211","2022","Y","1.227","0.02","0.081","0.25"
"5212","2018","Y","6.231","0.0874","0.095","0.92"
"5212","2019","Y","5.251","0.0849999999999999","0.086","0.98"
"5212","2020","Y","3.1340000000000003","0.0413","0.015","2.72"
"5212","2021","Y","3.571","0.0441","0.041","1.07"
"5212","2022","Y","3.115","0.0408","0.13","0.64"
"5213","2018","N","0","0","0.05","0"
"5213","2019","N","0","0","-0.075","0"
"5213","2020","N","0","0","-0.075","0"
"5213","2021","N","0","0","-0.29","0"
"5213","2022","N","0","0","-0.187","0"
"5216","2018","Y","8.781","0.04","0.05","0.8"
"5216","2019","Y","11.241","0.025","0.027","0.92"
"5216","2020","Y","5.844","0.03","0.045","0.67"
"5216","2021","Y","1.929","0.0105","0.008","1.07"
"5216","2022","Y","1.302","0.0059","0.004","1.64"
"5218","2019","Y","1.667","0.005","-0.404","-0.01"
"5219","2021","Y","2.016","0.015","0.087","0"
"5220","2021","Y","5.119","0.03","0.076","0.4"
"5220","2022","Y","4.186","0.018","0.062","0.29"
"5222","2019","Y","2.188","0.02","-0.066","-0.3"
"5222","2020","Y","2.174","0.03","0.042","0.01"
"5222","2021","Y","4.616","0.08","0.32","0"
"5222","2022","Y","2.721","0.04","0.27","0.15"
"5223","2018","N","0","0","0.034","0"
"5223","2019","N","0","0","0.044","0"
"5223","2020","N","0","0","0.012","0"
"5223","2021","N","0","0","-0.256","0"
"5223","2022","N","0","0","-0.049","0"
"5225","2018","Y","0.53","0.03","0.064","0.47"
"5225","2019","Y","0.79","0.04","0.053","0.76"
"5225","2020","Y","0.744","0.04","0.023","1.77"
"5225","2021","Y","0.974","0.06","0.202","0.3"
"5226","2018","Y","6.198","0.05","0.137","0.22"
"5226","2019","Y","1.257","0.015","0.079","0.19"
"5226","2020","Y","1.37","0.01","-0.114","-0.09"
"5227","2018","Y","6.802","0.0919","0.095","0.97"
"5227","2019","Y","5.496","0.0916","0.089","1.03"
"5227","2020","Y","4.443","0.0675","0.067","1.01"
"5227","2021","Y","4.041","0.0603","0.056","1.07"
"5227","2022","Y","4.6690000000000005","0.0986","0.111","0.89"
"5228","2018","Y","7.186","0.0675","0.098","0.69"
"5228","2019","Y","5.911","0.07","0.112","0.62"
"5228","2020","Y","5.641","0.0725","0.118","0.62"
"5228","2021","Y","5.565","0.0725","0.122","0.59"
"5228","2022","Y","4.258","0.0525","0.087","0.61"
"5229","2018","N","0","0","0","0"
"5229","2019","N","0","0","0","0"
"5229","2020","N","0","0","0","0"
"5229","2021","N","0","0","0","0"
"5229","2022","N","0","0","0","0"
"5230","2018","Y","4.545","0.03","0.066","0.91"
"5231","2021","Y","68.966","0.2","0.141","1.42"
"5232","2018","Y","6.4190000000000005","0.03","0.084","0"
"5232","2021","Y","5.509","0.04","0.413","0"
"5235SS","2018","Y","5.752","0.37","0.401","0.92"
"5235SS","2019","Y","5.521","0.38","0.438","0.87"
"5235SS","2020","Y","4.39","0.3","0.479","1.25"
"5235SS","2021","Y","5.354","0.3359999999999999","0.549","1.22"
"5235SS","2022","Y","3.541","0.24","0.867","0.88"
"5236","2018","Y","12.549","0.135","0.319","0.42"
"5236","2019","Y","12.204","0.1275","0.289","0.44"
"5236","2020","Y","11.52","0.1149999999999999","0.292","0.39"
"5236","2021","Y","10.642","0.12","0.312","0.39"
"5236","2022","Y","8.762","0.125","0.246","0.51"
"5237","2022","Y","5.025","0.05","0.269","0"
"5238","2018","N","0","0","-0.076","0"
"5238","2019","N","0","0","-0.118","0"
"5238","2020","N","0","0","-0.281","0"
"5238","2021","N","0","0","-7.346","0"
"5238","2022","N","0","0","79.491","0"
"5239","2018","Y","0.825","0.0025","0.092","0.57"
"5239","2019","Y","0.517","0.0015","0.026","0.06"
"5242","2018","Y","0.673","0.002","0.011","0.18"
"5242","2021","Y","1.271","0.003","0.036","0"
"5243","2018","N","0","0","-0.002","0"
"5243","2019","N","0","0","0.004","0"
"5243","2020","N","0","0","-0.06","0"
"5243","2021","N","0","0","-0.011","0"
"5243","2022","N","0","0","-0.009","0"
"5246","2018","Y","3.51","0.1172999999999999","0.156","0.75"
"5246","2019","Y","3.746","0.13","0.173","0.75"
"5246","2020","Y","3.027","0.1152","0.192","0.6"
"5246","2021","Y","4.522","0.1778","0.237","0.75"
"5246","2022","Y","2.003","0.1437","0.205","0.7"
"5247","2018","Y","0.973","0.005","0.01","0"
"5247","2019","Y","2.193","0.01","0.003","1.92"
"5247","2020","Y","1.874","0.01","0","25"
"5248","2018","Y","6.003","0.104","0.121","0.86"
"5248","2019","Y","10.46","0.2125","0.229","0.93"
"5248","2020","Y","4.516","0.0745","0.087","0.86"
"5248","2021","Y","4.8870000000000005","0.065","0.115","0.56"
"5248","2022","Y","5.265","0.0875","0.134","0.65"
"5249","2018","Y","3.3","0.05","0.142","0.35"
"5249","2019","Y","2.849","0.03","0.12","0.25"
"5249","2020","Y","1.74","0.015","0.083","0.18"
"5249","2021","Y","1.637","0.02","0.12","0.17"
"5249","2022","Y","3.922","0.04","0.125","0"
"5250","2018","Y","1.723","0.024","0.046","0"
"5250","2019","Y","1.808","0.023","0.047","0"
"5250","2020","Y","1.101","0.016","0.026","0"
"5250","2021","Y","1.857","0.026","0.039","0"
"5252","2018","N","0","0","0.005","0"
"5252","2019","N","0","0","0.008","0"
"5252","2020","N","0","0","-0.021","0"
"5252","2021","N","0","0","-0.022","0"
"5252","2022","N","0","0","0.002","0"
"5253","2018","Y","2.806","0.025","0.089","0.28"
"5253","2019","Y","0.645","0.005","0.019","0.26"
"5254","2018","Y","8.464","0.07","-0.023","-3.02"
"5254","2019","Y","1.736","0.01","-0.064","-0.16"
"5254","2020","Y","2.052","0.01","0.019","0.52"
"5254","2021","Y","12.522","0.0835","0.108","0.77"
"5254","2022","Y","13.517","0.1114999999999999","0.227","0.49"
"5255","2022","Y","78.824","0.067","0.007","0"
"5256","2018","N","0","0","-0.01","0"
"5256","2019","N","0","0","-0.001","0"
"5256","2020","N","0","0","-0.001","0"
"5256","2021","N","0","0","0","0"
"5256","2022","N","0","0","0","0"
"5257","2019","Y","3.758","0.03","0.123","0.13"
"5257","2020","Y","1.237","0.012","0.052","0.23"
"5257","2021","Y","8.647","0.06","0.056","0.18"
"5258","2018","Y","5.144","0.155","0.404","0.38"
"5258","2019","Y","4.231","0.16","0.448","0.36"
"5258","2020","Y","3.207","0.126","0.402","0.31"
"5258","2021","Y","4.199","0.1093","0.28","0.39"
"5258","2022","Y","3.925","0.104","0.17","0"
"5259","2018","N","0","0","0.147","0"
"5259","2019","N","0","0","0.072","0"
"5259","2020","N","0","0","-0.219","0"
"5259","2021","N","0","0","-0.286","0"
"5259","2022","N","0","0","-0.006","0"
"5260","2018","N","0","0","0.025","0"
"5260","2019","N","0","0","-0.01","0"
"5260","2020","N","0","0","-0.122","0"
"5260","2021","N","0","0","-0.123","0"
"5260","2022","N","0","0","-0.043","0"
"5263","2018","Y","4.390000000000001","0.07","0.112","0.63"
"5263","2019","Y","3.984","0.07","0.1","0.7"
"5263","2020","Y","2.368","0.04","0.056","0.71"
"5263","2021","Y","3.428","0.0525","0.087","0.6"
"5263","2022","Y","1.923","0.03","0.07","0.43"
"5264","2018","Y","8.535","0.056","0.056","1.01"
"5264","2019","Y","9.556","0.0655","0.066","1"
"5264","2020","Y","6.4510000000000005","0.051","0.059","0.48"
"5264","2021","Y","7.356999999999999","0.051","0.052","0.6"
"5264","2022","Y","4.444","0.028","0.048","0.58"
"5265","2018","N","0","0","-0.016","0"
"5265","2019","N","0","0","-0.001","0"
"5265","2020","N","0","0","0","0"
"5265","2021","N","0","0","-0.065","0"
"5265","2022","N","0","0","-0.015","0"
"5267","2018","Y","0.828","0.01","0.048","0.42"
"5267","2020","Y","1.053","0.005","0.005","1"
"5268","2018","N","0","0","-0.05","0"
"5268","2019","N","0","0","-0.261","0"
"5268","2020","N","0","0","-0.038","0"
"5268","2021","N","0","0","-0.368","0"
"5268","2022","N","0","0","0.212","0"
"5269","2018","Y","7.606","0.0535","0.069","0.89"
"5269","2019","Y","6.236","0.0475","0.062","0.91"
"5269","2020","Y","3.748","0.0208","-0.023","-0.97"
"5269","2021","Y","4.885","0.023","0.005","3.19"
"5269","2022","Y","2.622","0.01","0.024","1.17"
"5270","2018","N","0","0","-0.008","0"
"5270","2019","N","0","0",NULL,NULL
"5270","2020","N","0","0",NULL,NULL
"5270","2021","N","0","0",NULL,NULL
