,Announced,Financial Year,Subject,EX Date,Payment Date,Amount,Indicator,Unnamed: 7,Stock Code,Year,Status
738,27 Oct 2022,2022-12-31,Third Interim Dividend,16 Nov 2022,14 Dec 2022,0.006,Currency,View,5301,2022,Y
739,26 Jul 2022,2022-12-31,Second Interim Dividend,15 Aug 2022,13 Sep 2022,0.0059,Currency,View,5301,2022,Y
740,22 Apr 2022,2022-12-31,First Interim Dividend,12 May 2022,10 Jun 2022,0.0032,Currency,View,5301,2022,Y
741,21 Jan 2022,2021-12-31,Third Interim Dividend,09 Feb 2022,25 Feb 2022,0.0033,Currency,View,5301,2021,Y
742,15 Oct 2021,2021-12-31,Second Interim Dividend,11 Nov 2021,10 Dec 2021,0.0032,Currency,View,5301,2021,Y
743,16 Jul 2021,2021-12-31,First Interim Dividend,05 Aug 2021,03 Sep 2021,0.0053,Currency,View,5301,2021,Y
744,21 Oct 2022,2022-06-30,First and Final Dividend,02 Dec 2022,23 Dec 2022,0.005,Currency,View,9423,2022,Y
745,26 Oct 2020,2020-06-30,First and Final Dividend,04 Dec 2020,23 Dec 2020,0.005,Currency,View,9423,2020,Y
746,25 Oct 2019,2019-06-30,First and Final Dividend,03 Dec 2019,23 Dec 2019,0.015,Currency,View,9423,2019,Y
747,29 Oct 2018,2018-06-30,First and Final Dividend,06 Dec 2018,28 Dec 2018,0.015,Currency,View,9423,2018,Y
748,04 Jan 2022,2022-01-31,Second Interim Dividend,19 Jan 2022,28 Jan 2022,0.005,Currency,View,7157,2022,Y
749,08 Oct 2021,2022-01-31,Interim Dividend,25 Oct 2021,08 Nov 2021,0.005,Currency,View,7157,2022,Y
750,05 Jan 2021,2021-01-31,Interim Dividend,19 Jan 2021,29 Jan 2021,0.005,Currency,View,7157,2021,Y
751,27 Dec 2019,2020-01-31,Interim Dividend,10 Jan 2020,22 Jan 2020,0.005,Currency,View,7157,2020,Y
752,19 Mar 2018,2018-01-31,Second interim dividend,24 May 2018,12 Jun 2018,0.02,Currency,View,7157,2018,Y
753,18 Dec 2017,2018-01-31,Interim Dividend,03 Jan 2018,16 Jan 2018,0.02,Currency,View,7157,2018,Y
754,14 May 2019,2018-10-31,Final Dividend (with Dividend Re-Investment Plan),30 May 2019,28 Jun 2019,0.039,Currency,View,5184,2018,Y
755,29 Apr 2019,2018-10-31,Final Dividend,30 May 2019,28 Jun 2019,0.039,Currency,View,5184,2018,Y
756,23 Nov 2022,2022-12-31,Second Interim Dividend,09 Dec 2022,28 Dec 2022,0.0052,Currency,View,7204,2022,Y
757,24 May 2022,2022-12-31,First Interim Dividend,14 Jun 2022,30 Jun 2022,0.0078,Currency,View,7204,2022,Y
758,24 Nov 2021,2021-12-31,Interim Dividend,09 Dec 2021,28 Dec 2021,0.0075,Currency,View,7204,2021,Y
759,18 May 2021,2021-12-31,Interim Dividend,11 Jun 2021,30 Jun 2021,0.0075,Currency,View,7204,2021,Y
760,24 Nov 2020,2020-12-31,Interim Dividend,09 Dec 2020,28 Dec 2020,0.0065,Currency,View,7204,2020,Y
761,27 Nov 2019,2019-12-31,Second interim dividend,11 Dec 2019,30 Dec 2019,0.005,Currency,View,7204,2019,Y
762,17 May 2019,2019-12-31,First Interim Dividend,03 Jun 2019,28 Jun 2019,0.005,Currency,View,7204,2019,Y
763,28 Nov 2018,2018-12-31,First Interim Dividend,12 Dec 2018,28 Dec 2018,0.005,Currency,View,7204,2018,Y
764,24 Mar 2022,2022-06-30,Interim Dividend,07 Apr 2022,20 Apr 2022,0.006,Currency,View,4456,2022,Y
765,29 Apr 2019,2018-12-31,Final Dividend,09 Jul 2019,31 Jul 2019,0.005,Currency,View,4456,2018,Y
766,24 Aug 2022,2022-12-31,First Interim Dividend,08 Sep 2022,26 Sep 2022,0.0075,Currency,View,5276,2022,Y
767,25 Feb 2022,2021-12-31,Second Interim Dividend,17 Mar 2022,31 Mar 2022,0.0125,Currency,View,5276,2021,Y
768,06 Sep 2021,2021-12-31,First Interim Dividend,21 Sep 2021,07 Oct 2021,0.0075,Currency,View,5276,2021,Y
769,05 Mar 2021,2020-12-31,Second Interim Dividend,19 Mar 2021,06 Apr 2021,0.0125,Currency,View,5276,2020,Y
770,19 Aug 2020,2020-12-31,First Interim Dividend,07 Sep 2020,25 Sep 2020,0.0075,Currency,View,5276,2020,Y
771,27 Feb 2020,2019-12-31,Second Interim Dividend,13 Mar 2020,31 Mar 2020,0.01,Currency,View,5276,2019,Y
772,20 Aug 2019,2019-12-31,Interim Dividend,04 Sep 2019,25 Sep 2019,0.0075,Currency,View,5276,2019,Y
773,29 Apr 2019,2018-12-31,Final Dividend,07 Jun 2019,24 Jun 2019,0.01,Currency,View,5276,2018,Y
774,16 Aug 2018,2018-12-31,Interim Dividend,18 Sep 2018,28 Sep 2018,0.0075,Currency,View,5276,2018,Y
775,01 Jun 2022,2022-03-31,Fourth Interim Dividend,16 Jun 2022,01 Jul 2022,0.0025,Currency,View,5216,2022,Y
776,28 Feb 2022,2022-03-31,Third Interim Dividend,14 Mar 2022,30 Mar 2022,0.0012,Currency,View,5216,2022,Y
777,23 Dec 2021,2022-03-31,Second Interim Dividend,06 Jan 2022,21 Jan 2022,0.0012,Currency,View,5216,2022,Y
778,01 Sep 2021,2022-03-31,First Interim Dividend,15 Sep 2021,29 Sep 2021,0.001,Currency,View,5216,2022,Y
779,02 Jun 2021,2021-03-31,Fourth Interim Dividend,17 Jun 2021,30 Jun 2021,0.0005,Currency,View,5216,2021,Y
780,01 Mar 2021,2021-03-31,Third Interim Dividend,15 Mar 2021,26 Mar 2021,0.0025,Currency,View,5216,2021,Y
781,27 Nov 2020,2021-03-31,Second Interim Dividend,11 Dec 2020,29 Dec 2020,0.0025,Currency,View,5216,2021,Y
782,28 Aug 2020,2021-03-31,Interim Dividend,14 Sep 2020,01 Oct 2020,0.005,Currency,View,5216,2021,Y
783,26 Jun 2020,2020-03-31,Interim Dividend,10 Jul 2020,27 Jul 2020,0.005,Currency,View,5216,2020,Y
784,27 Feb 2020,2020-03-31,Interim Dividend,12 Mar 2020,27 Mar 2020,0.01,Currency,View,5216,2020,Y
785,13 Dec 2019,2020-03-31,Interim Dividend,30 Dec 2019,13 Jan 2020,0.0075,Currency,View,5216,2020,Y
786,18 Sep 2019,2020-03-31,Interim Dividend,02 Oct 2019,18 Oct 2019,0.0075,Currency,View,5216,2020,Y
787,26 Jul 2019,2019-03-31,Interim Dividend,09 Aug 2019,30 Aug 2019,0.005,Currency,View,5216,2019,Y
788,29 Apr 2019,2019-03-31,Interim Dividend,09 May 2019,27 May 2019,0.005,Currency,View,5216,2019,Y
789,10 Dec 2018,2019-03-31,Interim Dividend,21 Dec 2018,08 Jan 2019,0.005,Currency,View,5216,2019,Y
790,24 Oct 2018,2019-03-31,Interim Dividend,08 Nov 2018,23 Nov 2018,0.01,Currency,View,5216,2019,Y
791,05 Jun 2018,2018-03-31,Interim Dividend,19 Jun 2018,06 Jul 2018,0.01,Currency,View,5216,2018,Y
792,28 Feb 2018,2018-03-31,Interim Dividend,13 Mar 2018,28 Mar 2018,0.01,Currency,View,5216,2018,Y
793,07 Dec 2017,2018-03-31,Second interim dividend,20 Dec 2017,09 Jan 2018,0.01,Currency,View,5216,2018,Y
794,14 Sep 2017,2018-03-31,First Interim Dividend,28 Sep 2017,13 Oct 2017,0.01,Currency,View,5216,2018,Y
795,17 Nov 2022,2022-12-31,Interim Dividend,05 Dec 2022,14 Dec 2022,0.015,Currency,View,5141,2022,Y
796,11 Nov 2021,2021-12-31,Interim Dividend,25 Nov 2021,10 Dec 2021,0.015,Currency,View,5141,2021,Y
797,23 Aug 2022,2022-12-31,First Interim Dividend,14 Sep 2022,30 Sep 2022,0.02,Currency,View,5132,2022,Y
798,23 Feb 2022,2021-12-31,Second Interim Dividend,14 Mar 2022,30 Mar 2022,0.012,Currency,View,5132,2021,Y
799,24 Aug 2021,2021-12-31,First Interim Dividend,14 Sep 2021,30 Sep 2021,0.01,Currency,View,5132,2021,Y
800,29 Mar 2021,2020-12-31,First Interim Dividend,14 Apr 2021,27 Apr 2021,0.01,Currency,View,5132,2020,Y
801,26 Feb 2020,2019-12-31,Second Interim Dividend,12 Mar 2020,26 Mar 2020,0.03,Currency,View,5132,2019,Y
802,22 Aug 2019,2019-12-31,First Interim Dividend,06 Sep 2019,20 Sep 2019,0.014,Currency,View,5132,2019,Y
803,25 Feb 2019,2018-12-31,Second interim dividend,11 Mar 2019,22 Mar 2019,0.0225,Currency,View,5132,2018,Y
804,21 Aug 2018,2018-12-31,First Interim Dividend,07 Sep 2018,25 Sep 2018,0.0125,Currency,View,5132,2018,Y
805,17 Oct 2022,2022-06-30,Final Dividend,30 Nov 2022,20 Dec 2022,0.021,Currency,View,7277,2022,Y
806,17 May 2022,2022-06-30,Interim Dividend,13 Jun 2022,28 Jun 2022,0.013,Currency,View,7277,2022,Y
807,14 Oct 2021,2021-06-30,Final Dividend,01 Dec 2021,21 Dec 2021,0.019,Currency,View,7277,2021,Y
808,19 May 2021,2021-06-30,Interim Dividend,14 Jun 2021,29 Jun 2021,0.012,Currency,View,7277,2021,Y
809,15 Oct 2020,2020-06-30,Final Dividend,01 Dec 2020,17 Dec 2020,0.019,Currency,View,7277,2020,Y
810,14 May 2020,2020-06-30,Interim Dividend,10 Jun 2020,25 Jun 2020,0.012,Currency,View,7277,2020,Y
811,11 Oct 2019,2019-06-30,Final Dividend,27 Nov 2019,18 Dec 2019,0.023,Currency,View,7277,2019,Y
812,14 May 2019,2019-06-30,Interim Dividend,13 Jun 2019,27 Jun 2019,0.015,Currency,View,7277,2019,Y
813,12 Oct 2018,2018-06-30,Final Dividend,26 Nov 2018,18 Dec 2018,0.018,Currency,View,7277,2018,Y
814,16 May 2018,2018-06-30,Interim Dividend,12 Jun 2018,28 Jun 2018,0.014,Currency,View,7277,2018,Y
815,20 Oct 2022,2022-12-31,Third Interim Dividend,21 Nov 2022,16 Dec 2022,0.034,Currency,View,6947,2022,Y
816,15 Jul 2022,2022-12-31,Second Interim Dividend,30 Aug 2022,30 Sep 2022,0.028,Currency,View,6947,2022,Y
817,29 Apr 2022,2022-12-31,Interim Dividend,30 May 2022,24 Jun 2022,0.029,Currency,View,6947,2022,Y
818,28 Jan 2022,2021-12-31,Fourth Interim Dividend,02 Mar 2022,25 Mar 2022,0.039,Currency,View,6947,2021,Y
819,21 Oct 2021,2021-12-31,Interim Dividend,17 Nov 2021,17 Dec 2021,0.04,Currency,View,6947,2021,Y
820,16 Jul 2021,2021-12-31,Interim Dividend,25 Aug 2021,24 Sep 2021,0.036,Currency,View,6947,2021,Y
821,23 Apr 2021,2021-12-31,Interim Dividend,25 May 2021,25 Jun 2021,0.034,Currency,View,6947,2021,Y
822,27 Jan 2021,2020-12-31,Fourth Interim Dividend,26 Feb 2021,26 Mar 2021,0.036,Currency,View,6947,2020,Y
823,16 Oct 2020,2020-12-31,Interim Dividend,17 Nov 2020,17 Dec 2020,0.041,Currency,View,6947,2020,Y
824,14 Jul 2020,2020-12-31,Interim Dividend,25 Aug 2020,25 Sep 2020,0.037,Currency,View,6947,2020,Y
825,23 Apr 2020,2020-12-31,Interim Dividend,28 May 2020,26 Jun 2020,0.042,Currency,View,6947,2020,Y
826,22 Jan 2020,2019-12-31,Interim Dividend,27 Feb 2020,27 Mar 2020,0.044,Currency,View,6947,2019,Y
827,18 Oct 2019,2019-12-31,Interim Dividend,21 Nov 2019,19 Dec 2019,0.045,Currency,View,6947,2019,Y
828,12 Jul 2019,2019-12-31,Second interim dividend,30 Aug 2019,27 Sep 2019,0.05,Currency,View,6947,2019,Y
829,29 Apr 2019,2019-12-31,First Interim Dividend,31 May 2019,28 Jun 2019,0.043,Currency,View,6947,2019,Y
830,24 Jan 2019,2018-12-31,Interim Dividend,27 Feb 2019,29 Mar 2019,0.048,Currency,View,6947,2018,Y
831,17 Oct 2018,2018-12-31,Interim Dividend,21 Nov 2018,20 Dec 2018,0.05,Currency,View,6947,2018,Y
832,13 Jul 2018,2018-12-31,Second interim dividend,29 Aug 2018,28 Sep 2018,0.049,Currency,View,6947,2018,Y
833,13 Apr 2018,2018-12-31,First Interim Dividend,31 May 2018,29 Jun 2018,0.049,Currency,View,6947,2018,Y
834,20 May 2020,2020-06-30,Special Dividend,05 Jun 2020,19 Jun 2020,0.004,Currency,View,0131,2020,Y
835,22 Apr 2022,2021-12-31,First and Final Dividend,28 Jul 2022,19 Aug 2022,0.03,Currency,View,7528,2021,Y
836,27 Apr 2021,2020-12-31,First and Final Dividend,29 Jul 2021,20 Aug 2021,0.02,Currency,View,7528,2020,Y
837,25 Jun 2020,2019-12-31,First and Final Dividend,29 Sep 2020,23 Oct 2020,0.03,Currency,View,7528,2019,Y
838,03 Jul 2019,2018-12-31,First and Final Dividend,29 Jul 2019,16 Aug 2019,0.03,Currency,View,7528,2018,Y
839,15 Apr 2022,2021-12-31,Final Dividend,13 Jul 2022,28 Jul 2022,0.11,Currency,View,5908,2021,Y
840,21 Apr 2021,2020-12-31,Final Dividend,21 Jul 2021,05 Aug 2021,0.1,Currency,View,5908,2020,Y
841,29 Apr 2019,2018-12-31,Final Dividend,01 Jul 2019,16 Jul 2019,0.1,Currency,View,5908,2018,Y
842,05 Jul 2022,2022-03-31,Special Dividend,08 Sep 2022,22 Sep 2022,0.01,Currency,View,7169,2022,Y
843,05 Jul 2022,2022-03-31,Final Dividend,08 Sep 2022,22 Sep 2022,0.01,Currency,View,7169,2022,Y
844,24 Feb 2022,2022-03-31,Third Interim Dividend,09 Mar 2022,25 Mar 2022,0.01,Currency,View,7169,2022,Y
845,25 Nov 2021,2022-03-31,Second Interim Dividend,09 Dec 2021,24 Dec 2021,0.01,Currency,View,7169,2022,Y
846,23 Aug 2021,2022-03-31,First Interim Dividend,30 Sep 2021,22 Oct 2021,0.01,Currency,View,7169,2022,Y
847,09 Jul 2021,2021-03-31,Final Dividend,09 Sep 2021,23 Sep 2021,0.01,Currency,View,7169,2021,Y
848,26 Feb 2021,2021-03-31,Second Interim Dividend,11 Mar 2021,26 Mar 2021,0.01,Currency,View,7169,2021,Y
849,25 Nov 2020,2021-03-31,First Interim Dividend,09 Dec 2020,23 Dec 2020,0.01,Currency,View,7169,2021,Y
850,29 Jul 2020,2020-03-31,Final Dividend,09 Oct 2020,22 Oct 2020,0.005,Currency,View,7169,2020,Y
851,25 Feb 2020,2020-03-31,Third Interim Dividend,10 Mar 2020,20 Mar 2020,0.01,Currency,View,7169,2020,Y
852,27 Nov 2019,2020-03-31,Second interim dividend,10 Dec 2019,20 Dec 2019,0.01,Currency,View,7169,2020,Y
853,26 Aug 2019,2020-03-31,First Interim Dividend,30 Sep 2019,25 Oct 2019,0.015,Currency,View,7169,2020,Y
854,09 Jul 2019,2019-03-31,Final Dividend,06 Sep 2019,20 Sep 2019,0.015,Currency,View,7169,2019,Y
855,27 Feb 2019,2019-03-31,Interim Dividend,11 Mar 2019,22 Mar 2019,0.02,Currency,View,7169,2019,Y
856,27 Nov 2018,2019-03-31,Second interim dividend,07 Dec 2018,21 Dec 2018,0.02,Currency,View,7169,2019,Y
857,27 Aug 2018,2019-03-31,First Interim Dividend,27 Sep 2018,25 Oct 2018,0.015,Currency,View,7169,2019,Y
858,05 Jul 2018,2018-03-31,Final Dividend,03 Sep 2018,20 Sep 2018,0.015,Currency,View,7169,2018,Y
859,26 Feb 2018,2018-03-31,Interim Dividend,12 Mar 2018,22 Mar 2018,0.02,Currency,View,7169,2018,Y
860,24 Nov 2017,2018-03-31,Second interim dividend,08 Dec 2017,21 Dec 2017,0.015,Currency,View,7169,2018,Y
861,28 Aug 2017,2018-03-31,First Interim Dividend,20 Sep 2017,25 Oct 2017,0.02,Currency,View,7169,2018,Y
862,28 Jul 2022,2022-05-31,Third Interim Dividend,12 Aug 2022,29 Aug 2022,0.001,Currency,View,0205,2022,Y
863,30 Mar 2022,2022-05-31,Second Interim Dividend,13 Apr 2022,25 Apr 2022,0.0015,Currency,View,0205,2022,Y
864,23 Dec 2021,2022-05-31,First Interim Dividend,13 Jan 2022,28 Jan 2022,0.0015,Currency,View,0205,2022,Y
865,29 Jul 2021,2021-05-31,Fourth Interim Dividend,18 Aug 2021,09 Sep 2021,0.0015,Currency,View,0205,2021,Y
866,23 Mar 2021,2021-05-31,Third Interim Dividend,07 Apr 2021,22 Apr 2021,0.002,Currency,View,0205,2021,Y
867,06 Jan 2021,2021-05-31,Second Interim Dividend,20 Jan 2021,03 Feb 2021,0.002,Currency,View,0205,2021,Y
868,06 Jan 2021,2021-05-31,Special Dividend,20 Jan 2021,03 Feb 2021,0.0025,Currency,View,0205,2021,Y
869,24 Sep 2020,2021-05-31,First Interim Dividend,09 Oct 2020,30 Oct 2020,0.002,Currency,View,0205,2021,Y
870,29 May 2020,2020-05-31,Second Interim Dividend,15 Jun 2020,07 Jul 2020,0.0015,Currency,View,0205,2020,Y
871,22 Jan 2020,2020-05-31,First Interim Dividend,11 Feb 2020,05 Mar 2020,0.0025,Currency,View,0205,2020,Y
872,15 Nov 2019,2019-05-31,Final Dividend,29 Nov 2019,17 Dec 2019,0.004,Currency,View,0205,2019,Y
873,28 Apr 2022,2021-12-31,Final Dividend,29 Jun 2022,18 Jul 2022,0.02,Currency,View,1619,2021,Y
874,28 Apr 2021,2020-12-31,First and Final Dividend,29 Jun 2021,23 Jul 2021,0.02,Currency,View,1619,2020,Y
875,23 Jun 2020,2019-12-31,First and Final Dividend,29 Jul 2020,18 Aug 2020,0.02,Currency,View,1619,2019,Y
876,29 Jul 2019,2019-03-31,First and Final Dividend,26 Sep 2019,11 Oct 2019,0.03,Currency,View,1619,2019,Y
877,30 Jul 2018,2018-03-31,Final Dividend,07 Sep 2018,01 Oct 2018,0.03,Currency,View,1619,2018,Y
878,02 Aug 2022,2022-12-31,Interim Dividend,29 Aug 2022,23 Sep 2022,0.025,Currency,View,7233,2022,Y
879,25 Mar 2022,2021-12-31,Final Dividend,27 May 2022,16 Jun 2022,0.05,Currency,View,7233,2021,Y
880,03 Aug 2021,2021-12-31,Interim Dividend,27 Aug 2021,24 Sep 2021,0.02,Currency,View,7233,2021,Y
881,29 Mar 2021,2020-12-31,Final Dividend,28 May 2021,16 Jun 2021,0.0375,Currency,View,7233,2020,Y
882,04 Aug 2020,2020-12-31,Interim Dividend,27 Aug 2020,25 Sep 2020,0.0125,Currency,View,7233,2020,Y
883,20 May 2020,2019-12-31,Final Dividend,29 Jun 2020,15 Jul 2020,0.06,Currency,View,7233,2019,Y
884,07 Aug 2019,2019-12-31,First Interim Dividend,29 Aug 2019,25 Sep 2019,0.02,Currency,View,7233,2019,Y
885,20 Aug 2018,2018-12-31,Interim Dividend,26 Sep 2018,12 Oct 2018,0.025,Currency,View,7233,2018,Y
886,16 Aug 2022,2022-12-31,First Interim Dividend,29 Aug 2022,14 Sep 2022,0.005,Currency,View,7148,2022,Y
887,24 Mar 2022,2021-12-31,Second Interim Dividend (with Dividend Re-Investment Plan),14 Apr 2022,13 May 2022,0.018,Currency,View,7148,2021,Y
888,17 Aug 2021,2021-12-31,First Interim Dividend,30 Aug 2021,15 Sep 2021,0.005,Currency,View,7148,2021,Y
889,08 Apr 2021,2020-12-31,Second Interim Dividend (with Dividend Re-Investment Plan),21 Apr 2021,21 May 2021,0.06,Currency,View,7148,2020,Y
890,13 Aug 2020,2020-12-31,Interim Dividend,28 Aug 2020,11 Sep 2020,0.005,Currency,View,7148,2020,Y
891,30 Jun 2020,2019-12-31,Final Dividend (with Dividend Re-Investment Plan),13 Jul 2020,12 Aug 2020,0.05,Currency,View,7148,2019,Y
892,02 Oct 2019,2019-12-31,Interim Dividend (with Dividend Re-Investment Plan),15 Oct 2019,14 Nov 2019,0.01,Currency,View,7148,2019,Y
893,13 Jun 2019,2018-12-31,Final Dividend (with Dividend Re-Investment Plan),26 Jun 2019,26 Jul 2019,0.04,Currency,View,7148,2018,Y
894,22 Oct 2018,2018-12-31,First Interim Dividend,02 Nov 2018,23 Nov 2018,0.015,Currency,View,7148,2018,Y
895,16 Jun 2021,2021-06-30,Interim Dividend,05 Jul 2021,29 Jul 2021,0.01,Currency,View,3948,2021,Y
896,06 Oct 2020,2020-06-30,First and Final Dividend,11 Nov 2020,26 Nov 2020,0.01,Currency,View,3948,2020,Y
897,15 Apr 2019,2019-06-30,Special Dividend,26 Apr 2019,15 May 2019,0.05,Currency,View,3948,2019,Y
898,30 May 2018,2018-06-30,Special Dividend,12 Jun 2018,29 Jun 2018,0.05,Currency,View,3948,2018,Y
899,15 Nov 2022,2022-12-31,Second Interim Dividend,29 Nov 2022,13 Dec 2022,0.25,Currency,View,3026,2022,Y
900,24 May 2022,2022-12-31,First Interim Dividend,08 Jun 2022,22 Jun 2022,0.25,Currency,View,3026,2022,Y
901,25 Nov 2021,2021-12-31,Second Interim Dividend,09 Dec 2021,21 Dec 2021,0.25,Currency,View,3026,2021,Y
902,24 May 2021,2021-12-31,First Interim Dividend,10 Jun 2021,22 Jun 2021,0.25,Currency,View,3026,2021,Y
903,26 Nov 2020,2020-12-31,Second Interim Dividend,11 Dec 2020,24 Dec 2020,0.4,Currency,View,3026,2020,Y
904,26 Jun 2020,2020-12-31,First Interim Dividend,10 Jul 2020,24 Jul 2020,0.4,Currency,View,3026,2020,Y
905,28 Nov 2019,2019-12-31,Interim Dividend,12 Dec 2019,24 Dec 2019,0.5,Currency,View,3026,2019,Y
906,29 Apr 2019,2019-12-31,Interim Dividend,10 May 2019,17 May 2019,0.5,Currency,View,3026,2019,Y
907,27 Nov 2018,2018-12-31,Interim Dividend,10 Dec 2018,21 Dec 2018,0.9,Currency,View,3026,2018,Y
908,27 Feb 2018,2018-12-31,Interim Dividend,02 May 2018,25 May 2018,1.1,Currency,View,3026,2018,Y
909,14 Aug 2020,2020-03-31,First and Final Dividend,07 Sep 2020,28 Sep 2020,0.01,Currency,View,3417,2020,Y
910,29 Jul 2019,2019-03-31,First and Final Dividend,11 Sep 2019,01 Oct 2019,0.03,Currency,View,3417,2019,Y
911,13 Apr 2018,2018-12-31,Special Dividend,25 Apr 2018,08 May 2018,0.1597,Currency,View,2143,2018,Y
912,16 Dec 2022,2022-10-31,Third Interim Dividend,03 Jan 2023,19 Jan 2023,0.02,Currency,View,8206,2022,Y
913,15 Sep 2022,2022-10-31,Second Interim Dividend,04 Oct 2022,20 Oct 2022,0.01,Currency,View,8206,2022,Y
914,16 Jun 2022,2022-10-31,First Interim Dividend,06 Jul 2022,21 Jul 2022,0.02,Currency,View,8206,2022,Y
915,27 Jan 2022,2021-10-31,Second Interim Dividend,14 Feb 2022,28 Feb 2022,0.02,Currency,View,8206,2021,Y
916,24 Jun 2021,2021-10-31,First Interim Dividend,08 Jul 2021,23 Jul 2021,0.02,Currency,View,8206,2021,Y
917,14 Jan 2021,2020-10-31,First Interim Dividend,27 Jan 2021,10 Feb 2021,0.02,Currency,View,8206,2020,Y
918,24 Jun 2021,2021-10-31,Special Dividend,08 Jul 2021,23 Jul 2021,0.05,Currency,View,5283,2021,Y
919,25 Mar 2021,2021-10-31,First Interim Dividend,08 Apr 2021,28 Apr 2021,0.01,Currency,View,5283,2021,Y
920,17 Jan 2022,2022-02-28,Interim Dividend,07 Feb 2022,28 Feb 2022,0.005,Currency,View,0239,2022,Y
921,22 Apr 2022,2022-08-31,Interim Dividend,12 May 2022,27 May 2022,0.005,Currency,View,0227,2022,Y
922,24 Oct 2019,2019-06-30,First and Final Dividend,05 Dec 2019,20 Dec 2019,0.005,Currency,View,5253,2019,Y
923,23 May 2018,2018-06-30,Interim Dividend,08 Jun 2018,26 Jun 2018,0.01,Currency,View,5253,2018,Y
924,22 Nov 2017,2018-06-30,Interim Dividend,06 Dec 2017,21 Dec 2017,0.015,Currency,View,5253,2018,Y
925,17 Jan 2022,2022-06-30,Interim Dividend,04 Feb 2022,18 Feb 2022,0.0175,Currency,View,5036,2022,Y
926,24 Feb 2021,2021-06-30,Interim Dividend,11 Mar 2021,26 Mar 2021,0.0175,Currency,View,5036,2021,Y
927,24 Nov 2022,2022-09-30,Interim Dividend,15 Dec 2022,12 Jan 2023,0.015,Currency,View,5208,2022,Y
928,25 May 2022,2022-09-30,Interim Dividend,15 Jun 2022,07 Jul 2022,0.0175,Currency,View,5208,2022,Y
929,25 Nov 2021,2021-09-30,Interim Dividend,15 Dec 2021,12 Jan 2022,0.015,Currency,View,5208,2021,Y
930,20 May 2021,2021-09-30,Interim Dividend,18 Jun 2021,09 Jul 2021,0.015,Currency,View,5208,2021,Y
931,20 Nov 2020,2020-09-30,Second Interim Dividend,14 Dec 2020,08 Jan 2021,0.03,Currency,View,5208,2020,Y
932,17 Aug 2020,2020-09-30,First Interim Dividend,09 Sep 2020,24 Sep 2020,0.03,Currency,View,5208,2020,Y
933,21 Jan 2020,2019-09-30,Final Dividend,28 Feb 2020,16 Mar 2020,0.03,Currency,View,5208,2019,Y
934,27 Aug 2019,2019-09-30,First Interim Dividend,11 Sep 2019,27 Sep 2019,0.03,Currency,View,5208,2019,Y
935,13 Feb 2019,2018-09-30,Final Dividend,15 Mar 2019,02 Apr 2019,0.03,Currency,View,5208,2018,Y
936,20 Aug 2018,2018-09-30,First Interim Dividend,07 Sep 2018,28 Sep 2018,0.02,Currency,View,5208,2018,Y
937,20 Aug 2018,2018-09-30,Special Dividend,07 Sep 2018,28 Sep 2018,0.02,Currency,View,5208,2018,Y
938,27 Oct 2020,2020-06-30,First and Final Dividend,27 Nov 2020,10 Dec 2020,0.005,Currency,View,8877,2020,Y
939,29 Oct 2019,2019-06-30,First and Final Dividend,28 Nov 2019,12 Dec 2019,0.01,Currency,View,8877,2019,Y
940,29 Oct 2018,2018-06-30,First and Final Dividend,27 Dec 2018,22 Jan 2019,0.01,Currency,View,8877,2018,Y
941,13 Jun 2018,2019-03-31,Interim Dividend,27 Jun 2018,20 Jul 2018,0.05,Currency,View,9016,2019,Y
942,20 May 2022,2022-03-31,Interim Dividend,02 Jun 2022,16 Jun 2022,0.0325,Currency,View,5228,2022,Y
943,18 Nov 2021,2022-03-31,Interim Dividend,06 Dec 2021,16 Dec 2021,0.02,Currency,View,5228,2022,Y
944,20 May 2021,2021-03-31,Interim Dividend,08 Jun 2021,18 Jun 2021,0.0475,Currency,View,5228,2021,Y
945,19 Nov 2020,2021-03-31,Interim Dividend,04 Dec 2020,18 Dec 2020,0.025,Currency,View,5228,2021,Y
946,09 Jun 2020,2020-03-31,Second Interim Dividend,29 Jun 2020,16 Jul 2020,0.0375,Currency,View,5228,2020,Y
947,19 Nov 2019,2020-03-31,Interim Dividend,31 Dec 2019,15 Jan 2020,0.035,Currency,View,5228,2020,Y
948,11 Jun 2019,2019-03-31,Final Dividend,15 Aug 2019,28 Aug 2019,0.035,Currency,View,5228,2019,Y
949,13 Nov 2018,2019-03-31,Interim Dividend,16 Jan 2019,30 Jan 2019,0.035,Currency,View,5228,2019,Y
950,07 Jun 2018,2018-03-31,Final Dividend,03 Sep 2018,26 Sep 2018,0.035,Currency,View,5228,2018,Y
951,16 Nov 2017,2018-03-31,Interim Dividend,23 Jan 2018,08 Feb 2018,0.0325,Currency,View,5228,2018,Y
952,19 Aug 2022,2022-12-31,First Interim Dividend,14 Sep 2022,07 Oct 2022,0.01,Currency,View,0090,2022,Y
953,18 Feb 2022,2021-12-31,Second Interim Dividend,30 Mar 2022,15 Apr 2022,0.01,Currency,View,0090,2021,Y
954,20 Aug 2021,2021-12-31,First Interim Dividend,14 Sep 2021,08 Oct 2021,0.005,Currency,View,0090,2021,Y
955,24 Feb 2021,2020-12-31,Third Interim Dividend,30 Mar 2021,16 Apr 2021,0.005,Currency,View,0090,2020,Y
