,Announced,Financial Year,Subject,EX Date,Payment Date,Amount,Indicator,Unnamed: 7,Stock Code,Year,Status
956,28 Aug 2020,2020-12-31,Second Interim Dividend,17 Sep 2020,09 Oct 2020,0.0025,Currency,View,0090,2020,Y
957,22 May 2020,2020-12-31,First Interim Dividend,12 Jun 2020,10 Jul 2020,0.0025,Currency,View,0090,2020,Y
958,26 Feb 2020,2019-12-31,Fourth Interim Dividend,24 Mar 2020,17 Apr 2020,0.005,Currency,View,0090,2019,Y
959,22 Nov 2019,2019-12-31,Interim Dividend,09 Dec 2019,08 Jan 2020,0.005,Currency,View,0090,2019,Y
960,16 Aug 2019,2019-12-31,Second interim dividend,17 Sep 2019,27 Sep 2019,0.01,Currency,View,0090,2019,Y
961,27 May 2019,2019-12-31,First Interim Dividend,18 Jun 2019,28 Jun 2019,0.01,Currency,View,0090,2019,Y
962,22 Feb 2019,2018-12-31,Interim Dividend,20 Mar 2019,19 Apr 2019,0.0125,Currency,View,0090,2018,Y
963,16 Nov 2018,2018-12-31,Interim Dividend,06 Dec 2018,21 Dec 2018,0.0125,Currency,View,0090,2018,Y
964,17 Aug 2018,2018-12-31,Second interim dividend,12 Sep 2018,28 Sep 2018,0.03,Currency,View,0090,2018,Y
965,25 May 2018,2018-12-31,First Interim Dividend,20 Jun 2018,29 Jun 2018,0.02,Currency,View,0090,2018,Y
966,02 Feb 2021,2021-12-31,Interim Dividend,10 Feb 2021,26 Feb 2021,0.0007,Currency,View,03025,2021,Y
967,05 Sep 2019,2019-12-31,First Interim Dividend,25 Sep 2019,10 Oct 2019,0.0016,Currency,View,03025,2019,Y
968,25 Feb 2021,2020-12-31,First Interim Dividend,12 Mar 2021,30 Mar 2021,0.035,Currency,View,7149,2020,Y
969,03 Jul 2019,2018-12-31,Final Dividend,29 Jul 2019,16 Aug 2019,0.03,Currency,View,7149,2018,Y
970,01 Oct 2018,2018-12-31,First Interim Dividend,16 Oct 2018,31 Oct 2018,0.03,Currency,View,7149,2018,Y
971,26 Apr 2022,2021-12-31,Final Dividend,14 Jun 2022,01 Jul 2022,0.01,Currency,View,5056,2021,Y
972,27 Apr 2021,2020-12-31,Final Dividend,14 Jun 2021,02 Jul 2021,0.0075,Currency,View,5056,2020,Y
973,20 May 2020,2019-12-31,Final Dividend,27 Aug 2020,21 Sep 2020,0.0062,Currency,View,5056,2019,Y
974,29 Apr 2019,2018-12-31,Final Dividend,13 Jun 2019,02 Jul 2019,0.0075,Currency,View,5056,2018,Y
975,02 Dec 2021,2022-03-31,Special Dividend,16 Dec 2021,28 Dec 2021,0.074,Currency,View,8613,2022,Y
976,29 Apr 2020,2020-03-31,Interim Dividend,15 May 2020,29 May 2020,0.0125,Currency,View,8613,2020,Y
977,29 Apr 2019,2019-03-31,First Interim Dividend,08 May 2019,17 May 2019,0.03,Currency,View,8613,2019,Y
978,06 Jul 2018,2018-03-31,First Interim Dividend,19 Jul 2018,06 Aug 2018,0.045,Currency,View,8613,2018,Y
979,05 Dec 2022,2022-12-31,Interim Dividend,16 Dec 2022,30 Dec 2022,0.0125,Currency,View,7217,2022,Y
980,06 May 2021,2020-12-31,Interim Dividend,24 May 2021,18 Jun 2021,0.015,Currency,View,7217,2020,Y
981,26 Apr 2021,2021-05-31,Interim Dividend,10 May 2021,25 May 2021,0.04,Currency,View,0100,2021,Y
982,21 Aug 2020,2021-05-31,Interim Dividend,09 Sep 2020,28 Sep 2020,0.01,Currency,View,0100,2021,Y
983,11 Sep 2019,2020-05-31,Ordinary Dividend,27 Sep 2019,24 Oct 2019,0.006,Currency,View,0100,2020,Y
984,01 Oct 2018,2019-05-31,Ordinary Dividend,11 Oct 2018,26 Oct 2018,0.006,Currency,View,0100,2019,Y
985,08 Sep 2017,2018-05-31,Ordinary Dividend,03 Oct 2017,20 Oct 2017,0.006,Currency,View,0100,2018,Y
986,03 Oct 2022,2022-03-31,Final Dividend,18 Oct 2022,18 Nov 2022,0.005,Currency,View,5081,2022,Y
987,25 Nov 2021,2022-03-31,Interim Dividend,16 Dec 2021,14 Jan 2022,0.005,Currency,View,5081,2022,Y
988,05 Oct 2021,2021-03-31,Final Dividend,18 Oct 2021,19 Nov 2021,0.005,Currency,View,5081,2021,Y
989,26 Nov 2020,2021-03-31,Interim Dividend,17 Dec 2020,15 Jan 2021,0.005,Currency,View,5081,2021,Y
990,05 Oct 2020,2020-03-31,Final Dividend,19 Oct 2020,19 Nov 2020,0.005,Currency,View,5081,2020,Y
991,28 Nov 2019,2020-03-31,Interim Dividend,12 Dec 2019,10 Jan 2020,0.0125,Currency,View,5081,2020,Y
992,06 Sep 2019,2019-03-31,Final Dividend,23 Sep 2019,18 Oct 2019,0.0175,Currency,View,5081,2019,Y
993,26 Nov 2018,2019-03-31,Interim Dividend,12 Dec 2018,11 Jan 2019,0.0125,Currency,View,5081,2019,Y
994,06 Sep 2018,2018-03-31,Final Dividend,24 Sep 2018,19 Oct 2018,0.0175,Currency,View,5081,2018,Y
995,28 Nov 2017,2018-03-31,Interim Dividend,13 Dec 2017,12 Jan 2018,0.0125,Currency,View,5081,2018,Y
996,22 Oct 2021,2022-02-28,Interim Dividend,23 Nov 2021,08 Dec 2021,0.015,Currency,View,6815,2022,Y
997,16 Jan 2020,2020-02-29,Interim Dividend,05 Feb 2020,03 Mar 2020,0.015,Currency,View,6815,2020,Y
998,15 Jun 2022,2021-12-31,Final Dividend,29 Jul 2022,18 Aug 2022,0.015,Currency,View,5101,2021,Y
999,29 Apr 2019,2018-12-31,Final Dividend,31 Jul 2019,16 Aug 2019,0.0048,Currency,View,5101,2018,Y
1000,24 Jun 2022,2022-12-31,Interim Dividend,07 Jul 2022,22 Jul 2022,0.008,Currency,View,0190,2022,Y
1001,19 Nov 2020,2020-12-31,Interim Dividend,03 Dec 2020,18 Dec 2020,0.01,Currency,View,0190,2020,Y
1002,24 Aug 2018,2018-12-31,Interim Dividend,12 Sep 2018,04 Oct 2018,0.018,Currency,View,0190,2018,Y
1003,28 Apr 2022,2021-12-31,Final Dividend,07 Sep 2022,22 Sep 2022,0.005,Currency,View,7249,2021,Y
1004,28 May 2021,2020-12-31,Final Dividend,09 Sep 2021,27 Sep 2021,0.035,Currency,View,7249,2020,Y
1005,08 Oct 2020,2020-12-31,Interim Dividend,22 Oct 2020,06 Nov 2020,0.035,Currency,View,7249,2020,Y
1006,29 Apr 2019,2018-12-31,First and Final Dividend,22 Jul 2019,19 Aug 2019,0.005,Currency,View,7249,2018,Y
1007,29 Apr 2022,2021-12-31,Final Dividend,23 Jun 2022,14 Jul 2022,0.005,Currency,View,0065,2021,Y
1008,25 Nov 2021,2021-12-31,Second Interim Dividend,08 Dec 2021,23 Dec 2021,0.005,Currency,View,0065,2021,Y
1009,30 Aug 2021,2021-12-31,First Interim Dividend,14 Sep 2021,30 Sep 2021,0.005,Currency,View,0065,2021,Y
1010,12 May 2021,2021-12-31,Final Dividend,23 Jun 2021,08 Jul 2021,0.005,Currency,View,0065,2021,Y
1011,24 Nov 2020,2020-12-31,Second Interim Dividend,08 Dec 2020,23 Dec 2020,0.005,Currency,View,0065,2020,Y
1012,24 Aug 2020,2020-12-31,First Interim Dividend,08 Sep 2020,23 Sep 2020,0.005,Currency,View,0065,2020,Y
1013,26 Nov 2019,2019-12-31,Second interim dividend,10 Dec 2019,18 Dec 2019,0.005,Currency,View,0065,2019,Y
1014,22 Aug 2019,2019-12-31,First Interim Dividend,05 Sep 2019,19 Sep 2019,0.005,Currency,View,0065,2019,Y
1015,23 Nov 2018,2018-12-31,Second interim dividend,06 Dec 2018,20 Dec 2018,0.0075,Currency,View,0065,2018,Y
1016,28 Aug 2018,2018-12-31,Interim Dividend,12 Sep 2018,28 Sep 2018,0.0075,Currency,View,0065,2018,Y
1017,29 Oct 2019,2019-06-30,Final Dividend,31 Dec 2019,16 Jan 2020,0.01,Currency,View,2984,2019,Y
1018,25 Nov 2021,2022-06-30,Interim Dividend,10 Dec 2021,28 Dec 2021,0.01,Currency,View,7047,2022,Y
1019,26 Nov 2020,2021-06-30,Interim Dividend,11 Dec 2020,30 Dec 2020,0.0175,Currency,View,7047,2021,Y
1020,20 Nov 2019,2020-06-30,Interim Dividend,06 Dec 2019,30 Dec 2019,0.015,Currency,View,7047,2020,Y
1021,29 Nov 2018,2019-06-30,Interim Dividend,13 Dec 2018,28 Dec 2018,0.015,Currency,View,7047,2019,Y
1022,23 Nov 2017,2018-06-30,Interim Dividend,11 Dec 2017,28 Dec 2017,0.015,Currency,View,7047,2018,Y
1023,25 Nov 2022,2022-12-31,Interim Dividend,19 Dec 2022,10 Jan 2023,0.08,Currency,View,5029,2022,Y
1024,28 Apr 2022,2021-12-31,Special Dividend,22 Jun 2022,06 Jul 2022,0.03,Currency,View,5029,2021,Y
1025,28 Apr 2022,2021-12-31,Final Dividend,22 Jun 2022,06 Jul 2022,0.05,Currency,View,5029,2021,Y
1026,25 Nov 2021,2021-12-31,Interim Dividend,09 Dec 2021,23 Dec 2021,0.05,Currency,View,5029,2021,Y
1027,28 Apr 2021,2020-12-31,Final Dividend,16 Jun 2021,30 Jun 2021,0.05,Currency,View,5029,2020,Y
1028,04 Dec 2020,2020-12-31,Interim Dividend,11 Dec 2020,22 Dec 2020,0.02,Currency,View,5029,2020,Y
1029,29 Apr 2020,2019-12-31,Second Interim Dividend,07 Jul 2020,14 Jul 2020,0.015,Currency,View,5029,2019,Y
1030,19 Nov 2019,2019-12-31,Interim Dividend,06 Dec 2019,17 Dec 2019,0.01,Currency,View,5029,2019,Y
1031,29 Apr 2019,2018-12-31,Final Dividend,26 Jun 2019,16 Jul 2019,0.02,Currency,View,5029,2018,Y
1032,19 Nov 2018,2018-12-31,Interim Dividend,28 Dec 2018,15 Jan 2019,0.01,Currency,View,5029,2018,Y
1033,28 Jul 2022,2022-03-31,Final Dividend,01 Sep 2022,15 Sep 2022,0.0107,Currency,View,5306,2022,Y
1034,26 Aug 2020,2020-12-31,Interim Dividend,11 Sep 2020,28 Sep 2020,0.01,Currency,View,0084,2020,Y
1035,23 Aug 2019,2019-12-31,Interim Dividend,07 Oct 2019,29 Oct 2019,0.005,Currency,View,0084,2019,Y
1036,29 Apr 2019,2018-12-31,Final Dividend,07 Jun 2019,25 Jun 2019,0.005,Currency,View,0084,2018,Y
1037,28 Aug 2018,2018-12-31,Interim Dividend,14 Sep 2018,04 Oct 2018,0.005,Currency,View,0084,2018,Y
1038,05 May 2022,2022-12-31,First Interim Dividend,25 May 2022,10 Jun 2022,0.85,Currency,View,7229,2022,Y
1039,22 Jun 2022,2021-12-31,First and Final Dividend,05 Sep 2022,21 Sep 2022,0.08,Currency,View,7229,2021,Y
1040,29 Jun 2021,2020-12-31,First and Final Dividend,16 Aug 2021,02 Sep 2021,0.08,Currency,View,7229,2020,Y
1041,10 Sep 2020,2019-12-31,First and Final Dividend,12 Nov 2020,24 Nov 2020,0.15,Currency,View,7229,2019,Y
1042,29 Apr 2019,2018-12-31,First and Final Dividend,16 Jul 2019,29 Jul 2019,0.135,Currency,View,7229,2018,Y
1043,27 Feb 2019,2019-06-30,First Interim Dividend,12 Mar 2019,08 Apr 2019,0.1,Currency,View,2755,2019,Y
1044,02 Dec 2021,2022-06-30,First Interim Dividend,23 Dec 2021,07 Jan 2022,0.005,Currency,View,8605,2022,Y
1045,09 May 2019,2019-06-30,First Interim Dividend,24 May 2019,04 Jun 2019,0.005,Currency,View,8605,2019,Y
1046,30 Aug 2022,2022-12-31,Interim Dividend,14 Sep 2022,29 Sep 2022,0.04,Currency,View,5222,2022,Y
1047,28 Feb 2022,2021-12-31,Final Dividend,15 Mar 2022,31 Mar 2022,0.08,Currency,View,5222,2021,Y
1048,26 Feb 2021,2020-12-31,Final Dividend,17 Mar 2021,31 Mar 2021,0.03,Currency,View,5222,2020,Y
1049,28 May 2020,2019-12-31,Final Dividend,29 Jun 2020,15 Jul 2020,0.02,Currency,View,5222,2019,Y
1050,24 Jan 2022,2021-09-30,Final Dividend,14 Mar 2022,08 Apr 2022,0.022,Currency,View,6939,2021,Y
1051,25 Aug 2021,2021-09-30,Interim Dividend,09 Sep 2021,28 Sep 2021,0.01,Currency,View,6939,2021,Y
1052,25 Jan 2021,2020-09-30,Final Dividend,12 Mar 2021,05 Apr 2021,0.0175,Currency,View,6939,2020,Y
1053,25 Aug 2020,2020-09-30,Interim Dividend,09 Sep 2020,28 Sep 2020,0.01,Currency,View,6939,2020,Y
1054,21 Jan 2020,2019-09-30,Final Dividend,10 Mar 2020,03 Apr 2020,0.02,Currency,View,6939,2019,Y
1055,25 Jan 2019,2018-09-30,Final Dividend,11 Mar 2019,05 Apr 2019,0.0225,Currency,View,6939,2018,Y
1056,26 Sep 2022,2022-05-31,Final Dividend,07 Dec 2022,29 Dec 2022,0.0085,Currency,View,0149,2022,Y
1057,27 Sep 2021,2021-05-31,Final Dividend,07 Dec 2021,29 Dec 2021,0.0045,Currency,View,0149,2021,Y
1058,24 Sep 2020,2020-05-31,Final Dividend,07 Dec 2020,29 Dec 2020,0.0054,Currency,View,0149,2020,Y
1059,26 Sep 2019,2019-05-31,Final Dividend,05 Dec 2019,27 Dec 2019,0.0072,Currency,View,0149,2019,Y
1060,27 Sep 2018,2018-05-31,Final Dividend,05 Dec 2018,28 Dec 2018,0.0075,Currency,View,0149,2018,Y
1061,11 Oct 2022,2022-12-31,Interim Dividend,18 Oct 2022,28 Oct 2022,0.014,Currency,View,03026,2022,Y
1062,17 Feb 2021,2021-12-31,Interim Dividend,04 Mar 2021,11 Mar 2021,0.023,Currency,View,03026,2021,Y
1063,15 Apr 2020,2020-12-31,Interim Dividend,22 Apr 2020,05 May 2020,0.014,Currency,View,03026,2020,Y
1064,24 May 2022,2022-03-31,Second Interim Dividend,21 Jul 2022,12 Aug 2022,0.075,Currency,View,3107,2022,Y
1065,24 May 2022,2022-03-31,Special Dividend,21 Jul 2022,12 Aug 2022,0.025,Currency,View,3107,2022,Y
1066,24 Nov 2021,2022-03-31,First Interim Dividend,13 Dec 2021,30 Dec 2021,0.05,Currency,View,3107,2022,Y
1067,29 Jun 2021,2021-03-31,Second Interim Dividend,16 Aug 2021,03 Sep 2021,0.075,Currency,View,3107,2021,Y
1068,12 Nov 2020,2021-03-31,First Interim Dividend,11 Dec 2020,30 Dec 2020,0.05,Currency,View,3107,2021,Y
1069,22 Jun 2020,2020-03-31,Second Interim Dividend,19 Aug 2020,07 Sep 2020,0.075,Currency,View,3107,2020,Y
1070,21 Nov 2019,2020-03-31,Interim Dividend,12 Dec 2019,30 Dec 2019,0.05,Currency,View,3107,2020,Y
1071,26 Jul 2019,2019-03-31,Final Dividend,10 Sep 2019,30 Sep 2019,0.075,Currency,View,3107,2019,Y
1072,22 Nov 2018,2019-03-31,Interim Dividend,05 Dec 2018,28 Dec 2018,0.05,Currency,View,3107,2019,Y
1073,30 Jul 2018,2018-03-31,Final Dividend,29 Aug 2018,20 Sep 2018,0.075,Currency,View,3107,2018,Y
1074,22 Nov 2017,2018-03-31,Interim Dividend,06 Dec 2017,29 Dec 2017,0.05,Currency,View,3107,2018,Y
1075,22 Apr 2022,2021-12-31,Final Dividend,30 May 2022,17 Jun 2022,0.01,Currency,View,0231,2021,Y
1076,22 Aug 2022,2022-06-30,Third Interim Dividend,29 Sep 2022,07 Oct 2022,0.02,Currency,View,7210,2022,Y
1077,26 May 2022,2022-06-30,Second Interim Dividend,07 Jul 2022,28 Jul 2022,0.01,Currency,View,7210,2022,Y
1078,22 Feb 2022,2022-06-30,First Interim Dividend,05 May 2022,19 May 2022,0.01,Currency,View,7210,2022,Y
1079,19 Aug 2021,2021-06-30,Third Interim Dividend,29 Sep 2021,18 Oct 2021,0.01,Currency,View,7210,2021,Y
1080,18 Feb 2021,2021-06-30,Second Interim Dividend,05 Mar 2021,22 Mar 2021,0.02,Currency,View,7210,2021,Y
1081,27 Nov 2020,2021-06-30,First Interim Dividend,11 Dec 2020,23 Dec 2020,0.01,Currency,View,7210,2021,Y
1082,24 Aug 2020,2020-06-30,Second Interim Dividend,29 Sep 2020,16 Oct 2020,0.01,Currency,View,7210,2020,Y
1083,23 Jun 2020,2020-06-30,First Interim Dividend,09 Jul 2020,28 Jul 2020,0.01,Currency,View,7210,2020,Y
1084,21 Aug 2019,2019-06-30,Second interim dividend,30 Oct 2019,15 Nov 2019,0.025,Currency,View,7210,2019,Y
1085,28 May 2019,2019-06-30,First Interim Dividend,27 Jun 2019,26 Jul 2019,0.01,Currency,View,7210,2019,Y
1086,21 Aug 2018,2018-06-30,Second interim dividend,29 Oct 2018,14 Nov 2018,0.035,Currency,View,7210,2018,Y
1087,23 May 2018,2018-06-30,First Interim Dividend,27 Jun 2018,27 Jul 2018,0.015,Currency,View,7210,2018,Y
1088,22 Aug 2022,2022-12-31,Interim Dividend,14 Sep 2022,30 Sep 2022,0.03,Currency,View,5197,2022,Y
1089,20 May 2022,2022-12-31,Interim Dividend,29 Jun 2022,15 Jul 2022,0.03,Currency,View,5197,2022,Y
1090,21 Feb 2022,2021-12-31,Interim Dividend,01 Apr 2022,20 Apr 2022,0.03,Currency,View,5197,2021,Y
1091,02 Dec 2021,2021-12-31,Interim Dividend,06 Dec 2021,22 Dec 2021,0.05,Currency,View,5197,2021,Y
1092,15 Dec 2020,2020-12-31,Interim Dividend,30 Dec 2020,20 Jan 2021,0.03,Currency,View,5197,2020,Y
1093,04 Jul 2019,2019-12-31,Interim Dividend,29 Jul 2019,19 Aug 2019,0.01,Currency,View,5197,2019,Y
1094,26 Feb 2019,2019-12-31,Interim Dividend,29 Mar 2019,16 Apr 2019,0.04,Currency,View,5197,2019,Y
1095,12 Nov 2018,2018-12-31,Interim Dividend,30 Nov 2018,17 Dec 2018,0.08,Currency,View,5197,2018,Y
1096,28 May 2018,2018-12-31,Interim Dividend,12 Jun 2018,28 Jun 2018,0.02,Currency,View,5197,2018,Y
1097,26 Feb 2018,2018-12-31,Interim Dividend,12 Mar 2018,27 Mar 2018,0.06,Currency,View,5197,2018,Y
1098,22 Nov 2022,2022-12-31,Interim Dividend,13 Dec 2022,30 Dec 2022,0.015,Currency,View,0157,2022,Y
1099,25 May 2022,2022-12-31,Interim Dividend,13 Jun 2022,30 Jun 2022,0.015,Currency,View,0157,2022,Y
1100,24 Nov 2021,2021-12-31,Second Interim Dividend,09 Dec 2021,30 Dec 2021,0.01,Currency,View,0157,2021,Y
1101,27 May 2021,2021-12-31,Interim Dividend,11 Jun 2021,30 Jun 2021,0.01,Currency,View,0157,2021,Y
1102,25 Nov 2020,2020-12-31,Second Interim Dividend,09 Dec 2020,30 Dec 2020,0.01,Currency,View,0157,2020,Y
1103,22 Jan 2020,2020-12-31,Interim Dividend,10 Feb 2020,25 Feb 2020,0.01,Currency,View,0157,2020,Y
1104,13 Aug 2019,2019-12-31,Interim Dividend,27 Aug 2019,13 Sep 2019,0.01,Currency,View,0157,2019,Y
1105,29 Apr 2019,2019-12-31,Interim Dividend,16 May 2019,31 May 2019,0.015,Currency,View,0157,2019,Y
1106,08 Jun 2018,2018-12-31,Interim Dividend,06 Jul 2018,24 Jul 2018,0.01,Currency,View,0157,2018,Y
1107,24 Feb 2022,2021-12-31,First Interim Dividend,07 Apr 2022,28 Apr 2022,0.2,Currency,View,9172,2021,Y
1108,25 Feb 2021,2020-12-31,First Interim Dividend,02 Apr 2021,19 Apr 2021,0.14,Currency,View,9172,2020,Y
1109,20 Feb 2020,2019-12-31,First Interim Dividend,02 Apr 2020,17 Apr 2020,0.11,Currency,View,9172,2019,Y
1110,21 Feb 2019,2018-12-31,First Interim Dividend,03 Apr 2019,18 Apr 2019,0.1,Currency,View,9172,2018,Y
1111,20 May 2022,2022-06-30,Interim Dividend,09 Jun 2022,28 Jun 2022,0.01,Currency,View,5277,2022,Y
1112,24 Nov 2021,2022-06-30,Interim Dividend,10 Dec 2021,30 Dec 2021,0.005,Currency,View,5277,2022,Y
1113,11 May 2021,2021-06-30,Interim Dividend,04 Jun 2021,28 Jun 2021,0.01,Currency,View,5277,2021,Y
1114,18 Nov 2020,2021-06-30,Interim Dividend,07 Dec 2020,28 Dec 2020,0.005,Currency,View,5277,2021,Y
1115,28 Jan 2020,2020-06-30,Interim Dividend,13 Feb 2020,28 Feb 2020,0.012,Currency,View,5277,2020,Y
1116,22 Feb 2019,2019-06-30,Interim Dividend,08 Mar 2019,29 Mar 2019,0.01,Currency,View,5277,2019,Y
1117,21 May 2018,2018-06-30,Interim Dividend,06 Jun 2018,28 Jun 2018,0.01,Currency,View,5277,2018,Y
1118,16 Dec 2022,2022-09-30,Final Dividend,19 Jan 2023,10 Feb 2023,0.33,Currency,View,3689,2022,Y
1119,27 Apr 2022,2022-09-30,Interim Dividend,13 May 2022,31 May 2022,0.27,Currency,View,3689,2022,Y
1120,16 Dec 2021,2021-09-30,Final Dividend,20 Jan 2022,09 Feb 2022,0.33,Currency,View,3689,2021,Y
1121,04 May 2021,2021-09-30,Interim Dividend,19 May 2021,16 Jun 2021,0.27,Currency,View,3689,2021,Y
1122,18 Dec 2020,2020-09-30,Final Dividend,20 Jan 2021,05 Feb 2021,0.33,Currency,View,3689,2020,Y
1123,04 May 2020,2020-09-30,Interim Dividend,19 May 2020,12 Jun 2020,0.27,Currency,View,3689,2020,Y
1124,19 Dec 2019,2019-09-30,Final Dividend,22 Jan 2020,13 Feb 2020,0.33,Currency,View,3689,2019,Y
1125,29 Apr 2019,2019-09-30,Interim Dividend,21 May 2019,13 Jun 2019,0.27,Currency,View,3689,2019,Y
1126,21 Dec 2018,2018-09-30,Final Dividend,25 Jan 2019,15 Feb 2019,0.305,Currency,View,3689,2018,Y
1127,03 May 2018,2018-09-30,Interim Dividend,16 May 2018,07 Jun 2018,0.27,Currency,View,3689,2018,Y
1128,28 Jul 2022,2022-12-31,First Interim Dividend,19 Aug 2022,20 Sep 2022,0.016,Currency,View,0128,2022,Y
1129,04 Mar 2022,2021-12-31,Second Interim Dividend,17 Mar 2022,13 Apr 2022,0.025,Currency,View,0128,2021,Y
1130,30 Jul 2021,2021-12-31,First Interim Dividend,19 Aug 2021,17 Sep 2021,0.015,Currency,View,0128,2021,Y
1131,25 Feb 2021,2020-12-31,Second Interim Dividend,17 Mar 2021,08 Apr 2021,0.028,Currency,View,0128,2020,Y
1132,10 Aug 2020,2020-12-31,First Interim Dividend,03 Sep 2020,22 Sep 2020,0.012,Currency,View,0128,2020,Y
1133,21 Feb 2020,2019-12-31,Second Interim Dividend,18 Mar 2020,13 Apr 2020,0.015,Currency,View,0128,2019,Y
1134,08 Aug 2019,2019-12-31,First Interim Dividend,06 Sep 2019,27 Sep 2019,0.01,Currency,View,0128,2019,Y
1135,21 Feb 2019,2018-12-31,Second interim dividend,12 Mar 2019,28 Mar 2019,0.008,Currency,View,0128,2018,Y
1136,08 Nov 2018,2018-12-31,Interim Dividend,04 Dec 2018,21 Dec 2018,0.007,Currency,View,0128,2018,Y
1137,01 Dec 2022,2022-12-31,Income Distribution,23 Dec 2022,12 Jan 2023,0.007,Currency,View,0820EA,2022,Y
1138,02 Jun 2022,2022-12-31,Income Distribution,27 Jun 2022,14 Jul 2022,0.03,Currency,View,0820EA,2022,Y
1139,07 Dec 2021,2021-12-31,Income Distribution,28 Dec 2021,14 Jan 2022,0.024,Currency,View,0820EA,2021,Y
1140,26 May 2021,2020-12-31,Income Distribution,24 Jun 2021,15 Jul 2021,0.028,Currency,View,0820EA,2020,Y
1141,30 Nov 2020,2020-12-31,Income Distribution,28 Dec 2020,14 Jan 2021,0.018,Currency,View,0820EA,2020,Y
1142,03 Dec 2019,2019-12-31,Income Distribution,24 Dec 2019,16 Jan 2020,0.028,Currency,View,0820EA,2019,Y
1143,07 Dec 2018,2018-12-31,Income Distribution,27 Dec 2018,18 Jan 2019,0.028,Currency,View,0820EA,2018,Y
1144,13 Jun 2018,2018-12-31,Income Distribution,27 Jun 2018,23 Jul 2018,0.005,Currency,View,0820EA,2018,Y
1145,26 Nov 2020,2020-12-31,Interim Dividend,17 Dec 2020,07 Jan 2021,0.01,Currency,View,5226,2020,Y
1146,29 Nov 2019,2019-12-31,Interim Dividend,13 Dec 2019,09 Jan 2020,0.015,Currency,View,5226,2019,Y
1147,03 Dec 2018,2018-12-31,Interim Dividend,14 Dec 2018,10 Jan 2019,0.02,Currency,View,5226,2018,Y
1148,14 May 2018,2018-12-31,Special Dividend,28 May 2018,12 Jun 2018,0.01,Currency,View,5226,2018,Y
1149,14 May 2018,2018-12-31,Interim Dividend,28 May 2018,12 Jun 2018,0.02,Currency,View,5226,2018,Y
1150,15 Nov 2022,2022-05-31,First and Final Dividend,23 Nov 2022,09 Dec 2022,0.007,Currency,View,9261,2022,Y
1151,29 Sep 2021,2021-05-31,First and Final Dividend,12 Nov 2021,03 Dec 2021,0.003,Currency,View,9261,2021,Y
1152,28 Sep 2020,2020-05-31,First and Final Dividend,19 Nov 2020,10 Dec 2020,0.01,Currency,View,9261,2020,Y
1153,26 Sep 2019,2019-05-31,First and Final Dividend,14 Nov 2019,06 Dec 2019,0.012,Currency,View,9261,2019,Y
1154,27 Sep 2018,2018-05-31,First and Final Dividend,14 Nov 2018,07 Dec 2018,0.03,Currency,View,9261,2018,Y
1155,25 Mar 2021,2020-12-31,First Interim Dividend,13 Apr 2021,30 Apr 2021,0.005,Currency,View,0206,2020,Y
1156,26 Feb 2020,2019-12-31,Second Interim Dividend,12 Mar 2020,30 Mar 2020,0.005,Currency,View,0206,2019,Y
1157,26 Aug 2019,2019-12-31,First Interim Dividend,12 Sep 2019,30 Sep 2019,0.005,Currency,View,0206,2019,Y
1158,22 Jul 2022,2022-07-31,Second Interim Dividend (with Dividend Re-Investment Plan),04 Aug 2022,02 Sep 2022,0.06,Currency,View,5398,2022,Y
1159,21 Jan 2022,2022-07-31,First Interim Dividend (with Dividend Re-Investment Plan),09 Feb 2022,08 Mar 2022,0.06,Currency,View,5398,2022,Y
1160,13 Jan 2020,2020-07-31,First Interim Dividend (with Dividend Re-Investment Plan),24 Jan 2020,25 Feb 2020,0.06,Currency,View,5398,2020,Y
1161,27 Jun 2019,2019-07-31,Second interim dividend,18 Jul 2019,06 Aug 2019,0.06,Currency,View,5398,2019,Y
1162,14 Dec 2018,2019-07-31,First Interim Dividend,03 Jan 2019,25 Jan 2019,0.06,Currency,View,5398,2019,Y
1163,27 Jun 2018,2018-07-31,Second interim dividend,12 Jul 2018,31 Jul 2018,0.06,Currency,View,5398,2018,Y
1164,15 Dec 2017,2018-07-31,First Interim Dividend,03 Jan 2018,25 Jan 2018,0.06,Currency,View,5398,2018,Y
1165,18 Aug 2022,2022-12-31,First Interim Dividend,06 Oct 2022,28 Oct 2022,0.059,Currency,View,5209,2022,Y
1166,17 Mar 2022,2021-12-31,Final Dividend,30 Jun 2022,27 Jul 2022,0.0687,Currency,View,5209,2021,Y
1167,16 Feb 2022,2021-12-31,Second Interim Dividend,02 Mar 2022,31 Mar 2022,0.06,Currency,View,5209,2021,Y
1168,17 Aug 2021,2021-12-31,First Interim Dividend,01 Oct 2021,28 Oct 2021,0.048,Currency,View,5209,2021,Y
1169,30 Mar 2021,2020-12-31,Final Dividend,30 Jun 2021,22 Jul 2021,0.054,Currency,View,5209,2020,Y
1170,26 Feb 2021,2020-12-31,Second Interim Dividend,12 Mar 2021,31 Mar 2021,0.054,Currency,View,5209,2020,Y
1171,13 Aug 2020,2020-12-31,First Interim Dividend,21 Sep 2020,08 Oct 2020,0.0425,Currency,View,5209,2020,Y
1172,07 Apr 2020,2019-12-31,Final Dividend,30 Jun 2020,21 Jul 2020,0.045,Currency,View,5209,2019,Y
