,Announced,Financial Year,Subject,EX Date,Payment Date,Amount,Indicator,Stock Code,Year
2393,24/5/2022,30/6/2022,Second Interim Dividend,8/6/2022,21/6/2022,0.02,Currency,213,2022
2394,24/11/2021,30/6/2022,First Interim Dividend,8/12/2021,22/12/2021,0.01,Currency,213,2022
2395,28/5/2021,30/6/2021,Second Interim Dividend,14/6/2021,25/6/2021,0.02,Currency,213,2021
2396,23/11/2020,30/6/2021,First Interim Dividend,7/12/2020,21/12/2020,0.01,Currency,213,2021
2397,20/5/2020,30/6/2020,Interim Dividend,5/6/2020,22/6/2020,0.02,Currency,213,2020
2398,19/11/2019,30/6/2020,Interim Dividend,5/12/2019,18/12/2019,0.01,Currency,213,2020
2399,29/5/2019,31/12/2019,First Interim Dividend,17/6/2019,3/7/2019,0.025,Currency,5152,2019
2400,25/2/2019,31/12/2018,Second interim dividend,11/3/2019,27/3/2019,0.02,Currency,5152,2018
2401,30/5/2018,31/12/2018,First Interim Dividend,14/6/2018,4/7/2018,0.01,Currency,5152,2018
2402,28/4/2022,31/12/2021,First and Final Dividend,29/6/2022,15/7/2022,0.05,Currency,3883,2021
2403,28/4/2021,31/12/2020,First and Final Dividend,29/6/2021,21/7/2021,0.05,Currency,3883,2020
2404,24/6/2020,31/12/2019,First and Final Dividend,27/8/2020,23/9/2020,0.04,Currency,3883,2019
2405,29/4/2019,31/12/2018,First and Final Dividend,28/6/2019,16/7/2019,0.045,Currency,3883,2018
2406,10/9/2020,31/12/2019,First and Final Dividend,12/11/2020,24/11/2020,0.025,Currency,5703,2019
2407,29/4/2019,31/12/2018,First and Final Dividend,16/7/2019,29/7/2019,0.075,Currency,5703,2018
2408,20/8/2021,30/6/2021,Interim Dividend,6/9/2021,22/9/2021,0.0045,Currency,3913,2021
2409,20/8/2021,30/6/2021,Interim Dividend,6/9/2021,22/9/2021,0.0045,Currency,3905,2021
2410,29/8/2022,31/12/2022,First Interim Dividend,26/10/2022,25/11/2022,0.0025,Currency,138,2022
2411,10/8/2022,31/12/2021,Final Dividend (with Dividend Re-Investment Plan),23/8/2022,21/9/2022,0.0103,Currency,138,2021
2412,23/8/2021,31/12/2021,First Interim Dividend,14/10/2021,11/11/2021,0.0025,Currency,138,2021
2413,22/7/2021,31/12/2020,Final Dividend (with Dividend Re-Investment Plan),6/8/2021,9/9/2021,0.017,Currency,138,2020
2414,28/9/2020,31/12/2020,First Interim Dividend (with Dividend Re-Investment Plan),9/10/2020,5/11/2020,0.005,Currency,138,2020
2415,28/9/2020,31/12/2019,Final Dividend (with Dividend Re-Investment Plan),9/10/2020,5/11/2020,0.02,Currency,138,2019
2416,30/5/2019,30/9/2019,First Interim Dividend,25/7/2019,23/8/2019,0.005,Currency,138,2019
2417,29/4/2019,30/9/2018,Final Dividend,6/5/2019,5/6/2019,0.014,Currency,138,2018
2418,27/2/2018,30/6/2018,First Interim Dividend,24/4/2018,25/5/2018,0.005,Currency,138,2018
2419,29/8/2022,31/12/2022,First Interim Dividend,26/10/2022,25/11/2022,0.0025,Currency,5087,2022
2420,10/8/2022,31/12/2021,Final Dividend (with Dividend Re-Investment Plan),23/8/2022,21/9/2022,0.0103,Currency,5087,2021
2421,23/8/2021,31/12/2021,First Interim Dividend,14/10/2021,11/11/2021,0.0025,Currency,5087,2021
2422,22/7/2021,31/12/2020,Final Dividend (with Dividend Re-Investment Plan),6/8/2021,9/9/2021,0.017,Currency,5087,2020
2423,28/9/2020,31/12/2020,First Interim Dividend (with Dividend Re-Investment Plan),9/10/2020,5/11/2020,0.005,Currency,5087,2020
2424,28/9/2020,31/12/2019,Final Dividend (with Dividend Re-Investment Plan),9/10/2020,5/11/2020,0.02,Currency,5087,2019
2425,30/5/2019,30/9/2019,First Interim Dividend,25/7/2019,23/8/2019,0.005,Currency,5087,2019
2426,29/4/2019,30/9/2018,Final Dividend,6/5/2019,5/6/2019,0.014,Currency,5087,2018
2427,27/2/2018,30/6/2018,First Interim Dividend,24/4/2018,25/5/2018,0.005,Currency,5087,2018
2428,29/8/2022,31/12/2022,First Interim Dividend,26/10/2022,25/11/2022,0.0025,Currency,0821EA,2022
2429,10/8/2022,31/12/2021,Final Dividend (with Dividend Re-Investment Plan),23/8/2022,21/9/2022,0.0103,Currency,0821EA,2021
2430,23/8/2021,31/12/2021,First Interim Dividend,14/10/2021,11/11/2021,0.0025,Currency,0821EA,2021
2431,22/7/2021,31/12/2020,Final Dividend (with Dividend Re-Investment Plan),6/8/2021,9/9/2021,0.017,Currency,0821EA,2020
2432,28/9/2020,31/12/2020,First Interim Dividend (with Dividend Re-Investment Plan),9/10/2020,5/11/2020,0.005,Currency,0821EA,2020
2433,28/9/2020,31/12/2019,Final Dividend (with Dividend Re-Investment Plan),9/10/2020,5/11/2020,0.02,Currency,0821EA,2019
2434,30/5/2019,30/9/2019,First Interim Dividend,25/7/2019,23/8/2019,0.005,Currency,0821EA,2019
2435,29/4/2019,30/9/2018,Final Dividend,6/5/2019,5/6/2019,0.014,Currency,0821EA,2018
2436,27/2/2018,30/6/2018,First Interim Dividend,24/4/2018,25/5/2018,0.005,Currency,0821EA,2018
2437,27/10/2022,31/12/2021,Income Distribution,11/11/2022,25/11/2022,0.022,Currency,0824EA,2021
2438,26/2/2021,31/12/2020,Income Distribution,12/3/2021,12/4/2021,0.0253,Currency,0824EA,2020
2439,25/2/2020,31/12/2019,Income Distribution,11/3/2020,9/4/2020,0.0296,Currency,0824EA,2019
2440,21/2/2019,31/12/2018,Income Distribution,11/3/2019,8/4/2019,0.0276,Currency,0824EA,2018
2441,27/10/2022,31/12/2021,Income Distribution,11/11/2022,25/11/2022,0.013,Currency,0825EA,2021
2442,26/2/2021,31/12/2020,Income Distribution,12/3/2021,12/4/2021,0.0186,Currency,0825EA,2020
2443,25/2/2020,31/12/2019,Income Distribution,11/3/2020,9/4/2020,0.0217,Currency,0825EA,2019
2444,21/2/2019,31/12/2018,Income Distribution,11/3/2019,8/4/2019,0.0199,Currency,0825EA,2018
2445,17/7/2019,31/10/2019,First Interim Dividend,1/8/2019,15/8/2019,0.01,Currency,5275,2019
2446,11/7/2018,31/10/2018,First Interim Dividend,25/7/2018,15/8/2018,0.01,Currency,5275,2018
2447,9/7/2021,31/12/2021,Interim Dividend,26/7/2021,6/8/2021,0.079,Currency,5073,2021
2448,23/10/2020,31/12/2020,Interim Dividend,9/11/2020,20/11/2020,0.099,Currency,5073,2020
2449,29/4/2019,31/12/2018,Final Dividend,4/7/2019,19/7/2019,0.005,Currency,56,2018
2450,29/11/2022,31/12/2022,Special Dividend,14/12/2022,30/12/2022,0.03,Currency,2038,2022
2451,29/11/2022,31/12/2022,Second Interim Dividend,14/12/2022,30/12/2022,0.04,Currency,2038,2022
2452,30/5/2022,31/12/2022,Special Dividend,15/6/2022,30/6/2022,0.06,Currency,2038,2022
2453,30/5/2022,31/12/2022,First Interim Dividend,15/6/2022,30/6/2022,0.04,Currency,2038,2022
2454,26/11/2021,31/12/2021,Second Interim Dividend,13/12/2021,31/12/2021,0.03,Currency,2038,2021
2455,26/11/2021,31/12/2021,Special Dividend,13/12/2021,31/12/2021,0.04,Currency,2038,2021
2456,22/6/2021,31/12/2021,First Interim Dividend,7/7/2021,30/7/2021,0.03,Currency,2038,2021
2457,22/6/2021,31/12/2021,Special Dividend,7/7/2021,30/7/2021,0.04,Currency,2038,2021
2458,27/11/2020,31/12/2020,Special Dividend,14/12/2020,31/12/2020,0.01,Currency,2038,2020
2459,27/11/2020,31/12/2020,Second Interim Dividend,14/12/2020,31/12/2020,0.03,Currency,2038,2020
2460,29/6/2020,31/12/2020,First Interim Dividend,14/7/2020,7/8/2020,0.02,Currency,2038,2020
2461,28/11/2019,31/12/2019,Second interim dividend,16/12/2019,31/12/2019,0.02,Currency,2038,2019
2462,29/5/2019,31/12/2019,First Interim Dividend,17/6/2019,28/6/2019,0.03,Currency,2038,2019
2463,29/11/2018,31/12/2018,Second interim dividend,13/12/2018,31/12/2018,0.03,Currency,2038,2018
2464,23/5/2018,31/12/2018,Special Dividend,7/6/2018,29/6/2018,0.02,Currency,2038,2018
2465,23/5/2018,31/12/2018,First Interim Dividend,7/6/2018,29/6/2018,0.03,Currency,2038,2018
2466,15/11/2022,31/12/2022,Interim Dividend,23/11/2022,15/12/2022,0.7,Currency,4707,2022
2467,28/7/2022,31/12/2022,Interim Dividend,8/9/2022,6/10/2022,0.7,Currency,4707,2022
2468,22/2/2022,31/12/2021,Interim Dividend,18/4/2022,19/5/2022,1.02,Currency,4707,2021
2469,2/11/2021,31/12/2021,Interim Dividend,24/11/2021,15/12/2021,0.7,Currency,4707,2021
2470,24/8/2021,31/12/2021,Interim Dividend,14/9/2021,7/10/2021,0.7,Currency,4707,2021
2471,23/2/2021,31/12/2020,Third Interim Dividend,20/4/2021,20/5/2021,0.92,Currency,4707,2020
2472,10/11/2020,31/12/2020,Interim Dividend,26/11/2020,16/12/2020,0.7,Currency,4707,2020
2473,25/8/2020,31/12/2020,Interim Dividend,14/9/2020,8/10/2020,0.7,Currency,4707,2020
2474,13/4/2020,31/12/2019,Third Interim Dividend,14/4/2020,21/5/2020,1.4,Currency,4707,2019
2475,12/11/2019,31/12/2019,Interim Dividend,28/11/2019,19/12/2019,0.7,Currency,4707,2019
2476,27/8/2019,31/12/2019,Interim Dividend,13/9/2019,10/10/2019,0.7,Currency,4707,2019
2477,29/4/2019,31/12/2018,Final Dividend,8/5/2019,30/5/2019,1.4,Currency,4707,2018
2478,30/10/2018,31/12/2018,Interim Dividend,16/11/2018,13/12/2018,0.7,Currency,4707,2018
2479,14/8/2018,31/12/2018,Interim Dividend,30/8/2018,27/9/2018,0.7,Currency,4707,2018
2480,23/11/2022,31/12/2022,Interim Dividend,9/12/2022,23/12/2022,0.03,Currency,7060,2022
2481,25/4/2022,31/12/2021,Final Dividend,29/6/2022,22/7/2022,0.06,Currency,7060,2021
2482,24/11/2021,31/12/2021,Interim Dividend,9/12/2021,24/12/2021,0.03,Currency,7060,2021
2483,26/4/2021,31/12/2020,Final Dividend,29/6/2021,23/7/2021,0.05,Currency,7060,2020
2484,12/11/2020,31/12/2020,Interim Dividend,30/11/2020,31/12/2020,0.03,Currency,7060,2020
2485,27/5/2020,31/12/2019,Final Dividend,29/7/2020,21/8/2020,0.07,Currency,7060,2019
2486,8/11/2019,31/12/2019,Interim Dividend,28/11/2019,20/12/2019,0.03,Currency,7060,2019
2487,29/4/2019,31/12/2018,Final Dividend,19/6/2019,12/7/2019,0.07,Currency,7060,2018
2488,8/11/2018,31/12/2018,Interim Dividend,28/11/2018,14/12/2018,0.03,Currency,7060,2018
2489,26/11/2019,30/9/2019,Interim Dividend,31/12/2019,15/1/2020,0.01,Currency,83,2019
2490,26/11/2018,30/9/2018,Interim Dividend,14/12/2018,17/1/2019,0.01,Currency,83,2018
2491,23/8/2022,31/12/2022,Interim Dividend,1/9/2022,15/9/2022,0.0025,Currency,3006,2022
2492,24/12/2019,31/12/2019,First Interim Dividend,2/1/2020,17/1/2020,0.002,Currency,3006,2019
2493,28/6/2019,31/12/2018,Final Dividend,15/7/2019,8/8/2019,0.002,Currency,3006,2018
2494,12/12/2018,31/12/2018,First Interim Dividend,26/12/2018,18/1/2019,0.004,Currency,3006,2018
2495,23/11/2022,30/6/2022,Final Dividend,30/11/2022,8/12/2022,0.0125,Currency,201,2022
2496,22/2/2022,30/6/2022,Special Dividend,8/3/2022,16/3/2022,0.012,Currency,201,2022
2497,22/2/2022,30/6/2022,Interim Dividend,8/3/2022,16/3/2022,0.008,Currency,201,2022
2498,15/10/2021,30/6/2021,Final Dividend,30/11/2021,8/12/2021,0.012,Currency,201,2021
2499,9/2/2021,30/6/2021,Interim Dividend,25/2/2021,5/3/2021,0.006,Currency,201,2021
2500,9/2/2021,30/6/2021,Special Dividend,25/2/2021,5/3/2021,0.012,Currency,201,2021
2501,16/10/2020,30/6/2020,Final Dividend,1/12/2020,9/12/2020,0.0088,Currency,201,2020
2502,25/2/2020,30/6/2020,Interim Dividend,9/3/2020,17/3/2020,0.0055,Currency,201,2020
2503,25/10/2019,30/6/2019,Final Dividend,11/12/2019,19/12/2019,0.006,Currency,201,2019
2504,1/3/2019,30/6/2019,Interim Dividend,13/3/2019,29/3/2019,0.005,Currency,201,2019
2505,29/10/2018,30/6/2018,Final Dividend,10/12/2018,19/12/2018,0.018,Currency,201,2018
2506,17/12/2021,30/4/2022,Second Interim Dividend,31/12/2021,21/1/2022,0.008,Currency,5066,2022
2507,24/9/2021,30/4/2022,First Interim Dividend,8/10/2021,29/10/2021,0.008,Currency,5066,2022
2508,19/3/2021,30/4/2021,Third Interim Dividend,2/4/2021,23/4/2021,0.008,Currency,5066,2021
2509,18/12/2020,30/4/2021,Second Interim Dividend,5/1/2021,22/1/2021,0.008,Currency,5066,2021
2510,25/9/2020,30/4/2021,First Interim Dividend,9/10/2020,23/10/2020,0.008,Currency,5066,2021
2511,20/3/2020,30/4/2020,First Interim Dividend,3/4/2020,20/4/2020,0.008,Currency,5066,2020
2512,28/8/2019,30/4/2019,Final Dividend,4/10/2019,23/10/2019,0.008,Currency,5066,2019
2513,7/12/2018,30/4/2019,First Interim Dividend,20/12/2018,15/1/2019,0.008,Currency,5066,2019
2514,21/8/2018,30/4/2018,Final Dividend,26/9/2018,10/10/2018,0.008,Currency,5066,2018
2515,23/3/2018,30/4/2018,Interim Dividend,5/4/2018,23/4/2018,0.008,Currency,5066,2018
2516,21/9/2017,30/4/2018,First Interim Dividend,5/10/2017,23/10/2017,0.008,Currency,5066,2018
2517,24/9/2019,31/5/2019,Final Dividend,20/11/2019,5/12/2019,0.01,Currency,4944,2019
2518,29/4/2019,31/5/2019,Interim Dividend,10/5/2019,24/5/2019,0.01,Currency,4944,2019
2519,25/9/2018,31/5/2018,Final Dividend,19/11/2018,6/12/2018,0.02,Currency,4944,2018
2520,27/4/2021,31/12/2020,First and Final Dividend,16/7/2021,30/7/2021,0.015,Currency,5533,2020
2521,29/11/2022,31/12/2022,First Interim Dividend,13/12/2022,30/12/2022,0.01,Currency,49,2022
2522,23/11/2021,31/12/2021,First Interim Dividend,7/12/2021,30/12/2021,0.008,Currency,49,2021
2523,24/11/2020,31/12/2020,First Interim Dividend,8/12/2020,31/12/2020,0.008,Currency,49,2020
2524,26/11/2019,31/12/2019,First Interim Dividend,11/12/2019,27/12/2019,0.01,Currency,49,2019
2525,30/11/2018,31/12/2018,First Interim Dividend,14/12/2018,31/12/2018,0.01,Currency,49,2018
2526,24/2/2022,31/12/2021,Interim Dividend,10/3/2022,25/3/2022,0.005,Currency,172,2021
2527,15/11/2022,31/3/2022,Final Dividend,23/11/2022,2/12/2022,0.023,Currency,7140,2022
2528,28/2/2022,31/3/2022,Interim Dividend,21/4/2022,5/5/2022,0.022,Currency,7140,2022
2529,29/9/2021,31/3/2021,Final Dividend,6/12/2021,17/12/2021,0.024,Currency,7140,2021
2530,25/2/2021,31/3/2021,Interim Dividend,21/4/2021,6/5/2021,0.021,Currency,7140,2021
2531,29/9/2020,31/3/2020,Final Dividend,1/12/2020,11/12/2020,0.02,Currency,7140,2020
2532,24/2/2020,31/3/2020,Interim Dividend,17/4/2020,30/4/2020,0.02,Currency,7140,2020
2533,30/8/2019,31/3/2019,Final Dividend,4/11/2019,15/11/2019,0.019,Currency,7140,2019
2534,25/2/2019,31/3/2019,Interim Dividend,16/4/2019,26/4/2019,0.018,Currency,7140,2019
2535,27/8/2018,31/3/2018,Final Dividend,12/10/2018,31/10/2018,0.035,Currency,7140,2018
2536,28/2/2018,31/3/2018,Interim Dividend,6/4/2018,20/4/2018,0.02,Currency,7140,2018
2537,15/8/2022,31/12/2022,Second Interim Dividend,29/8/2022,9/9/2022,0.005,Currency,3041,2022
2538,28/2/2022,31/12/2022,First Interim Dividend,10/3/2022,28/3/2022,0.005,Currency,3041,2022
2539,8/6/2021,31/12/2021,First Interim Dividend,15/6/2021,30/6/2021,0.005,Currency,3041,2021
2540,21/11/2022,31/12/2022,Fourth Interim Dividend,5/12/2022,15/12/2022,0.004,Currency,40,2022
2541,16/8/2022,31/12/2022,Third Interim Dividend,29/8/2022,8/9/2022,0.004,Currency,40,2022
2542,23/5/2022,31/12/2022,Second Interim Dividend,7/6/2022,16/6/2022,0.003,Currency,40,2022
2543,21/2/2022,31/12/2022,First Interim Dividend,4/3/2022,15/3/2022,0.003,Currency,40,2022
2544,2/12/2021,31/12/2021,Fourth Interim Dividend,6/12/2021,14/12/2021,0.0025,Currency,40,2021
2545,23/8/2021,31/12/2021,Third Interim Dividend,6/9/2021,15/9/2021,0.0025,Currency,40,2021
2546,24/5/2021,31/12/2021,Second Interim Dividend,9/6/2021,18/6/2021,0.0025,Currency,40,2021
2547,22/2/2021,31/12/2021,First Interim Dividend,26/3/2021,12/4/2021,0.0025,Currency,40,2021
2548,23/11/2020,31/12/2020,Fourth Interim Dividend,11/12/2020,28/12/2020,0.0025,Currency,40,2020
2549,24/8/2020,31/12/2020,Third Interim Dividend,11/9/2020,28/9/2020,0.0025,Currency,40,2020
2550,18/5/2020,31/12/2020,Second Interim Dividend,29/6/2020,13/7/2020,0.0025,Currency,40,2020
2551,24/2/2020,31/12/2020,First Interim Dividend,26/3/2020,13/4/2020,0.005,Currency,40,2020
2552,25/11/2019,31/12/2019,Interim Dividend,12/12/2019,30/12/2019,0.0025,Currency,40,2019
2553,26/8/2019,31/12/2019,Interim Dividend,12/9/2019,30/9/2019,0.005,Currency,40,2019
2554,27/5/2019,31/12/2019,Second interim dividend,27/6/2019,15/7/2019,0.0025,Currency,40,2019
2555,4/4/2019,31/12/2019,Interim Dividend,27/3/2019,15/4/2019,0.005,Currency,40,2019
2556,26/11/2018,31/12/2018,Interim Dividend,21/12/2018,7/1/2019,0.0025,Currency,40,2018
2557,24/8/2018,31/12/2018,Second interim dividend,26/9/2018,15/10/2018,0.005,Currency,40,2018
2558,26/2/2018,31/12/2018,First Interim Dividend,28/3/2018,18/4/2018,0.005,Currency,40,2018
2559,29/11/2022,31/12/2022,Interim Dividend,12/12/2022,23/12/2022,0.012,Currency,222,2022
2560,28/2/2022,31/12/2021,Interim Dividend,16/3/2022,28/3/2022,0.019,Currency,222,2021
2561,24/11/2021,31/12/2021,Interim Dividend,9/12/2021,24/12/2021,0.019,Currency,222,2021
2562,26/5/2022,31/3/2022,Interim Dividend,13/6/2022,7/7/2022,0.012,Currency,7107,2022
2563,24/2/2022,31/3/2022,Interim Dividend,10/3/2022,7/4/2022,0.01,Currency,7107,2022
2564,25/11/2021,31/3/2022,Interim Dividend,9/12/2021,6/1/2022,0.005,Currency,7107,2022
2565,26/8/2021,31/3/2022,Interim Dividend,13/9/2021,6/10/2021,0.001,Currency,7107,2022
2566,31/5/2021,31/3/2021,Interim Dividend,15/6/2021,7/7/2021,0.012,Currency,7107,2021
2567,25/2/2021,31/3/2021,Interim Dividend,12/3/2021,7/4/2021,0.005,Currency,7107,2021
2568,25/11/2020,31/3/2021,Interim Dividend,9/12/2020,5/1/2021,0.005,Currency,7107,2021
2569,27/8/2020,31/3/2021,Interim Dividend,11/9/2020,6/10/2020,0.005,Currency,7107,2021
2570,25/6/2020,31/3/2020,Interim Dividend,9/7/2020,30/7/2020,0.004,Currency,7107,2020
2571,20/2/2020,31/3/2020,Interim Dividend,9/3/2020,3/4/2020,0.005,Currency,7107,2020
2572,21/11/2019,31/3/2020,Interim Dividend,12/12/2019,8/1/2020,0.003,Currency,7107,2020
2573,28/8/2019,31/3/2020,Interim Dividend,12/9/2019,7/10/2019,0.003,Currency,7107,2020
2574,30/5/2019,31/3/2019,Interim Dividend,17/6/2019,12/7/2019,0.007,Currency,7107,2019
2575,21/2/2019,31/3/2019,Interim Dividend,6/3/2019,29/3/2019,0.005,Currency,7107,2019
2576,29/11/2018,31/3/2019,Interim Dividend,12/12/2018,11/1/2019,0.005,Currency,7107,2019
2577,29/8/2018,31/3/2019,Interim Dividend,19/9/2018,12/10/2018,0.005,Currency,7107,2019
2578,27/2/2018,31/3/2018,Interim Dividend,14/3/2018,6/4/2018,0.005,Currency,7107,2018
2579,22/11/2017,31/3/2018,Interim Dividend,7/12/2017,5/1/2018,0.01,Currency,7107,2018
2580,24/8/2017,31/3/2018,First Interim Dividend,11/9/2017,10/10/2017,0.01,Currency,7107,2018
2581,11/10/2022,31/12/2022,Interim Dividend,27/10/2022,17/11/2022,0.2,Currency,4006,2022
2582,28/4/2022,31/12/2021,Final Dividend,29/6/2022,14/7/2022,0.1,Currency,4006,2021
2583,25/2/2022,31/12/2021,Second Interim Dividend,14/3/2022,29/3/2022,0.2,Currency,4006,2021
2584,23/11/2021,31/12/2021,Interim Dividend,30/12/2021,20/1/2022,0.1,Currency,4006,2021
2585,4/6/2021,31/12/2020,Second Interim Dividend,29/6/2021,15/7/2021,0.08,Currency,4006,2020
2586,4/6/2021,31/12/2020,Special Dividend,29/6/2021,15/7/2021,0.06,Currency,4006,2020
2587,26/11/2020,31/12/2020,Interim Dividend,30/12/2020,21/1/2021,0.06,Currency,4006,2020
2588,22/6/2020,31/12/2019,Special Dividend,22/7/2020,7/8/2020,0.1,Currency,4006,2019
2589,22/6/2020,31/12/2019,Final Dividend,22/7/2020,7/8/2020,0.08,Currency,4006,2019
2590,7/10/2019,31/12/2019,Interim Dividend,24/10/2019,22/11/2019,0.12,Currency,4006,2019
2591,29/4/2019,31/12/2018,Special Dividend,27/6/2019,11/7/2019,0.2,Currency,4006,2018
2592,29/4/2019,31/12/2018,Final Dividend,27/6/2019,11/7/2019,0.08,Currency,4006,2018
2593,11/3/2019,31/12/2018,Second interim dividend,27/3/2019,11/4/2019,0.06,Currency,4006,2018
2594,8/10/2018,31/12/2018,Interim Dividend,24/10/2018,22/11/2018,0.06,Currency,4006,2018
2595,25/10/2022,31/8/2022,Interim Dividend,15/12/2022,30/12/2022,0.05,Currency,5827,2022
2596,25/10/2021,31/8/2021,Interim Dividend,16/12/2021,31/12/2021,0.035,Currency,5827,2021
2597,19/11/2020,31/8/2020,Interim Dividend,16/12/2020,31/12/2020,0.08,Currency,5827,2020
2598,10/9/2019,30/6/2019,Interim Dividend,25/9/2019,10/10/2019,0.08,Currency,5827,2019
2599,6/9/2018,30/6/2018,Interim Dividend,24/9/2018,5/10/2018,0.07,Currency,5827,2018
2600,9/3/2022,31/12/2021,Final Dividend,5/5/2022,20/5/2022,0.02,Currency,5065,2021
2601,26/3/2021,31/12/2020,Final Dividend,19/4/2021,7/5/2021,0.0325,Currency,5065,2020
2602,28/5/2020,31/12/2019,Final Dividend,28/8/2020,15/9/2020,0.03,Currency,5065,2019
2603,29/4/2019,31/12/2018,Final Dividend,1/7/2019,16/7/2019,0.025,Currency,5065,2018
2604,29/8/2022,31/12/2022,Interim Dividend,14/9/2022,6/10/2022,0.02,Currency,5053,2022
2605,28/2/2022,31/12/2021,Final Dividend,25/4/2022,13/5/2022,0.04,Currency,5053,2021
2606,27/8/2021,31/12/2021,Interim Dividend,13/9/2021,30/9/2021,0.01,Currency,5053,2021
2607,22/3/2021,31/12/2020,Final Dividend,23/4/2021,11/5/2021,0.03,Currency,5053,2020
2608,28/8/2020,31/12/2020,Interim Dividend,14/9/2020,8/10/2020,0.01,Currency,5053,2020
