,quar_eps,quar_dps,quar_nta,quar_financial_year,quar_annouced_date,quar_roe(%),quar_stock_code,quar_year
1455,4.41,0.0,2.72,2021-12-31,2021-08-30,1.6,2852,2021
1456,7.32,0.0,2.7,2021-12-31,2021-05-25,2.7,2852,2021
1457,10.69,2.0,2.62,2020-12-31,2021-02-25,4.1,2852,2020
1458,4.35,0.0,2.51,2020-12-31,2020-11-25,1.7,2852,2020
1459,1.56,0.0,2.5,2020-12-31,2020-08-26,0.6,2852,2020
1460,1.61,0.0,2.49,2020-12-31,2020-06-30,0.6,2852,2020
1461,0.5,3.0,2.46,2019-12-31,2020-02-26,0.2,2852,2019
1462,6.79,0.0,2.46,2019-12-31,2019-11-26,2.8,2852,2019
1463,3.85,0.0,2.39,2019-12-31,2019-08-27,1.6,2852,2019
1464,3.8,0.0,2.42,2019-12-31,2019-05-15,1.6,2852,2019
1465,5.34,7.4,2.38,2018-12-31,2019-02-26,2.2,2852,2018
1466,7.29,0.0,2.3,2018-12-31,2018-11-28,3.2,2852,2018
1467,8.53,0.0,2.23,2018-12-31,2018-08-24,3.8,2852,2018
1468,3.63,0.0,2.22,2018-12-31,2018-05-15,1.6,2852,2018
1469,3.11,0.0,0.7,2022-12-31,2022-11-22,4.4,7128,2022
1470,1.5,0.0,0.68,2022-12-31,2022-08-26,2.2,7128,2022
1471,0.69,1.0,0.66,2022-12-31,2022-05-31,1.0,7128,2022
1472,2.2,0.0,0.66,2021-12-31,2022-02-28,3.3,7128,2021
1473,1.84,0.0,0.64,2021-12-31,2021-11-26,2.9,7128,2021
1474,0.67,0.0,0.62,2021-12-31,2021-09-28,1.1,7128,2021
1475,0.45,0.0,0.61,2021-12-31,2021-05-21,0.7,7128,2021
1476,-0.13,0.0,0.61,2020-12-31,2021-03-19,-0.2,7128,2020
1477,2.54,0.0,0.61,2020-12-31,2020-11-25,4.2,7128,2020
1478,0.12,0.0,0.58,2020-12-31,2020-08-19,0.2,7128,2020
1479,0.37,0.0,0.58,2020-12-31,2020-06-30,0.6,7128,2020
1480,-0.39,0.0,0.58,2019-12-31,2020-02-28,-0.7,7128,2019
1481,0.06,0.0,0.58,2019-12-31,2019-11-25,0.1,7128,2019
1482,0.09,0.0,0.58,2019-12-31,2019-08-21,0.2,7128,2019
1483,0.29,0.0,0.58,2019-12-31,2019-05-27,0.5,7128,2019
1484,0.76,0.0,0.58,2018-12-31,2019-02-28,1.3,7128,2018
1485,0.15,0.0,0.57,2018-12-31,2018-11-23,0.3,7128,2018
1486,0.19,0.0,0.57,2018-12-31,2018-08-30,0.3,7128,2018
1487,0.2,0.0,0.56,2018-12-31,2018-05-31,0.4,7128,2018
1488,9.15,0.0,9.634,2022-12-31,2022-11-24,0.9,5105,2022
1489,21.2,0.0,9.5202,2022-12-31,2022-08-25,2.2,5105,2022
1490,25.1,0.0,9.2885,2022-12-31,2022-05-26,2.7,5105,2022
1491,-86.37,4.0,9.026,2021-12-31,2022-02-24,-9.6,5105,2021
1492,16.06,0.0,9.9044,2021-12-31,2021-11-25,1.6,5105,2021
1493,25.41,0.0,9.7375,2021-12-31,2021-08-26,2.6,5105,2021
1494,18.1,0.0,9.4798,2021-12-31,2021-06-08,1.9,5105,2021
1495,16.91,4.0,9.266,2020-12-31,2021-02-25,1.8,5105,2020
1496,44.66,0.0,9.1596,2020-12-31,2020-11-26,4.9,5105,2020
1497,-13.78,0.0,8.7929,2020-12-31,2020-08-27,-1.6,5105,2020
1498,-8.02,0.0,8.9418,2020-12-31,2020-06-04,-0.9,5105,2020
1499,307.62,6.0,9.019,2019-12-31,2020-02-28,34.1,5105,2019
1500,1.51,0.0,6.1122,2019-12-31,2019-11-28,0.2,5105,2019
1501,15.14,0.0,6.116,2019-12-31,2019-08-29,2.5,5105,2019
1502,50.42,0.0,5.3136,2019-12-31,2019-05-31,9.5,5105,2019
1503,6.74,4.0,4.3235,2018-12-31,2019-02-28,1.6,5105,2018
1504,5.72,0.0,4.2719,2018-12-31,2018-11-28,1.3,5105,2018
1505,5.83,0.0,4.2417,2018-12-31,2018-08-23,1.4,5105,2018
1506,5.95,0.0,4.1568,2018-12-31,2018-05-31,1.4,5105,2018
1507,-22.3,0.0,-1.7,2022-12-31,2022-11-30,13.1,5099,2022
1508,-23.0,0.0,-1.32,2022-12-31,2022-08-26,17.4,5099,2022
1509,-22.3,0.0,-1.04,2022-12-31,2022-05-26,21.4,5099,2022
1510,-22.7,0.0,-0.8,2021-12-31,2022-02-28,28.4,5099,2021
1511,-22.8,0.0,-0.81,2021-12-31,2021-11-22,28.1,5099,2021
1512,-15.2,0.0,-0.6,2021-12-31,2021-09-10,25.3,5099,2021
1513,-21.6,0.0,-0.48,2021-12-31,2021-05-27,45.0,5099,2021
1514,-73.2,0.0,-0.37,2020-12-31,2021-03-29,197.8,5099,2020
1515,-25.5,0.0,0.35,2020-12-31,2020-11-24,-72.9,5099,2020
1516,-29.7,0.0,0.61,2020-12-31,2020-08-25,-48.7,5099,2020
1517,-24.1,0.0,0.89,2020-12-31,2020-07-08,-27.1,5099,2020
1518,-11.5,0.0,1.33,2019-12-31,2020-02-27,-8.6,5099,2019
1519,-1.5,0.0,1.38,2019-12-31,2019-11-27,-1.1,5099,2019
1520,0.5,0.0,2.27,2019-12-31,2019-08-28,0.2,5099,2019
1521,2.9,90.0,2.47,2019-12-31,2019-05-29,1.2,5099,2019
1522,-11.8,12.0,1.86,2018-12-31,2019-02-27,-6.3,5099,2018
1523,27.4,40.0,2.58,2018-12-31,2018-11-29,10.6,5099,2018
1524,10.8,0.0,2.46,2018-12-31,2018-08-30,4.4,5099,2018
1525,34.2,0.0,2.38,2018-12-31,2018-05-24,14.4,5099,2018
1526,-0.67,2.06,1.0751,2022-12-31,2023-01-19,-0.6,5180,2022
1527,0.99,0.0,1.0933,2022-12-31,2022-10-26,0.9,5180,2022
1528,1.07,1.95,1.1065,2022-12-31,2022-07-22,1.0,5180,2022
1529,0.96,0.0,1.1065,2022-12-31,2022-04-27,0.9,5180,2022
1530,-2.46,0.98,1.1124,2021-12-31,2022-01-27,-2.2,5180,2021
1531,0.13,0.0,1.146,2021-12-31,2021-10-21,0.1,5180,2021
1532,0.54,0.86,1.151,2021-12-31,2021-07-22,0.5,5180,2021
1533,0.37,0.0,1.1517,2021-12-31,2021-04-16,0.3,5180,2021
1534,-6.32,1.99,1.1643,2020-12-31,2021-01-22,-5.4,5180,2020
1535,1.27,0.0,1.2383,2020-12-31,2020-10-28,1.0,5180,2020
1536,0.01,1.01,1.2368,2020-12-31,2020-07-21,0.0,5180,2020
1537,0.94,0.0,1.237,2020-12-31,2020-05-21,0.8,5180,2020
1538,1.07,3.03,1.2378,2019-12-31,2020-01-22,0.9,5180,2019
1539,1.39,0.0,1.2424,2019-12-31,2019-10-24,1.1,5180,2019
1540,-0.5,3.22,1.2444,2019-12-31,2019-07-25,-0.4,5180,2019
1541,1.59,0.0,1.2645,2019-12-31,2019-04-23,1.3,5180,2019
1542,1.69,3.88,1.2657,2018-12-31,2019-01-29,1.3,5180,2018
1543,1.55,0.0,1.2685,2018-12-31,2018-10-24,1.2,5180,2018
1544,1.58,4.02,1.2722,2018-12-31,2018-07-25,1.2,5180,2018
1545,1.83,0.0,1.2764,2018-12-31,2018-04-24,1.4,5180,2018
1546,-5.31,0.0,0.677,2022-12-31,2022-11-25,-7.8,0163,2022
1547,-6.21,0.0,0.7304,2022-12-31,2022-08-25,-8.5,0163,2022
1548,-6.64,0.0,0.789,2022-12-31,2022-05-27,-8.4,0163,2022
1549,-2.93,0.0,0.8908,2021-12-31,2022-02-23,-3.3,0163,2021
1550,1.54,0.0,0.919,2021-12-31,2021-11-26,1.7,0163,2021
1551,19.53,2.0,0.8749,2021-12-31,2021-08-13,22.3,0163,2021
1552,22.98,2.0,0.6969,2021-12-31,2021-05-07,33.0,0163,2021
1553,7.87,2.0,0.4876,2020-12-31,2021-02-19,16.1,0163,2020
1554,8.0,0.0,0.3459,2020-12-31,2020-10-23,23.1,0163,2020
1555,6.7,0.0,0.2641,2020-12-31,2020-07-24,25.4,0163,2020
1556,0.21,0.5,0.184,2020-12-31,2020-06-05,1.1,0163,2020
1557,0.15,0.0,0.1819,2019-12-31,2020-03-16,0.8,0163,2019
1558,-0.93,0.0,0.1795,2019-12-31,2019-11-06,-5.2,0163,2019
1559,-0.37,0.0,0.1888,2019-12-31,2019-08-23,-2.0,0163,2019
1560,0.07,0.0,0.1925,2019-12-31,2019-05-24,0.4,0163,2019
1561,-0.32,0.0,0.1918,2018-12-31,2019-02-26,-1.7,0163,2018
1562,0.22,0.0,0.195,2018-12-31,2018-11-19,1.1,0163,2018
1563,-0.14,0.0,0.1917,2018-12-31,2018-09-07,-0.7,0163,2018
1564,-0.04,0.0,0.193,2018-12-31,2018-05-28,-0.2,0163,2018
1565,3.02,0.0,0.7577,2023-06-30,2022-11-29,4.0,5257,2023
1566,1.51,0.0,0.7277,2022-06-30,2022-08-24,2.1,5257,2022
1567,-1.23,0.0,0.7117,2022-06-30,2022-05-24,-1.7,5257,2022
1568,0.87,0.0,0.723,2022-06-30,2022-02-23,1.2,5257,2022
1569,1.75,0.0,0.7692,2022-06-30,2021-11-25,2.3,5257,2022
1570,0.9,0.5,0.7508,2021-06-30,2021-09-13,1.2,5257,2021
1571,0.03,0.0,0.7415,2021-06-30,2021-05-20,0.0,5257,2021
1572,1.75,0.0,0.741,2021-06-30,2021-02-22,2.4,5257,2021
1573,2.96,0.5,0.7283,2021-06-30,2020-11-26,4.1,5257,2021
1574,-2.23,0.0,0.6954,2020-06-30,2020-08-28,-3.2,5257,2020
1575,-1.19,0.0,0.7183,2020-06-30,2020-05-18,-1.7,5257,2020
1576,3.44,1.2,0.7425,2020-06-30,2020-02-20,4.6,5257,2020
1577,5.18,0.0,0.7082,2020-06-30,2019-11-27,7.3,5257,2020
1578,4.15,1.6,0.6765,2019-06-30,2019-09-04,6.1,5257,2019
1579,0.91,0.0,0.6489,2019-06-30,2019-05-23,1.4,5257,2019
1580,2.25,0.0,0.6397,2019-06-30,2019-02-21,3.5,5257,2019
1581,5.01,0.0,0.6207,2019-06-30,2018-11-29,8.1,5257,2019
1582,-6.82,0.0,0.5718,2018-06-30,2018-08-21,-11.9,5257,2018
1583,-2.25,0.0,0.64,2018-06-30,2018-05-23,-3.5,5257,2018
1584,-1.54,0.0,0.6624,2018-06-30,2018-02-23,-2.3,5257,2018
1585,-0.12,0.0,0.6778,2018-06-30,2017-11-27,-0.2,5257,2018
1586,24.98,19.0,0.49,2022-12-31,2022-11-11,51.0,2836,2022
1587,29.09,22.0,0.46,2022-12-31,2022-08-19,63.2,2836,2022
1588,29.96,22.0,0.93,2022-12-31,2022-05-24,32.2,2836,2022
1589,23.36,46.0,0.71,2021-12-31,2022-02-17,32.9,2836,2021
1590,8.5,0.0,0.49,2021-12-31,2021-11-12,17.3,2836,2021
1591,12.15,10.0,0.49,2021-12-31,2021-08-20,24.8,2836,2021
1592,21.73,0.0,0.68,2021-12-31,2021-05-18,32.0,2836,2021
1593,12.41,40.0,0.57,2020-12-31,2021-02-18,21.8,2836,2020
1594,13.29,0.0,0.46,2020-12-31,2020-11-12,28.9,2836,2020
1595,3.48,0.0,0.62,2020-12-31,2020-08-14,5.6,2836,2020
1596,23.86,0.0,0.58,2020-12-31,2020-05-29,41.1,2836,2020
1597,22.57,45.4,0.51,2019-12-31,2020-02-21,44.3,2836,2019
1598,22.63,17.0,0.46,2019-12-31,2019-11-26,49.2,2836,2019
1599,21.34,16.1,0.41,2019-12-31,2019-08-15,52.0,2836,2019
1600,28.65,21.5,0.73,2019-12-31,2019-05-16,39.2,2836,2019
1601,22.06,48.3,0.59,2018-12-31,2019-02-14,37.4,2836,2018
1602,21.25,16.0,0.54,2018-12-31,2018-11-30,39.4,2836,2018
1603,20.9,15.7,0.53,2018-12-31,2018-08-16,39.4,2836,2018
1604,26.43,20.0,1.27,2018-12-31,2018-05-17,20.8,2836,2018
1605,-5.06,0.0,1.68,2022-12-31,2022-11-24,-3.0,7076,2022
1606,3.34,0.0,1.74,2022-12-31,2022-08-24,1.9,7076,2022
1607,3.85,0.0,1.7,2022-12-31,2022-05-30,2.3,7076,2022
1608,7.72,0.0,1.66,2021-12-31,2022-02-24,4.7,7076,2021
1609,3.35,2.0,1.59,2021-12-31,2021-11-25,2.1,7076,2021
1610,3.18,2.0,1.58,2021-12-31,2021-08-26,2.0,7076,2021
1611,3.82,0.0,1.55,2021-12-31,2021-06-10,2.5,7076,2021
1612,6.09,2.0,1.53,2020-12-31,2021-03-22,4.0,7076,2020
1613,2.18,0.0,1.47,2020-12-31,2020-11-27,1.5,7076,2020
1614,0.78,2.0,1.46,2020-12-31,2020-08-28,0.5,7076,2020
1615,2.48,0.0,1.46,2020-12-31,2020-06-30,1.7,7076,2020
1616,4.46,2.0,1.44,2019-12-31,2020-02-27,3.1,7076,2019
1617,0.15,0.0,1.45,2019-12-31,2019-11-22,0.1,7076,2019
1618,0.24,0.0,1.44,2019-12-31,2019-08-21,0.2,7076,2019
1619,2.16,0.0,1.44,2019-12-31,2019-05-31,1.5,7076,2019
1620,0.39,2.0,1.44,2018-12-31,2019-02-25,0.3,7076,2018
1621,1.73,0.0,1.43,2018-12-31,2018-11-22,1.2,7076,2018
1622,3.34,0.0,1.42,2018-12-31,2018-08-23,2.4,7076,2018
1623,3.41,2.0,1.41,2018-12-31,2018-05-28,2.4,7076,2018
1624,4.22,0.0,0.57,2022-12-31,2022-11-24,7.4,7035,2022
1625,1.85,0.0,0.53,2022-12-31,2022-08-23,3.5,7035,2022
1626,1.78,0.0,0.52,2022-12-31,2022-05-26,3.4,7035,2022
1627,1.14,0.0,0.5,2021-12-31,2022-02-24,2.3,7035,2021
1628,1.0,0.0,0.49,2021-12-31,2021-11-24,2.0,7035,2021
1629,0.86,0.0,0.48,2021-12-31,2021-08-25,1.8,7035,2021
1630,0.97,0.0,0.49,2021-12-31,2021-05-25,2.0,7035,2021
1631,1.77,0.0,0.48,2020-12-31,2021-02-25,3.7,7035,2020
1632,1.47,0.0,0.46,2020-12-31,2020-11-23,3.2,7035,2020
1633,1.21,0.0,0.45,2020-12-31,2020-08-25,2.7,7035,2020
1634,1.29,0.0,0.45,2020-12-31,2020-08-25,2.9,7035,2020
1635,1.54,0.0,0.44,2019-12-31,2020-02-25,3.5,7035,2019
1636,1.22,0.0,0.42,2019-12-31,2019-11-21,2.9,7035,2019
1637,1.41,0.0,0.41,2019-12-31,2019-08-22,3.4,7035,2019
1638,1.17,0.0,0.41,2019-12-31,2019-05-28,2.9,7035,2019
1639,0.64,0.0,0.42,2018-12-31,2019-02-25,1.5,7035,2018
1640,0.84,0.0,0.41,2018-12-31,2018-11-23,2.0,7035,2018
1641,0.99,0.0,0.41,2018-12-31,2018-08-23,2.4,7035,2018
1642,3.95,0.0,0.84,2018-12-31,2018-05-28,4.7,7035,2018
1643,3.32,0.0,0.32,2022-07-31,2022-09-23,10.4,03024,2022
1644,3.61,0.1,0.29,2022-07-31,2022-03-28,12.4,03024,2022
1645,6.27,0.15,0.26,2021-07-31,2021-09-24,24.1,03024,2021
1646,4.37,0.1,0.2,2021-07-31,2021-03-01,21.9,03024,2021
1647,1.09,0.05,0.15,2020-07-31,2020-09-30,7.3,03024,2020
1648,0.21,0.0,0.14,2020-07-31,2020-03-31,1.5,03024,2020
1649,-0.07,0.1,0.14,2019-07-31,2019-09-30,-0.5,03024,2019
1650,1.13,0.0,0.13,2019-07-31,2019-05-30,8.7,03024,2019
1651,0.51,0.0,0.33,2023-08-31,2023-01-30,1.5,0238,2023
1652,0.59,0.01,0.33,2022-08-31,2022-10-25,1.8,0238,2022
1653,1.04,0.01,0.34,2022-08-31,2022-07-26,3.1,0238,2022
1654,0.98,0.0,0.34,2022-08-31,2022-04-25,2.9,0238,2022
1655,-0.14,0.0,0.33,2022-08-31,2022-01-24,-0.4,0238,2022
1656,0.76,0.0,0.28,2021-08-31,2021-10-25,2.7,0238,2021
1657,1.08,0.0,0.27,2021-08-31,2021-09-23,4.0,0238,2021
1658,0.44,0.0,0.1136,2023-06-30,2022-11-25,3.9,0243,2023
1659,0.49,0.37,0.144,2022-06-30,2022-08-25,3.4,0243,2022
1660,0.3,0.0,0.0323,2022-06-30,2022-05-26,9.3,0243,2022
1661,0.41,0.0,0.0293,2022-06-30,2022-03-30,14.0,0243,2022
1662,0.21,0.0,0.1754,2023-03-31,2022-11-16,1.2,5195,2023
1663,0.05,0.0,0.1746,2023-03-31,2022-08-17,0.3,5195,2023
1664,2.16,0.75,0.1784,2022-03-31,2022-05-30,12.1,5195,2022
1665,0.48,0.0,0.1626,2022-03-31,2022-02-07,3.0,5195,2022
1666,0.38,0.0,0.1578,2022-03-31,2021-11-10,2.4,5195,2022
1667,0.32,0.0,0.1543,2022-03-31,2021-08-11,2.1,5195,2022
1668,2.52,0.75,0.1589,2021-03-31,2021-05-18,15.9,5195,2021
1669,0.4,0.0,0.1435,2021-03-31,2021-02-08,2.8,5195,2021
1670,0.79,0.0,0.1394,2021-03-31,2020-11-18,5.7,5195,2021
1671,1.62,0.0,0.1319,2021-03-31,2020-08-27,12.3,5195,2021
1672,-14.4,0.0,0.1211,2020-03-31,2020-06-25,-118.9,5195,2020
1673,-0.02,0.0,0.2609,2020-03-31,2020-02-28,-0.1,5195,2020
1674,-0.04,0.0,0.2626,2020-03-31,2019-11-27,-0.2,5195,2020
1675,0.36,0.0,0.2637,2020-03-31,2019-08-29,1.4,5195,2020
1676,-0.35,0.0,0.2607,2019-03-31,2019-05-31,-1.3,5195,2019
1677,0.04,0.0,0.262,2019-03-31,2019-02-28,0.2,5195,2019
1678,-0.02,0.0,0.2612,2019-03-31,2018-11-26,-0.1,5195,2019
1679,0.46,0.0,0.2618,2019-03-31,2018-08-28,1.8,5195,2019
1680,-2.63,0.0,0.2561,2018-03-31,2018-05-30,-10.3,5195,2018
1681,0.27,0.0,0.2911,2018-03-31,2018-02-28,0.9,5195,2018
1682,0.44,0.0,0.2938,2018-03-31,2017-11-27,1.5,5195,2018
1683,0.26,0.0,0.2899,2018-03-31,2017-08-29,0.9,5195,2018
1684,0.96,0.0,1.29,2022-12-31,2022-11-16,0.7,8982,2022
1685,5.12,0.0,1.28,2022-12-31,2022-07-25,4.0,8982,2022
1686,4.93,4.0,1.27,2022-12-31,2022-05-11,3.9,8982,2022
1687,7.74,0.0,1.22,2021-12-31,2022-02-24,6.3,8982,2021
1688,3.76,0.0,1.14,2021-12-31,2021-10-25,3.3,8982,2021
1689,3.07,0.0,1.11,2021-12-31,2021-08-11,2.8,8982,2021
1690,1.81,2.5,1.1,2021-12-31,2021-05-25,1.6,8982,2021
1691,1.98,0.0,1.08,2020-12-31,2021-02-22,1.8,8982,2020
1692,1.73,0.0,1.06,2020-12-31,2020-11-16,1.6,8982,2020
1693,1.44,0.0,1.11,2020-12-31,2020-07-22,1.3,8982,2020
1694,-0.26,0.0,1.11,2020-12-31,2020-06-24,-0.2,8982,2020
1695,-0.24,1.5,1.11,2019-12-31,2020-02-26,-0.2,8982,2019
1696,-0.63,0.0,1.11,2019-12-31,2019-10-23,-0.6,8982,2019
1697,0.23,0.0,1.12,2019-12-31,2019-07-24,0.2,8982,2019
1698,0.79,0.0,1.13,2019-12-31,2019-05-08,0.7,8982,2019
1699,-1.03,1.5,1.12,2018-12-31,2019-02-25,-0.9,8982,2018
1700,-0.42,0.0,1.13,2018-12-31,2018-11-27,-0.4,8982,2018
1701,0.8,0.0,1.13,2018-12-31,2018-07-25,0.7,8982,2018
1702,2.34,2.0,1.14,2018-12-31,2018-05-16,2.1,8982,2018
1703,-1.1,0.0,0.27,2023-06-30,2022-11-28,-4.1,7209,2023
1704,-0.61,0.0,0.29,2022-06-30,2022-08-24,-2.1,7209,2022
1705,-0.61,0.0,0.41,2022-06-30,2022-05-25,-1.5,7209,2022
1706,1.88,0.0,0.38,2022-06-30,2022-02-25,4.9,7209,2022
1707,-2.22,0.0,0.36,2022-06-30,2021-11-25,-6.2,7209,2022
1708,1.7,0.0,1.14,2021-06-30,2021-09-28,1.5,7209,2021
1709,0.45,0.0,1.13,2021-06-30,2021-05-25,0.4,7209,2021
1710,2.19,0.0,1.12,2021-06-30,2021-02-05,2.0,7209,2021
1711,1.52,0.0,1.1,2021-06-30,2020-11-25,1.4,7209,2021
1712,1.62,0.0,1.08,2020-06-30,2020-08-25,1.5,7209,2020
1713,-3.3,0.0,1.07,2020-06-30,2020-05-21,-3.1,7209,2020
1714,1.14,0.0,1.1,2020-06-30,2020-02-24,1.0,7209,2020
1715,-2.44,0.0,1.09,2020-06-30,2019-11-27,-2.2,7209,2020
1716,4.0,0.0,1.12,2019-06-30,2019-08-23,3.6,7209,2019
1717,-1.26,0.0,1.09,2019-06-30,2019-05-24,-1.2,7209,2019
1718,0.47,0.0,1.09,2019-06-30,2019-02-25,0.4,7209,2019
1719,-2.89,0.0,1.07,2019-06-30,2018-11-16,-2.7,7209,2019
1720,5.69,0.4,1.12,2018-06-30,2018-08-24,5.1,7209,2018
1721,-2.7,0.0,1.09,2018-06-30,2018-05-25,-2.5,7209,2018
1722,0.26,0.0,1.09,2018-06-30,2018-02-09,0.2,7209,2018
1723,-2.35,0.0,1.09,2018-06-30,2017-11-30,-2.2,7209,2018
1724,1.62,0.0,0.67,2022-12-31,2022-11-25,2.4,5273,2022
1725,4.35,0.0,0.73,2022-12-31,2022-08-26,6.0,5273,2022
1726,2.97,0.01,0.71,2022-12-31,2022-05-25,4.2,5273,2022
1727,1.13,0.0,0.79,2021-12-31,2022-02-28,1.4,5273,2021
1728,0.34,0.01,0.82,2021-12-31,2021-11-26,0.4,5273,2021
1729,0.52,0.0,0.66,2021-12-31,2021-08-26,0.8,5273,2021
1730,2.73,0.0,0.83,2021-12-31,2021-05-28,3.3,5273,2021
1731,1.5,0.01,0.81,2020-12-31,2021-02-26,1.9,5273,2020
1732,0.59,0.0,0.81,2020-12-31,2020-11-27,0.7,5273,2020
1733,1.37,0.01,0.78,2020-12-31,2020-08-25,1.8,5273,2020
1734,0.26,0.0,0.77,2020-12-31,2020-06-29,0.3,5273,2020
1735,0.39,0.01,0.77,2019-12-31,2020-02-28,0.5,5273,2019
1736,1.34,0.0,0.78,2019-12-31,2019-11-25,1.7,5273,2019
1737,0.93,0.01,0.77,2019-12-31,2019-08-23,1.2,5273,2019
1738,0.81,0.0,0.77,2019-12-31,2019-05-23,1.1,5273,2019
1739,1.7,0.02,0.75,2018-12-31,2019-02-21,2.3,5273,2018
1740,1.15,0.0,0.74,2018-12-31,2018-11-26,1.6,5273,2018
1741,0.82,0.0,0.73,2018-12-31,2018-08-30,1.1,5273,2018
1742,0.68,0.02,0.73,2018-12-31,2018-05-31,0.9,5273,2018
1743,27.69,10.0,9.14,2023-08-31,2023-01-30,3.0,1929,2023
1744,25.82,0.0,8.86,2022-08-31,2022-10-28,2.9,1929,2022
1745,33.16,29.0,8.94,2022-08-31,2022-07-28,3.7,1929,2022
1746,28.62,0.0,8.55,2022-08-31,2022-04-28,3.3,1929,2022
1747,30.08,13.0,8.3,2022-08-31,2022-01-27,3.6,1929,2022
1748,18.1,0.0,8.0,2021-08-31,2021-10-28,2.3,1929,2021
1749,24.66,19.0,8.05,2021-08-31,2021-07-30,3.1,1929,2021
1750,14.49,0.0,7.75,2021-08-31,2021-04-28,1.9,1929,2021
1751,17.26,11.0,7.7,2021-08-31,2021-01-26,2.2,1929,2021
1752,15.01,0.0,7.44,2020-08-31,2020-10-30,2.0,1929,2020
1753,12.25,8.0,7.47,2020-08-31,2020-07-28,1.6,1929,2020
1754,3.58,0.0,7.4,2020-08-31,2020-06-19,0.5,1929,2020
1755,8.55,8.0,7.47,2020-08-31,2020-01-20,1.1,1929,2020
1756,7.14,0.0,7.36,2019-08-31,2019-10-31,1.0,1929,2019
1757,8.51,10.0,7.33,2019-08-31,2019-07-31,1.2,1929,2019
1758,9.36,0.0,7.29,2019-08-31,2019-04-29,1.3,1929,2019
1759,10.55,10.0,7.23,2019-08-31,2019-01-29,1.5,1929,2019
1760,12.81,0.0,7.61,2018-08-31,2018-10-30,1.7,1929,2018
1761,26.48,20.0,7.83,2018-08-31,2018-07-30,3.4,1929,2018
1762,24.8,0.0,7.77,2018-08-31,2018-04-30,3.2,1929,2018
1763,14.87,10.0,7.73,2018-08-31,2018-01-29,1.9,1929,2018
1764,9.04,0.0,2.35,2023-06-30,2022-11-29,3.8,5007,2023
1765,9.64,8.0,2.32,2022-06-30,2022-08-29,4.2,5007,2022
1766,10.46,0.0,2.21,2022-06-30,2022-05-27,4.7,5007,2022
1767,7.38,5.4,2.15,2022-06-30,2022-02-23,3.4,5007,2022
1768,5.98,0.0,2.07,2022-06-30,2021-11-26,2.9,5007,2022
1769,1.77,1.8,2.01,2021-06-30,2021-09-17,0.9,5007,2021
1770,2.57,0.0,1.99,2021-06-30,2021-05-24,1.3,5007,2021
1771,1.99,1.5,1.97,2021-06-30,2021-02-26,1.0,5007,2021
1772,1.78,0.0,1.97,2021-06-30,2020-11-25,0.9,5007,2021
1773,-5.66,0.0,1.94,2020-06-30,2020-08-26,-2.9,5007,2020
1774,2.74,0.0,1.99,2020-06-30,2020-06-25,1.4,5007,2020
1775,1.46,1.5,1.96,2020-06-30,2020-02-27,0.7,5007,2020
1776,2.29,0.0,1.97,2020-06-30,2019-11-27,1.2,5007,2020
1777,3.97,3.35,1.97,2019-06-30,2019-08-28,2.0,5007,2019
1778,4.19,0.0,1.92,2019-06-30,2019-05-28,2.2,5007,2019
1779,5.33,4.5,1.93,2019-06-30,2019-02-26,2.8,5007,2019
1780,6.1,0.0,1.87,2019-06-30,2018-11-27,3.3,5007,2019
1781,6.07,4.1,1.85,2018-06-30,2018-08-27,3.3,5007,2018
1782,2.88,0.0,1.76,2018-06-30,2018-05-24,1.6,5007,2018
1783,5.14,3.9,1.83,2018-06-30,2018-02-27,2.8,5007,2018
1784,4.67,0.0,1.78,2018-06-30,2017-11-23,2.6,5007,2018
1785,-6.92,0.0,3.21,2022-12-31,2022-11-30,-2.2,5797,2022
1786,8.43,0.0,4.89,2022-12-31,2022-08-23,1.7,5797,2022
1787,13.87,0.0,4.88,2022-12-31,2022-05-20,2.8,5797,2022
1788,17.96,0.0,4.74,2021-12-31,2022-02-23,3.8,5797,2021
1789,22.92,0.0,4.56,2021-12-31,2021-11-30,5.0,5797,2021
1790,17.15,0.0,4.33,2021-12-31,2021-08-27,4.0,5797,2021
1791,20.93,0.0,4.19,2021-12-31,2021-05-21,5.0,5797,2021
1792,8.81,0.0,3.98,2020-12-31,2021-02-26,2.2,5797,2020
1793,3.04,0.0,3.89,2020-12-31,2020-11-20,0.8,5797,2020
1794,0.28,0.0,3.86,2020-12-31,2020-08-28,0.1,5797,2020
1795,2.77,0.0,3.86,2020-12-31,2020-06-11,0.7,5797,2020
1796,-0.88,0.0,3.83,2019-12-31,2020-02-28,-0.2,5797,2019
1797,-1.3,5.0,3.84,2019-12-31,2019-11-27,-0.3,5797,2019
1798,1.69,0.0,3.85,2019-12-31,2019-08-23,0.4,5797,2019
1799,-0.37,0.0,3.88,2019-12-31,2019-05-24,-0.1,5797,2019
1800,1.78,0.0,3.89,2018-12-31,2019-03-15,0.5,5797,2018
1801,7.17,6.0,3.87,2018-12-31,2018-11-30,1.9,5797,2018
1802,9.41,0.0,4.56,2018-12-31,2018-08-14,2.1,5797,2018
1803,9.56,0.0,4.53,2018-12-31,2018-05-25,2.1,5797,2018
1804,-0.04,0.0,1.89,2023-06-30,2022-11-22,0.0,7016,2023
1805,1.1,0.0,1.84,2022-06-30,2022-08-25,0.6,7016,2022
