,div_announced_year,div_ex_date,div_dividend(RM),div_stock_code,div_year,div_status,stock_close,dividend_y_%
3610,2022-07-21,2022-08-04,0.043,5110,2022,Y,1.14,3.772
3611,2022-04-27,2022-08-05,0.02,9873,2021,Y,0.5,4.0
3612,2022-07-21,2022-08-05,0.018,6009,2022,Y,1.017,1.77
3613,2022-07-25,2022-08-08,0.014,5271,2022,Y,0.829,1.689
3614,2022-07-13,2022-08-09,0.03,5131,2022,Y,1.889,1.588
3615,2022-07-27,2022-08-09,0.0245,5227,2022,Y,1.625,1.508
3616,2022-07-27,2022-08-09,0.0193,5299,2022,Y,0.565,3.416
3617,2022-07-28,2022-08-10,0.0408,5212,2022,Y,1.31,3.115
3618,2022-07-28,2022-08-11,0.02,5005,2022,Y,2.957,0.676
3619,2022-07-28,2022-08-11,0.15,1818,2022,Y,6.37,2.355
3620,2022-03-30,2022-08-11,0.02,6718,2022,Y,1.069,1.871
3621,2022-07-28,2022-08-11,0.01,5286,2022,Y,1.42,0.704
3622,2022-03-29,2022-08-11,0.05,5027,2022,Y,1.58,3.165
3623,2022-06-20,2022-08-11,0.0017,0039,2022,Y,0.18,0.944
3624,2022-07-28,2022-08-11,0.0691,5246,2022,Y,3.45,2.003
3625,2022-07-28,2022-08-11,0.021,5280,2022,Y,0.891,2.357
3626,2022-07-28,2022-08-12,0.08,1929,2022,Y,8.858,0.903
3627,2022-08-01,2022-08-12,0.0195,5180,2022,Y,0.555,3.514
3628,2022-07-28,2022-08-12,0.21,1929,2022,Y,8.858,2.371
3629,2022-07-28,2022-08-12,0.001,0205,2022,Y,0.275,0.364
3630,2022-08-01,2022-08-12,0.0206,5109,2022,Y,0.93,2.215
3631,2022-07-29,2022-08-12,0.0065,5111,2022,Y,0.495,1.313
3632,2022-07-28,2022-08-12,0.0225,5130,2022,Y,1.42,1.585
3633,2022-07-26,2022-08-15,0.0059,5301,2022,Y,1.464,0.403
3634,2022-08-02,2022-08-16,0.25,8621,2022,Y,13.12,1.905
3635,2022-07-28,2022-08-17,0.01,5143,2022,Y,0.555,1.802
3636,2022-07-28,2022-08-19,0.016,0128,2022,Y,2.86,0.559
3637,2022-08-15,2022-08-22,0.0015,03043,2022,Y,0.27,0.556
3638,2022-08-09,2022-08-23,0.08,8702,2022,Y,3.44,2.326
3639,2022-08-10,2022-08-23,0.0103,0138,2021,Y,0.778,1.324
3640,2022-07-19,2022-08-24,0.059,5191,2021,Y,0.865,6.821
3641,2022-08-09,2022-08-24,0.01,0238,2022,Y,0.605,1.653
3642,2022-08-04,2022-08-24,0.006,5296,2022,Y,2.085,0.288
3643,2022-08-10,2022-08-24,0.015,7133,2022,Y,1.016,1.476
3644,2022-07-22,2022-08-29,0.0175,0168,2022,Y,0.745,2.349
3645,2022-06-29,2022-08-29,0.015,5125,2022,Y,0.641,2.34
3646,2022-08-15,2022-08-29,0.005,03041,2022,Y,0.2,2.5
3647,2022-08-02,2022-08-29,0.025,7233,2022,Y,2.83,0.883
3648,2022-08-16,2022-08-29,0.005,7148,2022,Y,1.3,0.385
3649,2022-07-28,2022-08-29,0.05,6012,2022,Y,3.802,1.315
3650,2022-08-16,2022-08-29,0.004,0040,2022,Y,0.356,1.124
3651,2022-07-28,2022-08-29,0.01,5160,2022,Y,0.515,1.942
3652,2022-04-15,2022-08-29,0.01,5789,2021,Y,0.425,2.353
3653,2022-08-09,2022-08-30,0.0099,5235SS,2022,Y,6.848,0.145
3654,2022-08-15,2022-08-30,0.1,5568,2022,Y,1.19,8.403
3655,2022-08-09,2022-08-30,0.0701,5235SS,2022,Y,6.848,1.024
3656,2022-07-26,2022-08-30,0.03,5049,2022,Y,1.0,3.0
3657,2022-08-03,2022-08-30,0.085,2658,2022,Y,11.76,0.723
3658,2022-08-15,2022-08-30,0.01,0151,2022,Y,1.24,0.806
3659,2022-07-15,2022-08-30,0.028,6947,2022,Y,3.717,0.753
3660,2022-08-16,2022-09-01,0.02,5196,2022,Y,0.836,2.392
3661,2022-08-23,2022-09-01,0.0025,03006,2022,Y,0.23,1.087
3662,2022-07-28,2022-09-01,0.0107,5306,2022,Y,1.62,0.66
3663,2022-08-18,2022-09-02,0.07,3816,2022,Y,6.892,1.016
3664,2022-08-19,2022-09-02,0.22,2836,2022,Y,22.631,0.972
3665,2022-08-18,2022-09-02,0.0422,5176,2022,Y,1.47,2.871
3666,2022-08-17,2022-09-02,0.006,0230,2022,Y,1.08,0.556
3667,2022-08-22,2022-09-05,0.005,5291,2022,Y,0.41,1.22
3668,2022-08-16,2022-09-05,0.03,7090,2022,Y,3.25,0.923
3669,2022-08-19,2022-09-05,0.034,5123,2022,Y,0.945,3.598
3670,2022-06-22,2022-09-05,0.08,7229,2021,Y,1.65,4.848
3671,2022-08-22,2022-09-06,0.016,7231,2022,Y,1.24,1.29
3672,2022-08-22,2022-09-07,0.01,5151,2022,Y,1.67,0.599
3673,2022-08-23,2022-09-07,0.25,5183,2022,Y,9.0,2.778
3674,2022-08-17,2022-09-07,0.075,4197,2022,Y,2.26,3.319
3675,2022-04-28,2022-09-07,0.005,7249,2021,Y,0.32,1.562
3676,2022-08-24,2022-09-08,0.0075,5276,2022,Y,0.39,1.923
3677,2022-08-25,2022-09-08,0.1,5983,2022,Y,3.35,2.985
3678,2022-08-25,2022-09-08,0.015,3662,2022,Y,0.59,2.542
3679,2022-08-24,2022-09-08,0.05,5138,2022,Y,2.3,2.174
3680,2022-08-24,2022-09-08,0.0165,8524,2022,Y,0.918,1.797
3681,2022-08-25,2022-09-08,0.01,03031,2022,Y,0.27,3.704
3682,2022-08-22,2022-09-08,0.01,7161,2022,Y,1.14,0.877
3683,2022-07-05,2022-09-08,0.01,7169,2022,Y,0.905,1.105
3684,2022-07-05,2022-09-08,0.01,7169,2022,Y,0.905,1.105
3685,2022-05-31,2022-09-08,0.68,3719,2022,Y,25.632,2.653
3686,2022-08-24,2022-09-08,0.11,5681,2022,Y,21.681,0.507
3687,2022-08-05,2022-09-08,0.015,7248,2022,Y,0.872,1.72
3688,2022-07-28,2022-09-08,0.7,4707,2022,Y,131.476,0.532
3689,2022-08-19,2022-09-08,0.022,0166,2022,Y,2.674,0.823
3690,2022-08-25,2022-09-08,0.12,4065,2022,Y,16.78,0.715
3691,2022-08-25,2022-09-08,0.06,5983,2022,Y,3.35,1.791
3692,2022-07-27,2022-09-09,0.035,7084,2022,Y,5.06,0.692
3693,2022-08-24,2022-09-09,0.15,2291,2022,Y,6.6,2.273
3694,2022-08-23,2022-09-09,0.015,5112,2022,Y,0.505,2.97
3695,2022-08-25,2022-09-09,0.02,7854,2022,Y,0.49,4.082
3696,2022-08-24,2022-09-09,0.0056,0237,2022,Y,0.395,1.418
3697,2022-08-25,2022-09-09,0.0037,0243,2022,Y,0.535,0.692
3698,2022-08-24,2022-09-09,0.005,0197,2022,Y,0.21,2.381
3699,2022-08-19,2022-09-09,0.005,7081,2022,Y,0.564,0.887
3700,2022-08-26,2022-09-09,0.025,1724,2022,Y,0.675,3.704
3701,2022-08-24,2022-09-09,0.05,6351,2022,Y,5.07,0.986
3702,2022-08-25,2022-09-09,0.0164,5127,2022,Y,0.62,2.645
3703,2022-08-29,2022-09-09,0.015,03008,2022,Y,0.405,3.704
3704,2022-08-19,2022-09-09,0.005,0251,2022,Y,1.55,0.323
3705,2022-08-26,2022-09-12,0.16,6033,2022,Y,16.778,0.954
3706,2022-08-23,2022-09-12,0.08,1961,2022,Y,4.06,1.97
3707,2022-08-25,2022-09-12,0.02,9288,2022,Y,2.142,0.934
3708,2022-08-26,2022-09-12,0.02,0099,2022,Y,1.06,1.887
3709,2022-08-23,2022-09-12,0.0275,5254,2022,Y,0.703,3.912
3710,2022-08-25,2022-09-12,0.06,4715,2022,Y,2.94,2.041
3711,2022-08-26,2022-09-12,0.027,5121,2022,Y,0.555,4.865
3712,2022-08-25,2022-09-12,0.1,9288,2022,Y,2.142,4.669
3713,2022-08-25,2022-09-12,0.07,3182,2022,Y,4.53,1.545
3714,2022-08-25,2022-09-12,0.005,7117,2022,Y,0.51,0.98
3715,2022-08-23,2022-09-12,0.03,5263,2022,Y,1.56,1.923
3716,2022-08-18,2022-09-13,0.01,0113,2022,Y,0.8,1.25
3717,2022-08-30,2022-09-13,0.05,5237,2022,Y,0.995,5.025
3718,2022-08-29,2022-09-13,0.15,5012,2022,Y,3.694,4.061
3719,2022-08-25,2022-09-13,0.0175,8869,2022,Y,4.773,0.367
3720,2022-08-30,2022-09-13,0.015,7167,2022,Y,1.36,1.103
3721,2022-08-29,2022-09-13,0.08,1295,2022,Y,4.479,1.786
3722,2022-08-25,2022-09-13,0.0117,7089,2022,Y,0.847,1.381
3723,2022-08-30,2022-09-13,0.025,7134,2022,Y,0.462,5.411
3724,2022-08-30,2022-09-14,0.015,6874,2022,Y,0.565,2.655
3725,2022-08-24,2022-09-14,0.02,5211,2022,Y,1.63,1.227
3726,2022-08-24,2022-09-14,0.07,6262,2022,Y,1.431,4.892
3727,2022-08-18,2022-09-14,0.005,0146,2022,Y,0.71,0.704
3728,2022-08-29,2022-09-14,0.02,5053,2022,Y,0.91,2.198
3729,2022-08-18,2022-09-14,0.015,3859,2022,Y,1.558,0.963
3730,2022-08-30,2022-09-14,0.008,03036,2022,Y,0.31,2.581
3731,2022-08-29,2022-09-14,0.1634,5031,2022,Y,4.58,3.568
3732,2022-09-01,2022-09-14,0.035,5168,2022,Y,1.64,2.134
3733,2022-08-22,2022-09-14,0.03,7179,2022,Y,1.26,2.381
3734,2022-08-23,2022-09-14,0.02,5132,2022,Y,0.77,2.597
3735,2022-08-19,2022-09-14,0.01,0090,2022,Y,0.67,1.493
3736,2022-08-16,2022-09-14,0.02,5102,2022,Y,2.33,0.858
3737,2022-08-26,2022-09-14,0.04,5126,2022,Y,2.54,1.575
3738,2022-08-22,2022-09-14,0.03,5197,2022,Y,0.683,4.392
3739,2022-08-30,2022-09-14,0.04,5222,2022,Y,1.47,2.721
3740,2022-08-22,2022-09-14,0.005,9962,2022,Y,0.285,1.754
3741,2022-09-08,2022-09-15,0.0005,03023,2022,Y,0.199,0.251
3742,2022-07-28,2022-09-15,0.0082,0247,2022,Y,0.24,3.417
3743,2022-09-02,2022-09-15,1.85,7247,2022,Y,0.417,443.645
3744,2022-04-28,2022-09-15,0.0265,8583,2021,Y,0.58,4.569
3745,2022-08-24,2022-09-15,0.06,7029,2022,Y,1.95,3.077
3746,2022-08-17,2022-09-15,0.01,5295,2022,Y,0.57,1.754
3747,2022-08-26,2022-09-15,0.03,5032,2022,Y,5.069,0.592
3748,2022-08-26,2022-09-19,0.02,5116,2022,Y,1.19,1.681
3749,2022-08-29,2022-09-19,0.01,5024,2022,Y,0.7,1.429
3750,2022-08-15,2022-09-19,0.015,5100,2022,Y,1.429,1.05
3751,2022-08-26,2022-09-19,0.005,5269,2022,Y,0.419,1.193
3752,2022-09-05,2022-09-19,0.28,1155,2022,Y,8.63,3.244
3753,2022-09-06,2022-09-20,0.0291,5292,2022,Y,4.1,0.71
3754,2022-07-19,2022-09-20,0.01,5021,2022,Y,0.415,2.41
3755,2022-07-26,2022-09-21,0.05,5069,2022,Y,8.8,0.568
3756,2022-08-23,2022-09-23,0.12,2828,2022,Y,2.82,4.255
3757,2022-09-08,2022-09-23,0.01,5147,2022,Y,0.763,1.311
3758,2022-09-09,2022-09-23,0.09,4863,2022,Y,5.7,1.579
3759,2022-08-26,2022-09-26,0.005,5305,2022,Y,0.69,0.725
3760,2022-08-30,2022-09-27,0.028,4383,2022,Y,0.515,5.437
3761,2022-08-23,2022-09-28,0.028,5264,2022,Y,0.63,4.444
3762,2022-09-14,2022-09-28,0.13,1023,2022,Y,5.11,2.544
3763,2022-08-29,2022-09-29,0.0055,5878,2022,Y,0.802,0.686
3764,2022-08-25,2022-09-29,0.01,5288,2022,Y,0.45,2.222
3765,2022-09-13,2022-09-29,0.2,5347,2022,Y,8.25,2.424
3766,2022-08-25,2022-09-29,0.0125,7034,2022,Y,2.586,0.483
3767,2022-08-22,2022-09-29,0.02,7210,2022,Y,0.53,3.774
3768,2022-07-25,2022-09-30,0.0555,7155,2022,Y,1.66,3.343
3769,2022-08-30,2022-09-30,0.1,4324,2022,Y,4.11,2.433
3770,2022-08-23,2022-10-03,0.03,1562,2022,Y,1.689,1.776
3771,2022-08-26,2022-10-03,0.025,9326,2022,Y,0.425,5.882
3772,2022-09-19,2022-10-03,0.036,3069,2022,Y,3.27,1.101
3773,2022-09-15,2022-10-04,0.01,8206,2022,Y,0.581,1.721
3774,2022-07-28,2022-10-04,0.005,3174,2022,Y,0.095,5.263
3775,2022-07-28,2022-10-04,0.02,7129,2022,Y,1.69,1.183
3776,2022-08-18,2022-10-06,0.059,5209,2022,Y,3.29,1.793
3777,2022-08-17,2022-10-06,0.01,5303,2022,Y,0.475,2.105
3778,2022-08-12,2022-10-06,0.028,7374,2022,Y,1.0,2.8
3779,2022-09-26,2022-10-07,0.15,1066,2022,Y,5.52,2.717
3780,2022-07-27,2022-10-07,0.025,6459,2022,Y,0.9,2.778
3781,2022-09-26,2022-10-11,0.01,6399,2023,Y,0.697,1.435
3782,2022-07-28,2022-10-11,0.09,6017,2022,Y,1.73,5.202
3783,2022-10-03,2022-10-11,0.004,03011,2022,Y,0.42,0.952
3784,2022-09-22,2022-10-11,0.034,7811,2023,Y,0.74,4.595
3785,2022-09-26,2022-10-12,0.02,7033,2022,Y,0.86,2.326
3786,2022-09-27,2022-10-13,0.004,6963,2022,Y,0.856,0.467
3787,2022-09-29,2022-10-13,0.02,7088,2022,Y,1.311,1.526
3788,2022-09-29,2022-10-13,0.02,5302,2023,Y,1.76,1.136
3789,2022-09-26,2022-10-13,0.015,5300,2022,Y,0.75,2.0
3790,2022-10-11,2022-10-18,0.014,03026,2022,Y,0.33,4.242
3791,2022-07-28,2022-10-18,0.003,9385,2022,Y,0.225,1.333
3792,2022-10-03,2022-10-18,0.005,5081,2022,Y,0.325,1.538
3793,2022-08-12,2022-10-19,0.4,3255,2022,Y,22.9,1.747
3794,2022-08-29,2022-10-21,0.08,5007,2022,Y,1.57,5.096
3795,2022-09-28,2022-10-25,0.05,5027,2023,Y,1.655,3.021
3796,2022-09-28,2022-10-25,0.03,6718,2023,Y,1.04,2.885
3797,2022-08-29,2022-10-26,0.0025,0138,2022,Y,0.84,0.298
3798,2022-07-20,2022-10-26,0.025,5006,2022,Y,1.0,2.5
3799,2022-08-16,2022-10-27,0.0075,0186,2022,Y,0.945,0.794
3800,2022-10-11,2022-10-27,0.018,5220,2022,Y,0.43,4.186
3801,2022-10-11,2022-10-27,0.2,4006,2022,Y,6.7,2.985
3802,2022-10-14,2022-10-31,0.02,1503,2022,Y,0.66,3.03
3803,2022-09-30,2022-10-31,0.01,5080,2022,Y,0.715,1.399
3804,2022-08-23,2022-10-31,0.018,0032,2022,Y,0.45,4.0
3805,2022-09-28,2022-11-01,0.37,5819,2022,Y,20.88,1.772
3806,2022-10-19,2022-11-02,0.0245,5106,2022,Y,1.829,1.34
3807,2022-09-29,2022-11-02,0.19,5274,2022,Y,6.0,3.167
3808,2022-08-23,2022-11-03,0.1,5285,2022,Y,4.25,2.353
3809,2022-09-30,2022-11-04,0.31,1082,2022,Y,18.78,1.651
3810,2022-07-29,2022-11-08,0.05,5134,2022,Y,3.61,1.385
3811,2022-10-12,2022-11-08,0.03,5131,2022,Y,1.83,1.639
3812,2022-09-20,2022-11-09,0.025,5075,2022,Y,0.9,2.778
3813,2022-10-21,2022-11-09,0.012,6009,2022,Y,1.029,1.166
3814,2022-10-27,2022-11-10,0.25,4162,2022,Y,10.2,2.451
3815,2022-08-25,2022-11-10,0.025,6742,2022,Y,0.67,3.731
3816,2022-10-26,2022-11-10,0.01,4022,2022,Y,0.19,5.263
3817,2022-10-27,2022-11-10,0.02,5005,2022,Y,2.48,0.806
3818,2022-08-25,2022-11-10,0.03,4677,2022,Y,0.54,5.556
3819,2022-10-27,2022-11-11,0.013,0825EA,2021,Y,0.835,1.557
3820,2022-10-27,2022-11-11,0.0181,0821EA,2021,Y,0.977,1.853
3821,2022-10-27,2022-11-11,0.0185,5130,2022,Y,1.34,1.381
3822,2022-10-27,2022-11-11,0.022,0824EA,2021,Y,1.145,1.921
3823,2022-08-26,2022-11-14,0.015,7199,2022,Y,1.18,1.271
3824,2022-09-22,2022-11-15,0.0075,0228,2022,Y,0.425,1.765
3825,2022-11-03,2022-11-16,0.0244,5227,2022,Y,1.57,1.554
3826,2022-10-27,2022-11-16,0.006,5301,2022,Y,1.38,0.435
3827,2022-11-15,2022-11-21,0.4,2089,2022,Y,14.6,2.74
3828,2022-10-20,2022-11-21,0.034,6947,2022,Y,3.78,0.899
3829,2022-09-27,2022-11-21,0.05,7668,2022,Y,1.45,3.448
3830,2022-10-06,2022-11-22,0.04,5249,2022,Y,1.02,3.922
3831,2022-11-15,2022-11-23,0.007,9261,2022,Y,0.305,2.295
3832,2022-11-15,2022-11-23,0.01,7022,2022,Y,1.12,0.893
3833,2022-11-15,2022-11-23,0.01,7022,2022,Y,1.12,0.893
3834,2022-11-15,2022-11-23,0.7,4707,2022,Y,130.1,0.538
3835,2022-11-15,2022-11-23,0.023,7140,2022,Y,0.79,2.911
3836,2022-11-15,2022-11-23,0.015,7133,2022,Y,1.31,1.145
3837,2022-11-10,2022-11-24,0.0104,5235SS,2022,Y,6.77,0.154
3838,2022-11-10,2022-11-24,0.0696,5235SS,2022,Y,6.77,1.028
3839,2022-11-25,2022-11-25,0.005,5296,2022,Y,2.0,0.25
3840,2022-11-25,2022-11-25,0.01,1996,2022,Y,0.575,1.739
3841,2022-11-25,2022-11-25,0.19,2836,2022,Y,22.5,0.844
3842,2022-09-27,2022-11-29,0.0125,9997,2022,Y,0.515,2.427
3843,2022-09-22,2022-11-29,0.01,7293,2023,Y,2.33,0.429
3844,2022-11-14,2022-11-29,0.18,6033,2022,Y,16.72,1.077
3845,2022-11-15,2022-11-29,0.25,3026,2022,Y,31.06,0.805
3846,2022-10-27,2022-11-29,0.025,2062,2022,Y,1.14,2.193
3847,2022-11-04,2022-11-29,0.05,6012,2022,Y,3.91,1.279
3848,2022-10-06,2022-11-30,0.16,0002,2022,Y,5.43,2.947
3849,2022-11-15,2022-11-30,0.1809,5185,2022,Y,2.15,8.414
3850,2022-10-17,2022-11-30,0.021,7277,2022,Y,2.27,0.925
3851,2022-11-23,2022-11-30,0.0125,0201,2022,Y,0.885,1.412
3852,2022-11-15,2022-11-30,0.0453,5185,2022,Y,2.15,2.107
3853,2022-11-17,2022-12-01,0.07,3816,2022,Y,7.21,0.971
3854,2022-11-16,2022-12-01,0.02,3514,2022,Y,0.165,12.121
3855,2022-10-25,2022-12-02,0.04,3298,2022,Y,0.805,4.969
3856,2022-10-21,2022-12-02,0.005,9423,2022,Y,0.33,1.515
3857,2022-11-21,2022-12-05,0.004,0040,2022,Y,0.35,1.143
3858,2022-08-23,2022-12-05,0.0027,0101,2022,Y,0.595,0.454
3859,2022-11-17,2022-12-05,0.015,5141,2022,Y,1.38,1.087
3860,2022-11-16,2022-12-05,0.05,6351,2022,Y,5.03,0.994
3861,2022-11-17,2022-12-05,0.006,0089,2022,Y,0.42,1.429
3862,2022-11-22,2022-12-06,0.005,0001,2022,Y,1.77,0.282
3863,2022-10-27,2022-12-06,0.03,9369,2022,Y,1.14,2.632
3864,2022-11-21,2022-12-06,0.0165,8524,2022,Y,0.88,1.875
3865,2022-10-27,2022-12-06,0.05,9369,2022,Y,1.14,4.386
3866,2022-10-31,2022-12-07,0.0125,5173,2022,Y,0.745,1.678
3867,2022-11-22,2022-12-07,0.02,8494,2022,Y,0.47,4.255
3868,2022-11-22,2022-12-07,0.011,5254,2022,Y,0.645,1.705
3869,2022-11-23,2022-12-07,0.08,9059,2022,Y,1.0,8.0
3870,2022-11-24,2022-12-07,0.2,3034,2022,Y,6.21,3.221
3871,2022-11-04,2022-12-07,0.015,7248,2022,Y,0.985,1.523
3872,2022-09-26,2022-12-07,0.0085,0149,2022,Y,0.365,2.329
3873,2022-11-21,2022-12-07,0.07,5015,2022,Y,1.85,3.784
3874,2022-11-17,2022-12-07,0.006,0246,2022,Y,0.915,0.656
3875,2022-11-24,2022-12-08,0.1398,5284,2022,Y,1.45,9.641
3876,2022-11-24,2022-12-08,0.025,0012,2022,Y,0.92,2.717
3877,2022-11-22,2022-12-08,0.015,4405,2022,Y,1.1,1.364
3878,2022-11-22,2022-12-08,0.005,0192,2022,Y,0.24,2.083
3879,2022-11-03,2022-12-08,0.0275,7214,2022,Y,0.525,5.238
3880,2022-11-30,2022-12-08,0.006,7081,2022,Y,0.535,1.121
3881,2022-11-28,2022-12-09,0.0235,03047,2022,Y,0.5,4.7
3882,2022-11-23,2022-12-09,0.0052,7204,2022,Y,4.27,0.122
3883,2022-11-25,2022-12-09,0.045,5843,2022,Y,0.715,6.294
3884,2022-11-25,2022-12-09,0.067,5255,2022,Y,0.085,78.824
3885,2022-11-23,2022-12-09,0.03,7060,2022,Y,2.8,1.071
3886,2022-11-23,2022-12-09,0.01,5024,2022,Y,0.715,1.399
3887,2022-11-25,2022-12-09,0.02,5843,2022,Y,0.715,2.797
3888,2022-11-29,2022-12-12,0.05,5606,2022,Y,2.28,2.193
3889,2022-11-24,2022-12-12,0.02,7091,2022,Y,1.6,1.25
3890,2022-11-21,2022-12-12,0.01,5100,2022,Y,1.28,0.781
3891,2022-11-23,2022-12-12,0.01,5878,2022,Y,0.945,1.058
3892,2022-11-25,2022-12-12,0.03,5032,2022,Y,4.87,0.616
3893,2022-11-29,2022-12-12,0.03,4588,2022,Y,3.31,0.906
3894,2022-12-02,2022-12-12,0.015,03050,2022,Y,0.65,2.308
3895,2022-11-29,2022-12-12,0.012,0222,2022,Y,0.795,1.509
3896,2022-11-22,2022-12-12,0.03,6262,2022,Y,1.48,2.027
3897,2022-10-25,2022-12-12,0.015,7579,2022,Y,0.465,3.226
3898,2022-11-29,2022-12-13,0.01,7167,2022,Y,1.32,0.758
3899,2022-11-28,2022-12-13,0.2,5681,2022,Y,21.62,0.925
3900,2022-11-29,2022-12-13,0.025,0021,2022,Y,0.99,2.525
3901,2022-11-29,2022-12-13,0.01,0049,2022,Y,0.345,2.899
3902,2022-11-22,2022-12-13,0.015,0157,2022,Y,0.865,1.734
3903,2022-11-22,2022-12-14,0.0075,0199,2022,Y,0.41,1.829
3904,2022-11-30,2022-12-14,0.04,1295,2022,Y,4.44,0.901
3905,2022-11-30,2022-12-14,0.01,7231,2022,Y,1.18,0.847
3906,2022-11-29,2022-12-14,0.04,2038,2022,Y,3.49,1.146
3907,2022-10-31,2022-12-14,0.02,7088,2022,Y,1.35,1.481
3908,2022-11-29,2022-12-14,0.03,2038,2022,Y,3.49,0.86
3909,2022-11-30,2022-12-14,0.016,7231,2022,Y,1.18,1.356
3910,2022-11-29,2022-12-14,0.0175,8869,2022,Y,4.86,0.36
3911,2022-06-24,2022-12-14,0.15,6432,2022,Y,3.67,4.087
3912,2022-11-24,2022-12-14,0.0135,7089,2022,Y,0.85,1.588
3913,2022-11-24,2022-12-15,0.01,3859,2022,Y,1.3,0.769
3914,2022-11-25,2022-12-15,0.02,5116,2022,Y,1.21,1.653
3915,2022-09-29,2022-12-15,0.04,7152,2022,Y,0.73,5.479
3916,2022-11-24,2022-12-15,0.015,5208,2022,Y,0.785,1.911
3917,2022-10-25,2022-12-15,0.05,5827,2022,Y,0.96,5.208
3918,2022-11-29,2022-12-15,0.015,5041,2022,Y,0.75,2.0
3919,2022-11-25,2022-12-15,0.005,5269,2022,Y,0.35,1.429
3920,2022-10-27,2022-12-15,0.0005,0112,2022,Y,0.195,0.256
3921,2022-08-17,2022-12-16,0.015,5020,2022,Y,0.305,4.918
3922,2022-10-28,2022-12-16,0.03,7106,2022,Y,0.745,4.027
3923,2022-10-21,2022-12-16,0.0022,0189,2022,Y,0.095,2.316
3924,2022-12-05,2022-12-16,0.0125,7217,2022,Y,0.635,1.969
3925,2022-11-25,2022-12-19,0.08,5029,2022,Y,3.85,2.078
3926,2022-11-29,2022-12-20,0.04,6114,2022,Y,1.22,3.279
3927,2022-12-02,2022-12-20,0.006,5147,2022,Y,0.695,0.863
3928,2022-11-21,2022-12-20,0.02,5133,2022,Y,0.87,2.299
3929,2022-10-27,2022-12-21,0.03,1902,2022,Y,0.415,7.229
3930,2022-12-08,2022-12-21,0.035,5077,2022,Y,0.36,9.722
3931,2022-12-08,2022-12-21,0.065,5077,2022,Y,0.36,18.056
3932,2022-11-23,2022-12-21,0.025,5162,2022,Y,1.18,2.119
3933,2022-12-14,2022-12-21,0.0025,03039,2022,Y,0.165,1.515
3934,2022-10-20,2022-12-21,0.03,5159,2022,Y,1.25,2.4
3935,2022-09-28,2022-12-21,0.025,8125,2022,Y,2.33,1.073
3936,2022-11-29,2022-12-21,0.01,7161,2022,Y,1.2,0.833
3937,2022-10-12,2022-12-22,0.017,2453,2022,Y,3.66,0.464
3938,2022-10-12,2022-12-22,0.05,2569,2022,Y,3.33,1.502
3939,2022-10-12,2022-12-22,0.01,2186,2022,Y,1.31,0.763
3940,2022-10-11,2022-12-22,0.05,7006,2022,Y,1.3,3.846
3941,2022-10-12,2022-12-22,0.01,2186,2022,Y,1.31,0.763
3942,2022-11-29,2022-12-22,0.1,5135,2022,Y,2.14,4.673
3943,2022-10-12,2022-12-22,0.02,2569,2022,Y,3.33,0.601
3944,2022-10-12,2022-12-22,0.01,2453,2022,Y,3.66,0.273
3945,2022-09-19,2022-12-22,0.06,9598,2022,Y,2.19,2.74
3946,2022-09-29,2022-12-23,0.05,4731,2022,Y,3.2,1.562
3947,2022-12-01,2022-12-23,0.007,0820EA,2022,Y,1.535,0.456
3948,2022-12-01,2022-12-23,0.0385,0800EA,2022,Y,1.153,3.339
3949,2022-11-25,2022-12-27,0.0007,03024,2022,Y,1.15,0.061
3950,2022-12-12,2022-12-27,0.0017,2054,2022,Y,0.195,0.872
3951,2022-12-12,2022-12-27,0.025,7134,2022,Y,0.51,4.902
3952,2022-12-09,2022-12-29,0.104,5258,2022,Y,2.65,3.925
3953,2022-12-14,2022-12-29,0.04,6888,2022,Y,3.1,1.29
3954,2022-11-28,2022-12-29,0.0125,7034,2022,Y,2.36,0.53
3955,2022-11-29,2022-12-29,0.0207,03018,2022,Y,0.68,3.044
3956,2022-12-14,2022-12-29,0.05,6888,2022,Y,3.1,1.613
3957,2022-12-15,2022-12-29,0.0209,5106,2022,Y,1.79,1.168
3958,2022-10-28,2022-12-29,0.005,5289,2022,Y,0.39,1.282
3959,2022-12-12,2022-12-29,0.135,6139,2022,Y,3.47,3.89
3960,2022-12-13,2022-12-29,0.12,7100,2022,Y,3.28,3.659
3961,2022-11-30,2022-12-29,0.03,6971,2022,Y,2.7,1.111
3962,2022-11-30,2022-12-29,0.0125,0097,2022,Y,7.65,0.163
3963,2022-12-15,2022-12-30,0.0075,6399,2023,Y,0.65,1.154
3964,2022-10-17,2022-12-30,0.035,7222,2022,Y,5.85,0.598
3965,2022-11-29,2022-12-30,0.1,5012,2022,Y,3.78,2.646
3966,2022-12-15,2022-12-30,0.01,5278,2022,Y,0.68,1.471
3967,2022-12-16,2023-01-03,0.02,8206,2022,Y,0.625,3.2
3968,2022-10-18,2023-01-03,0.01,5199,2022,Y,1.1,0.909
3969,2022-12-16,2023-01-03,0.005,5272,2022,Y,0.45,1.111
3970,2022-12-16,2023-01-04,0.015,6521,2022,Y,1.12,1.339
3971,2022-11-16,2023-01-05,0.01,5072,2022,Y,0.29,3.448
3972,2022-12-02,2023-01-06,0.03,2542,2022,Y,3.49,0.86
3973,2022-12-02,2023-01-06,0.17,2542,2022,Y,3.49,4.871
